"fipscode","datayear","st","cl.blk","ent.blk","lifelos.blk","grp.inst.blk","cl.white","ent.white","lifelos.white","grp.inst.white","cl.nat.am","ent.nat.am","lifelos.nat.am","grp.inst.nat.am","cl.latino","ent.latino","lifelos.latino","grp.inst.latino","cl.asian","ent.asian","lifelos.asian","grp.inst.asian","cl.unk","ent.unk","lifelos.unk","grp.inst.unk","cl.haw.pi","ent.haw.pi","lifelos.haw.pi","grp.inst.haw.pi"
8,2010,"AR",1586,825,515.774932614555,0,4260,2430,409.255694342395,0,108,51,639.634615384615,32,383,198,416.41782729805,70,45,21,448.488372093023,11,23,20,253.909090909091,4,39,24,435.947368421053,8
8,2010,"AZ",204,101,462.218274111675,13,1568,792,503.732347007397,0,284,152,457.244360902256,0,819,392,523.122107969152,0,17,13,168.941176470588,0,132,75,363.837209302326,0,19,7,463.352941176471,1
8,2010,"CA",1412,506,956.283434650456,205,5806,2324,729.348608837971,810,946,368,816.349823321555,88,4833,1882,715.027397260274,713,275,99,729.2,31,74,47,438.739726027397,21,77,29,691.178082191781,14
8,2010,"CO",208,98,600.6,0,2731,1183,644.970024979184,0,107,53,562.530612244898,0,1734,818,611.189388851578,0,14,6,454.923076923077,10,8,6,764.5,1,21,5,562.111111111111,3
8,2010,"CT",1084,387,854.517839922854,0,1476,570,761.251567944251,0,20,4,1166.55,0,652,231,818.775280898876,0,34,9,1243.11764705882,0,11,4,256.181818181818,0,5,0,652,0
8,2010,"DE",729,250,769.091822094692,70,387,136,651.486263736264,48,3,0,639.333333333333,1,71,24,608.114285714286,5,4,1,276.25,1,NA,NA,NA,NA,NA,NA,NA,NA
8,2010,"FL",4158,1747,640.623120787973,515,8317,3876,516.419963796224,0,99,44,414.860215053763,6,1412,621,489.320266272189,110,78,30,651.180555555556,7,48,30,381.978723404255,6,26,10,701.76,7
8,2010,"GA",5544,2285,662.765864747111,0,5344,2217,648.41651847461,0,19,7,517.277777777778,6,881,389,526.708920187793,0,50,23,543.1,6,13,2,402.538461538462,1,9,9,106.333333333333,2
8,2010,"HI",27,8,792.818181818182,2,143,66,494.0390625,0,25,19,170.833333333333,0,8,4,411.714285714286,0,337,137,570.990228013029,0,19,11,375.368421052632,0,324,152,710.259515570934,0
8,2010,"IA",1512,572,690.19459833795,192,6366,2728,602.050352467271,887,330,154,576.84858044164,33,759,329,509.333791208791,89,94,52,537.010752688172,6,483,283,334.54157782516,53,48,25,402.311111111111,7
8,2010,"ID",94,41,575.662921348315,8,2024,1042,474.048142333857,216,314,117,601.570945945946,30,336,176,511.25078369906,23,17,4,512,0,6,6,16.8333333333333,0,6,0,546.166666666667,0
8,2010,"IL",3135,785,1135.72628458498,272,5522,1712,823.766802067947,433,13,5,651.692307692308,2,358,108,874.053824362606,0,24,7,986.125,0,139,53,835.14598540146,5,7,4,883.714285714286,0
8,2010,"IN",1262,547,516.04958677686,0,8954,4183,477.245928529584,0,124,52,560.542372881356,14,552,280,408.149171270718,33,35,21,448.485714285714,0,20,11,309.368421052632,6,19,13,248.157894736842,0
8,2010,"KS",1003,391,760.074226804124,65,4511,1881,608.001823569638,213,101,46,672.99,7,561,247,542.332123411978,40,33,14,432.242424242424,2,11,4,656,1,4,1,989.75,0
8,2010,"KY",1503,647,683.055438596491,251,8393,3861,555.328779253637,1206,36,11,705.4,4,435,203,492.115839243499,34,15,13,335.266666666667,2,204,109,475.140703517588,19,13,2,990.333333333333,1
8,2010,"LA",4031,1642,688.278947368421,398,3781,1565,591.876386259129,239,31,5,887,5,110,53,485.759259259259,4,21,13,454.285714285714,2,122,63,398.254098360656,5,5,3,343.6,0
8,2010,"MA",667,234,774.02875399361,82,1795,662,753.292128279883,0,34,14,613.666666666667,4,278,103,674.966165413534,0,58,14,508.518518518519,5,110,60,429.127272727273,13,1,0,330,0
8,2010,"MD",2119,573,1073.8056502679,0,1753,667,777.898325358852,0,15,3,971.916666666667,2,255,90,686.015873015873,0,28,12,680.925925925926,5,182,90,454.137362637363,0,7,2,497.285714285714,1
8,2010,"ME",165,59,823.46835443038,7,1854,516,922.849586776859,0,76,36,729.472222222222,0,130,50,598.531746031746,8,11,6,569.545454545455,0,140,88,421.604316546763,0,11,5,363.7,1
8,2010,"MI",3068,1156,701.030230978261,0,6840,2620,580.28590929774,0,479,195,617.840262582057,0,668,235,580.461538461538,23,29,9,490.4,1,17,10,480.941176470588,3,13,3,868.692307692308,1
8,2010,"MN",946,527,488.709635416667,202,4152,2217,502.509233351987,1258,1390,583,612.283783783784,241,505,273,354.963553530752,150,76,41,408.369230769231,25,94,53,194.101123595506,13,13,9,194.692307692308,6
8,2010,"MO",1777,517,1082.78653036681,133,8542,3751,595.550018232649,529,52,17,560.480769230769,3,299,150,428.765306122449,8,25,6,765.24,0,89,46,429.213483146067,4,13,4,653.076923076923,1
8,2010,"MS",2935,1119,724.142509558568,0,2742,1349,513.878933728249,0,19,5,1020.78947368421,3,128,63,382.944444444444,14,15,10,217.066666666667,5,44,30,206.5,0,4,1,927,0
8,2010,"MT",102,38,723.45652173913,14,1274,484,775.449188727583,226,1074,375,858.941872981701,86,107,37,818.421568627451,20,8,7,187.375,4,43,15,850.142857142857,9,6,2,780.666666666667,1
8,2010,"NC",4914,1609,766.778799019608,0,6231,2353,646.758064516129,0,282,131,620.539568345324,0,847,334,598.010663507109,0,31,21,347.483870967742,0,34,17,569.970588235294,0,52,8,826.769230769231,1
8,2010,"ND",136,59,468.858267716535,0,1043,456,589.475079533404,0,595,238,733.344422700587,0,79,26,646.287671232877,0,27,13,659.692307692308,0,26,25,92.5217391304348,0,7,2,389.142857142857,2
8,2010,"NE",194,96,563.016949152542,36,2593,1092,585.779453730126,477,419,183,613.24791086351,86,550,237,581.2969348659,66,22,12,532.15,1,92,45,367.056179775281,12,2,2,58.5,1
8,2010,"NH",96,40,887.02380952381,0,1053,385,952.651237890204,0,20,10,615.3125,0,100,41,793.25,0,12,7,595.583333333333,0,85,38,767.69512195122,0,2,1,538,0
8,2010,"NJ",3914,1381,863.312380952381,412,2676,1115,632.853468433359,217,12,8,595.25,2,1511,648,562.451075641915,144,60,31,333.542372881356,8,461,235,367.133928571429,23,15,8,512.066666666667,1
8,2010,"NM",266,116,624.488372093023,16,964,499,458.553533190578,68,514,232,522.899795501022,97,1943,905,505.253528773073,74,10,1,414.777777777778,0,15,11,91.2666666666667,2,4,2,617.75,0
8,2010,"NV",40,15,612.475,8,469,184,781.511982570806,0,65,15,933.246153846154,5,88,33,773.586206896552,4,NA,NA,NA,NA,NA,NA,NA,NA,5,0,1121.8,1
8,2010,"NY",3028,1130,820.516970346552,0,5840,2130,795.938572719061,0,118,50,600.792792792793,0,700,268,731.104863221884,0,71,25,656.015873015873,19,359,183,589.645962732919,0,1,0,678,0
8,2010,"OH",2028,814,735.752525252525,284,6968,3055,591.364451313756,743,26,16,287.384615384615,3,352,155,534.758208955224,45,13,7,554.5,0,481,413,137.867368421053,16,11,5,366.454545454545,0
8,2010,"OK",1007,339,876.340248962656,135,3131,1301,645.36197743862,0,2399,883,713.218777292576,0,469,190,629.708695652174,44,47,18,757.978260869565,2,NA,NA,NA,NA,47,24,690.822222222222,3
8,2010,"OR",887,308,847.2424969988,25,3937,1621,743.016817939135,207,130,70,527.90625,3,505,214,596.024340770791,8,16,9,473.25,2,282,173,418.823741007194,8,22,11,873.909090909091,2
8,2010,"PA",4103,1678,737.223362273086,1062,9035,3781,676.695197337137,1877,49,13,1024.34090909091,10,1706,751,665.377334993773,354,61,27,573.45,11,69,39,422.971014492754,18,15,9,428.5,0
8,2010,"PR",794,115,1838.99737532808,91,30,6,2084.6,7,3,0,1814.33333333333,0,4487,803,1643.94826007326,440,6,0,2243.8,0,39,16,546.179487179487,2,9,0,1897.77777777778,0
8,2010,"RI",205,68,882.864864864865,47,712,300,696.35046728972,257,22,9,830.8125,8,88,36,716.910256410256,43,15,3,552.583333333333,4,14,9,236.25,5,NA,NA,NA,NA
8,2010,"SC",3583,1412,789.513804126707,738,3044,1370,573.074413863405,761,20,9,684.45,4,275,156,346.122222222222,73,19,9,784.631578947368,3,66,58,108.878787878788,11,10,8,224.3,1
8,2010,"SD",218,120,460.059405940594,43,872,447,513.370948379352,181,1705,840,568.460997891778,280,74,40,560.085714285714,19,15,7,457.5,2,3,3,66.3333333333333,1,5,2,402.5,0
8,2010,"TN",2187,1010,520.557664233577,391,7654,3751,463.389184034873,0,40,9,583,2,602,279,437.81186440678,47,30,22,318.285714285714,4,415,265,298.669950738916,39,11,6,337.454545454545,1
8,2010,"TX",4822,1747,796.062140881039,0,9419,3869,667.894314236111,0,227,95,660.257918552036,0,9121,3377,726.930396772024,0,80,38,599.275,2,293,179,379.680412371134,0,41,11,560.625,6
8,2010,"UT",157,70,709.486666666667,21,2104,967,517.018253576714,210,201,59,806.604278074866,27,621,316,471.925675675676,0,23,7,997.913043478261,0,5,4,227.6,0,28,9,593.357142857143,1
8,2010,"VA",3652,1055,978.202853067047,0,4094,1449,715.904067536454,0,20,4,883.947368421053,1,643,222,691.103618421053,0,66,29,617.984126984127,6,64,15,748.393442622951,7,16,5,520.866666666667,3
8,2010,"VT",37,15,790.9,7,1504,522,764.172194777699,230,NA,NA,NA,NA,17,9,903.352941176471,2,5,2,73,0,16,7,834.692307692308,1,NA,NA,NA,NA
8,2010,"WA",462,174,751.974770642202,18,3721,1452,694.571793416572,127,1204,405,903.803411131059,26,1320,535,679.570754716981,25,68,27,705.741935483871,2,50,29,281.82,0,39,23,323.472222222222,0
8,2010,"WI",1604,669,684.593288590604,286,4533,2074,603.36601618277,0,498,215,673.552808988764,92,629,280,578.020304568528,74,115,62,551,14,93,73,269.104651162791,16,12,7,597.636363636364,4
8,2010,"WV",826,322,631.412596401028,0,6056,2535,575.498878343399,0,16,6,804.5625,5,92,35,583.758620689655,18,23,7,561.526315789474,8,52,41,193.470588235294,18,20,9,642.263157894737,0
8,2010,"WY",98,32,664.239130434783,0,1520,753,503.664714494876,0,54,21,604.807692307692,0,225,122,498.907766990291,0,6,5,36.4,1,102,59,348.90625,0,2,1,329,1
1073,2010,"AL",1087,352,1050.21691542289,0,383,146,812.92817679558,0,NA,NA,NA,NA,39,19,732.923076923077,2,4,3,9.33333333333333,1,3,1,188.666666666667,0,NA,NA,NA,NA
2020,2010,"AK",149,43,824.783783783784,9,201,40,936.358585858586,13,574,175,745.832740213523,14,34,18,528.090909090909,2,18,11,406.611111111111,0,6,5,245.333333333333,0,36,15,429.305555555556,0
4013,2010,"AZ",1631,736,564.531353135314,0,3279,1477,517.613079896907,0,626,305,526.958974358974,0,3745,1593,503.531503780454,0,61,38,336,0,242,154,316.197478991597,0,41,17,462.073170731707,6
4019,2010,"AZ",536,218,596.2,0,1676,829,518.215511760966,0,273,108,626.234817813765,0,1821,776,525.497966298664,0,21,10,390.428571428571,4,97,90,166.979166666667,0,18,8,440.166666666667,2
5119,2010,"AR",710,267,676.647058823529,0,292,132,559.524137931034,30,NA,NA,NA,NA,17,5,425,2,4,1,416.5,1,2,0,406.5,0,5,3,519,2
6001,2010,"CA",1719,411,1679.76322751323,235,350,134,848.617737003058,34,75,22,1339.24637681159,8,545,193,864.410505836576,63,125,49,731.218487394958,10,29,8,588.137931034483,12,13,2,1877.92307692308,1
6007,2010,"CA",101,42,1054.53571428571,5,776,257,916.565157750343,35,86,24,1365.25641025641,3,130,44,890.870967741935,3,18,3,845.941176470588,2,1,1,17,1,NA,NA,NA,NA
6013,2010,"CA",739,178,1366.36322869955,141,362,121,937.807228915663,39,27,13,1201.84,6,314,107,789.603278688525,36,52,17,649.96,5,3,0,419.666666666667,2,29,12,1230.92,5
6019,2010,"CA",645,178,1512.3844856661,62,461,147,1080.70138888889,48,448,173,922.417661097852,16,1736,571,1080.17700180614,126,153,47,895.074324324324,8,1,0,251,1,9,4,777.5,3
6029,2010,"CA",578,222,904.085551330798,86,1065,406,861.798984771574,122,66,19,1382.84482758621,6,1566,604,791.931664411367,118,27,7,630.346153846154,4,5,4,82.4,1,4,2,323,0
6037,2010,"CA",10399,3418,1531.15119807471,931,2982,1206,944.055774043618,225,241,74,1123,16,17212,7029,806.745192016017,1007,618,252,682.48918469218,42,16,12,715.3125,2,113,57,739.910714285714,7
6047,2010,"CA",170,55,920.435582822086,7,226,95,836.127358490566,11,15,6,959.928571428571,4,585,292,599.582437275986,20,33,10,809.212121212121,0,5,4,172.8,1,3,2,548,0
6059,2010,"CA",332,94,1160.46031746032,49,1056,400,846.109803921569,150,47,22,599.186046511628,2,2386,841,817.823300129926,218,203,85,707.146464646465,26,8,2,367.75,0,42,12,891.690476190476,1
6065,2010,"CA",1240,471,886.831460674157,120,1602,678,736.967676767677,156,193,89,729.414893617021,15,3090,1358,645.517064846416,154,83,38,615.05,5,76,21,1206.93055555556,11,20,3,750.526315789474,0
6067,2010,"CA",2155,543,1112.64782836211,306,1337,405,928.082352941177,163,129,36,1179.91176470588,17,996,294,890.959866220736,105,245,59,779.813953488372,19,23,17,357.652173913043,8,27,3,671.36,1
6071,2010,"CA",1397,503,1019.29953560372,188,1344,478,943.717618664521,169,89,35,981.320512820513,8,2302,827,866.465878070974,244,49,30,542.152173913043,4,24,12,658.130434782609,5,22,5,1064.57894736842,2
6073,2010,"CA",1607,492,1134.67424749164,368,1401,597,723.252456538171,270,162,46,1138.92715231788,25,2746,959,855.957746478873,426,219,74,736.065420560748,37,19,17,71.1578947368421,13,60,24,647.516666666667,6
6075,2010,"CA",1229,268,2186.08645276292,171,147,50,1167.55474452555,16,40,8,1713.28947368421,4,334,127,1081.48765432099,48,138,39,1220.62121212121,15,2,0,961,1,42,9,1265.025,8
6077,2010,"CA",530,160,1103.87136929461,96,400,115,1037.0564516129,75,52,18,1401.04761904762,2,703,182,1020.51908396947,96,112,25,985.764150943396,16,13,0,703.076923076923,11,6,1,455.5,0
6085,2010,"CA",342,106,1291.72857142857,63,329,109,1063.03846153846,69,83,32,1159.41095890411,9,1283,435,1017.64540816327,162,148,56,732.631205673759,18,5,2,663.6,2,15,6,736.357142857143,2
6107,2010,"CA",81,28,1247.35616438356,4,302,102,899.101754385965,19,38,6,928.75,3,831,282,731.167733674776,29,18,11,412.411764705882,1,NA,NA,NA,NA,1,0,1307,0
8001,2010,"CO",206,95,550.252631578947,0,446,208,762.557894736842,0,31,12,467.892857142857,4,549,287,499.76906779661,0,11,6,272.9,4,NA,NA,NA,NA,NA,NA,NA,NA
8005,2010,"CO",501,214,645.12441314554,0,496,235,546.930555555556,0,20,3,735.333333333333,4,290,130,541.213438735178,0,15,9,533.857142857143,9,NA,NA,NA,NA,2,2,2,0
8031,2010,"CO",932,327,886.496765847348,0,459,182,796.022670025189,0,97,49,492.0875,0,1246,561,635.725546058879,0,53,27,621.1,12,5,0,1145.8,1,13,4,737.384615384615,4
8041,2010,"CO",399,200,535.828985507246,0,820,411,549.226519337017,0,19,11,248.428571428571,0,314,150,558.101167315175,0,27,14,417.24,9,NA,NA,NA,NA,23,14,220.363636363636,7
8059,2010,"CO",86,29,656.039473684211,27,658,279,650.97264957265,0,25,7,663.363636363636,4,284,112,610.020325203252,0,7,2,1251,2,1,0,2339,1,8,4,457.875,2
9003,2010,"CT",715,253,1083.33235724744,0,335,123,850.881097560976,0,5,5,303.25,0,713,256,937.3502170767,0,7,4,487.714285714286,0,15,6,435.8,0,4,0,1303,0
9009,2010,"CT",924,287,1120.73532796318,0,496,145,1028.56784968685,0,6,2,1221.16666666667,0,613,190,966.964406779661,0,8,3,442.714285714286,0,4,3,235.75,0,NA,NA,NA,NA
11001,2010,"DC",2613,619,1449.18742293465,0,15,3,1460.6,3,1,1,2,0,99,36,1009.88775510204,17,3,0,2720.5,0,101,85,229.09,0,2,1,1213,0
12011,2010,"FL",1421,574,814.902492668622,278,625,262,625.775919732441,109,39,21,370.526315789474,4,253,130,463.334661354582,36,11,6,255.9,2,7,5,363.857142857143,1,1,0,268,0
12031,2010,"FL",902,391,670.476772616137,108,533,247,530.897750511247,42,2,0,495,0,49,17,464.791666666667,2,3,2,389,0,2,1,388,0,2,0,434,0
12057,2010,"FL",1423,549,881.273268801191,159,1264,520,718.842414082146,128,3,1,252.333333333333,1,481,204,713.663043478261,54,12,7,586.666666666667,2,9,8,121.777777777778,0,4,3,132.5,0
12086,2010,"FL",1749,620,1014.50361881785,245,176,53,774.595238095238,22,2,1,381.5,0,855,336,730.716183574879,93,5,4,131.6,0,5,3,572,0,NA,NA,NA,NA
12095,2010,"FL",864,381,718.437027707809,181,501,227,533.26906779661,69,4,0,1380,1,309,143,501.032894736842,46,17,2,1062.82352941176,2,8,4,281.375,1,1,1,126,0
12099,2010,"FL",872,298,715.024242424242,188,536,182,633.161165048544,87,1,0,433,0,232,90,558.951754385965,48,3,1,605,0,6,1,345.166666666667,0,2,2,963.5,0
12101,2010,"FL",131,57,555.936507936508,22,842,402,544.619926199262,86,31,19,407.666666666667,0,72,28,540.184615384615,13,5,4,1,1,1,1,23,0,3,1,452.666666666667,0
12103,2010,"FL",769,301,747.984700973574,109,1372,610,619.689497716895,137,12,6,354.25,0,133,69,433.81679389313,7,8,3,790.625,0,1,1,119,0,2,2,115,0
12105,2010,"FL",445,198,688.830508474576,64,773,370,576.30612244898,93,6,4,359.2,3,196,91,605.777777777778,32,1,0,2867,1,12,4,406.833333333333,4,2,2,10.5,0
12127,2010,"FL",326,153,714.664359861592,50,766,359,550.382271468144,78,NA,NA,NA,NA,77,44,435.486842105263,10,NA,NA,NA,NA,3,0,631.333333333333,0,1,0,264,0
13121,2010,"GA",1352,483,878.819165378671,0,61,24,685.052631578947,10,NA,NA,NA,NA,59,29,444.661016949153,4,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA
15003,2010,"HI",131,62,581.371900826446,19,136,78,622.712,22,101,44,686.367346938776,13,27,7,811.636363636364,2,777,284,688.49359886202,0,29,24,308.827586206897,0,382,127,895.889204545455,0
17031,2010,"IL",6992,1103,2091.16110780226,0,1012,276,1386.83383383383,0,10,0,1945.7,3,727,140,1611.59014084507,0,22,9,953.727272727273,1,117,49,1110.27192982456,14,5,1,447.6,0
17143,2010,"IL",999,140,2157.56854410202,43,880,186,1096.36878612717,26,4,0,1205,0,40,5,2085.30769230769,2,5,0,640.8,0,38,10,849.394736842105,1,2,0,851.5,0
17163,2010,"IL",497,114,1314.28008298755,31,638,185,947.416,39,1,1,94,0,13,4,881.615384615385,0,NA,NA,NA,NA,18,9,423.166666666667,0,1,0,1029,0
17201,2010,"IL",605,162,955.998322147651,31,550,184,847.18281535649,27,3,2,2581,0,73,28,890.014285714286,0,2,1,400,0,66,20,672.136363636364,2,1,0,612,0
18003,2010,"IN",556,178,811.669960474308,76,505,202,678.663066954644,36,18,6,1080.29411764706,3,74,38,491.537313432836,9,30,16,462.793103448276,16,10,6,356.1,3,1,0,1085,0
18089,2010,"IN",1629,535,820.075989782886,0,624,246,690.758278145695,0,9,3,1241.75,1,310,119,645.569078947368,56,1,0,1922,0,6,1,501.6,6,NA,NA,NA,NA
18097,2010,"IN",2387,948,594.41959254443,0,1534,605,575.349799732977,0,34,17,524.058823529412,0,287,150,433.195729537367,8,10,3,701.8,0,19,8,358.235294117647,5,8,2,972.25,0
18141,2010,"IN",510,138,717.565392354125,70,471,148,663.422077922078,55,8,2,926.875,0,72,18,533.083333333333,8,NA,NA,NA,NA,12,6,301.166666666667,6,1,1,213,0
18163,2010,"IN",326,188,433.766891891892,40,697,455,301.061224489796,71,8,7,581.125,2,29,13,463.107142857143,4,1,0,393,0,3,3,63,0,1,1,77,0
19153,2010,"IA",351,130,709.625,67,698,289,666.395488721805,104,8,3,1118.42857142857,0,135,48,619.97619047619,16,41,24,421.80487804878,3,196,81,419.108808290155,26,15,7,448.6,1
20173,2010,"KS",535,111,1047.37969924812,47,841,276,856.165865384615,53,45,7,762.6,2,198,66,716.298969072165,17,10,6,584.7,2,1,0,1147,0,NA,NA,NA,NA
20177,2010,"KS",486,166,747.517894736842,36,663,281,689.883830455259,40,34,18,404.58064516129,1,103,45,635.362745098039,12,6,1,438.833333333333,0,6,6,162.5,0,NA,NA,NA,NA
21111,2010,"KY",751,285,707.892116182573,135,648,304,538.97124600639,95,5,1,442,0,65,34,500.338461538462,9,7,3,662.857142857143,0,39,26,280.194444444444,5,1,1,189,1
24510,2010,"MD",4692,1097,1607.70631123263,0,584,217,943.241071428571,0,8,0,2038,2,41,13,852.631578947368,0,6,3,1199.66666666667,0,57,26,555.368421052632,0,NA,NA,NA,NA
25005,2010,"MA",447,123,874.954761904762,0,1084,331,767.975961538462,151,9,7,616.666666666667,1,313,97,790.855263157895,34,15,3,747.461538461538,2,75,27,784.973333333333,8,1,0,764,0
25009,2010,"MA",242,81,931.061946902655,40,779,272,809.803596127248,139,9,3,1379,5,559,218,884.609375,0,23,7,564.391304347826,2,42,29,568.142857142857,4,2,1,890,1
25013,2010,"MA",436,174,923.571428571429,0,618,253,674.442340791738,0,11,7,455.2,0,962,391,853.089164785553,0,4,3,1021.25,1,123,63,548.96694214876,0,1,0,469,0
25017,2010,"MA",441,153,810.967741935484,101,1157,448,762.409972299169,0,17,4,1168.47058823529,2,431,175,782.296758104738,82,139,50,697.341085271318,19,89,42,493.746987951807,13,NA,NA,NA,NA
25025,2010,"MA",929,317,829.510957324106,0,306,108,790.522184300341,49,NA,NA,NA,NA,352,124,753.741071428571,69,52,24,699.980769230769,0,65,26,649.72131147541,13,NA,NA,NA,NA
25027,2010,"MA",358,143,735.12874251497,0,1106,423,741.315384615385,0,12,9,480.181818181818,2,636,245,694.204620462046,65,45,13,538.75,1,83,35,716.088607594937,0,3,0,692.333333333333,0
26049,2010,"MI",948,230,1031.18376550169,0,657,204,726.902668759812,0,13,1,893.846153846154,1,26,7,1050.16,1,NA,NA,NA,NA,NA,NA,NA,NA,2,0,476,0
26081,2010,"MI",645,226,676.004761904762,0,520,191,650.492156862745,0,17,2,900.470588235294,4,173,66,603.916666666667,9,7,1,646.857142857143,1,1,1,152,0,3,1,1656.66666666667,1
26099,2010,"MI",581,192,700.61717352415,45,1041,281,703.289869608827,0,5,1,690.5,0,38,8,842.416666666667,4,8,3,905.75,0,4,0,592.5,0,NA,NA,NA,NA
26125,2010,"MI",761,178,900.658602150538,0,592,147,795.648464163822,0,4,0,652.75,0,79,23,707.128571428571,5,13,0,814.923076923077,1,4,3,1134,0,2,0,740.5,0
26163,2010,"MI",6746,1628,1061.54973741118,0,1349,468,730.085430968726,0,35,6,831.483870967742,2,210,48,752.455882352941,0,17,11,802.375,0,35,13,818.848484848485,22,60,24,700.431034482759,0
27053,2010,"MN",1257,669,585.55304518664,400,359,177,580.782467532468,145,376,153,851.903726708074,57,114,71,356.865384615385,32,52,22,562.770833333333,17,37,19,326.228571428571,19,1,1,2,0
27123,2010,"MN",750,455,632.566147859922,405,286,187,478.953703703704,160,80,44,662.523076923077,35,106,49,705.526315789474,43,111,60,583.390243902439,47,38,33,40.3783783783784,35,1,0,0,0
29095,2010,"MO",996,478,569.040133779264,76,676,329,489.753184713376,51,7,4,324.857142857143,0,81,47,317.589743589744,8,6,5,309.333333333333,0,37,19,502.527777777778,4,1,0,346,0
29189,2010,"MO",779,264,806.313019390582,72,328,134,624.37898089172,23,1,1,353,0,18,8,519.529411764706,0,8,6,390.875,0,9,5,244.555555555556,0,NA,NA,NA,NA
31055,2010,"NE",1229,421,736.112945264987,246,1152,440,684.663652802893,174,174,53,792.422360248447,19,384,179,593.835579514825,67,6,2,486.166666666667,3,100,48,540.540816326531,13,3,3,59.6666666666667,0
31109,2010,"NE",330,120,767.857142857143,49,921,332,670.071186440678,139,144,30,818.625,23,159,56,622.16339869281,25,33,9,543.606060606061,7,44,13,933.166666666667,10,1,0,385,0
32003,2010,"NV",2132,748,732.859311740891,102,1812,689,665.48963883955,0,58,13,848.862745098039,0,1346,548,569.640405616225,0,114,39,550.388349514563,3,4,2,648.25,1,77,23,549.513513513514,3
32031,2010,"NV",186,67,824.214689265537,35,770,307,757.456790123457,109,60,29,752.727272727273,8,364,149,669.6875,0,11,1,946.818181818182,2,4,2,151.5,0,30,19,562.966666666667,7
34007,2010,"NJ",649,315,607.68438538206,116,383,177,491.10989010989,50,3,1,426,0,175,87,448.487951807229,39,4,1,730.75,0,120,78,197.912280701754,21,NA,NA,NA,NA
34013,2010,"NJ",1712,428,1054.07668711656,165,70,26,566.794117647059,5,NA,NA,NA,NA,210,69,728.236180904523,10,3,0,1126,0,102,45,493.141414141414,3,NA,NA,NA,NA
36029,2010,"NY",856,265,1130.06900878294,0,385,109,984.064690026954,0,21,7,614.235294117647,7,89,33,1133.92592592593,15,6,1,949,4,37,16,417.029411764706,0,NA,NA,NA,NA
36055,2010,"NY",719,260,858.777429467085,0,165,61,857.087248322148,0,2,0,445.5,1,120,38,734.555555555556,0,11,1,962.363636363636,0,42,6,1008.63414634146,11,NA,NA,NA,NA
36061,2010,"NY",14289,3845,1236.30837855922,0,942,273,1069.17555555556,127,34,11,1049.90909090909,11,6889,2073,1063.3589391861,0,210,92,918.909090909091,0,2751,946,1297.88217291507,0,NA,NA,NA,NA
36103,2010,"NY",610,196,995.036363636364,210,384,178,650.422969187675,134,1,1,872,0,184,98,661.826815642458,61,6,1,1421.5,1,24,11,687.473684210526,11,NA,NA,NA,NA
36119,2010,"NY",765,191,1124.27260083449,0,170,66,831.224242424242,59,NA,NA,NA,NA,184,37,1057.66863905325,0,3,1,688.666666666667,0,10,2,1002.3,1,NA,NA,NA,NA
37119,2010,"NC",936,215,935.122863247863,0,134,36,775.440298507463,3,64,15,730.21875,1,46,23,495.565217391304,1,15,0,499.533333333333,0,20,6,680.05,0,1,1,25,0
39035,2010,"OH",1935,639,1000.08054452638,312,530,207,808.7261663286,79,4,1,1447,1,75,26,899.739726027397,14,2,2,240,1,82,69,290.841463414634,9,NA,NA,NA,NA
39049,2010,"OH",2081,966,609.832830416415,409,1460,734,571.509419152276,258,24,8,467.736842105263,5,127,63,463.483050847458,17,16,10,453.933333333333,3,26,20,186.24,4,8,2,725.142857142857,1
39061,2010,"OH",1314,499,783.885668276973,144,586,217,691.556737588652,40,4,0,876.5,0,25,11,493.454545454545,2,3,1,1083,0,50,49,101.72,4,1,0,278,0
39113,2010,"OH",624,245,744.628975265018,103,506,219,630.820675105485,58,1,0,664,0,19,11,247.842105263158,1,3,1,315,0,52,34,259,1,7,1,810.833333333333,0
39153,2010,"OH",787,387,494.926204819277,60,715,330,505.533742331288,58,5,0,452.333333333333,0,23,9,422.863636363636,0,8,5,170.625,1,42,28,206.205128205128,5,1,1,0,1
40109,2010,"OK",1808,378,1014.88548293811,189,1212,327,855.426257459506,117,545,113,928.971319311663,35,531,136,728.860465116279,0,35,13,703.75,7,NA,NA,NA,NA,22,3,1196.27777777778,3
40143,2010,"OK",698,182,933.612557427259,78,572,222,731.304029304029,94,396,148,729.768817204301,0,141,63,607.525547445255,23,3,1,679.333333333333,1,NA,NA,NA,NA,4,4,275.75,3
41039,2010,"OR",142,34,1023.69291338583,1,1192,405,898.055653710247,0,13,4,965.461538461538,0,120,44,667.296610169491,1,11,3,1050.33333333333,0,241,114,580.772151898734,0,7,1,782.285714285714,0
41047,2010,"OR",379,118,693.738888888889,5,826,290,886.108179419525,30,16,6,550.875,1,426,164,638.520782396088,0,5,1,1599,1,15,9,737.666666666667,1,13,4,1016.30769230769,0
41051,2010,"OR",1290,312,1264.04294975689,30,1131,307,1430.00853889943,66,83,15,1116.58024691358,1,268,104,844.496183206107,10,29,14,886.785714285714,0,90,52,495,3,17,6,1508,0
41067,2010,"OR",199,48,887.045685279188,7,642,249,892.792604501608,39,14,3,683.357142857143,0,242,77,834.534188034188,10,17,5,788.294117647059,0,33,25,434.65625,1,23,6,792.434782608696,1
