"","state","year","pop","whtpop","blkpop","child","blkchild","whtchild","adult","blkadult","whtadult","pov","childpov","blkpov","whtpov","blkchildpov","whtchildpov","unemp","whtunemp","blkunemp","emp","whtemp","blkemp","LessHS","wLessHS","bLessHS","kidskincare","wkidskincare","bkidskincare","kids2par","wkids2par","bkids2par","avgrent"
"134",13,2004,8580307,5182251,2464943,2300520,784643,1230885,6279787,1680300,3951366,1301940,513884,647454,475196,297875,142655,322499,146147,147558,4110377,2588411,1073342,0.168230340180981,0.137383934745937,0.184086943784146,222508,92745,106513,1402397,920424,280083,738.824373350923
"154",15,2004,1227008,281311,20690,296830,5530,45130,930178,15160,236181,132464,44040,1192,28103,125,3593,32262,7387,576,595111,158822,11473,0.107187648473737,0.0484217317618057,0.0397199937077238,56225,3536,113,192746,31829,4574,1055.14111037674
"164",16,2004,1360152,1183283,4045,371085,1317,304096,989067,2728,879187,203907,76551,168,152096,72,51975,41472,35426,100,638765,565663,2287,0.103639800461091,0.0773217552622576,0.0423467137185708,19834,14520,150,266560,226817,901,652.327312534209
"174",17,2004,12368348,8180073,1816902,3223302,586160,1832409,9145046,1230742,6347664,1515672,565634,545477,611624,246540,161921,515777,274738,135780,5864986,4151676,664961,0.125547733101233,0.077404876483165,0.170222381770371,277267,81737,119105,2196729,1462630,158178,801.678098808999
"184",18,2004,6058172,5131096,490374,1599928,159210,1275449,4458244,331164,3855647,678385,253090,127962,474091,64599,157911,214664,160117,40182,2921274,2542503,198157,0.136829141769148,0.126177908441127,0.141243825446468,114192,81491,18034,1088652,940513,42625,680.462085308057
"194",19,2004,2849976,2612723,62924,679596,21873,591407,2170380,41051,2021316,298380,93488,25240,245739,13635,69305,92226,78347,6923,1479699,1378639,23310,0.0912410643688177,0.0833569235459356,0.189370800244349,26490,21117,686,493530,449561,5007,592.898078801693
"204",20,2004,2653454,2223893,134243,683303,43649,534557,1970151,90594,1689336,288886,91091,27522,201681,10009,56516,74661,60055,5831,1364644,1170463,62099,0.090430981286331,0.0720192566045307,0.149872242182129,38103,24178,5270,486248,407600,18462,631.24975024975
"217",21,2004,4031134,3596918,275899,973793,81342,837733,3057341,194557,2759185,717130,250461,73087,596625,33008,196617,141092,116558,20267,1809312,1625240,116110,0.208136554155464,0.207189149937534,0.212759593197163,76526,61604,10868,630674,573721,21553,556.412167952014
"224",22,2004,4383224,2721799,1420045,1160909,465570,625555,3222315,954475,2096244,863366,358447,501367,322038,239101,102735,166134,82161,75394,1937209,1289148,537297,0.176533686054494,0.14061049837944,0.252867596099187,121749,37759,80166,606447,449288,116452,591.661914460285
"234",23,2004,1278725,1226972,7397,283011,2503,263632,995714,4894,963340,162283,51013,4149,143711,1377,44549,34946,33050,89,655023,636568,2667,0.0965691018732211,0.093641986591744,0.255756981871632,13248,11366,85,179893,168963,1145,675.071428571429
"244",24,2004,5424648,3238767,1547048,1387848,453014,742002,4036800,1094034,2496765,506224,179633,246574,205266,99736,61590,175058,66864,86404,2743643,1685499,741747,0.110085557478945,0.0906637813630704,0.12268870348116,127256,39686,66174,874231,567922,171143,908.336997980704
"254",25,2004,6193986,4967994,379946,1452818,115869,1063021,4741168,264077,3904973,600732,200852,93723,323729,42891,78954,206680,151311,19276,3149590,2599237,172108,0.0979896966798867,0.0776132882496487,0.130662490473446,90173,58020,12783,985567,810072,34934,992.6915578444
"264",26,2004,9858908,7714268,1378292,2523237,449106,1810160,7335671,929186,5904108,1250468,465748,401233,697220,182970,221532,446628,300003,103149,4526830,3704112,504557,0.110910631401627,0.097112013061473,0.165156585123547,174997,88896,64800,1656462,1365035,124923,745.437227484589
"274",27,2004,4958748,4292991,201941,1236688,77008,986468,3722060,124933,3306523,422688,137531,66514,280278,32962,72744,161107,124629,17096,2631493,2354549,78063,0.078490588965198,0.0632226661798081,0.135569621503125,51173,29141,4560,907699,770913,32573,788.449321124092
"284",28,2004,2807064,1691268,1041316,744072,339980,382148,2062992,701336,1309120,621324,238945,401980,205126,172348,60882,124639,51855,70039,1211924,804188,372315,0.202199408006582,0.14775100862518,0.30682748361105,99593,28887,68505,394058,273232,105363,581.104728827144
"294",29,2004,5587906,4647756,625539,1373429,195161,1072105,4214477,430378,3575651,675282,231214,159757,467399,70721,143734,177138,130868,36132,2747158,2354480,255479,0.118058858852196,0.110580346623233,0.1665323018691,90718,62365,17381,896055,767236,68134,642.504424778761
"304",30,2004,903109,805117,2701,208869,915,171970,694240,1786,633147,132514,42744,453,94884,231,25759,28964,21406,0,454390,421737,1325,0.0856456072818349,0.077952047204275,0,15549,8195,0,142010,124720,684,583.511795859413
"314",31,2004,1708711,1463999,66336,438382,22666,346458,1270329,43670,1117541,187784,58354,20334,125212,7938,29468,49501,34372,5761,898795,796423,25694,0.0911607844882579,0.0683471936179145,0.128542451463344,22072,13973,3661,318973,273623,5821,611.778523489933
"324",32,2004,2301197,1406677,158510,600770,48398,297184,1700427,110112,1109493,300455,121736,46076,128912,24534,40731,78372,46152,6678,1098803,700368,69183,0.136309958872877,0.0703301039637771,0.113519014461703,48899,18970,5979,389436,206585,12437,909.434270516717
"334",33,2004,1261970,1188030,10575,305153,3406,279902,956817,7169,908128,99330,32741,4168,85590,2023,25642,31966,29490,95,672635,639839,4773,0.0879641305537447,0.0847214208821318,0.149769585253456,15272,12072,1075,216003,202974,1205,917.890669719519
"344",34,2004,8503294,5407766,1117643,2150622,340092,1221963,6352672,777551,4185803,738405,268347,220751,239706,95801,67770,313306,162090,72877,4049258,2657604,469670,0.114505052464969,0.0825307118505474,0.1446190661073,151620,50439,55056,1527826,1009503,128223,1019.97897015618
"354",35,2004,1855776,797258,41719,484153,12457,148885,1371623,29262,648373,362975,136239,8764,96183,3775,21079,68260,22555,4196,843574,392546,17971,0.171831654809683,0.0518096849878842,0.0790422616471946,50448,11992,1221,276611,101998,4440,607.499452954048
"364",36,2004,18661943,11357774,2966517,4550134,874152,2448525,14111809,2092365,8909249,2731345,988708,714919,1034200,315963,305817,680473,336390,171322,8606997,5531758,1213955,0.130090414691874,0.0812643296539254,0.172251675331618,407639,119714,151449,2836974,1887185,250726,945.106553722693
"374",37,2004,8270028,5689117,1754897,2108056,537247,1285164,6161972,1217650,4403953,1294177,481766,495459,598256,210414,179138,318789,185056,98560,3905525,2798188,727849,0.168567814692864,0.138767035340198,0.184761644210382,195104,81568,91996,1288216,951294,170536,698.868680236376
"384",38,2004,609691,555627,3745,137515,1123,118259,472176,2622,437368,76055,23020,654,59767,0,15660,15479,11823,86,330285,308559,2156,0.103590738040477,0.100826100708163,0.0575307045895281,6034,3177,219,99784,90890,904,541.93653250774
"394",39,2004,11172251,9312536,1315820,2775233,423124,2165651,8397018,892696,7146885,1450694,542757,360259,998703,163632,339474,451702,335884,89919,5299991,4551678,512402,0.113199927387465,0.105752336969442,0.145152291550433,177231,108425,55776,1760580,1524775,124561,669.418359331164
"404",40,2004,3412202,2489861,243693,853262,78498,549499,2558940,165195,1940362,544775,190431,65720,333263,28311,101111,118468,78237,11852,1561998,1178322,95094,0.137961262027471,0.115821668962662,0.151891630794584,80642,43218,9997,532076,373564,28690,625.295679886686
"416",41,2004,3506284,2876575,56356,840823,16782,624355,2665461,39574,2252220,497114,163383,13319,342584,4944,93365,142918,118536,3636,1647145,1374910,25437,0.105630646139934,0.0766516110458706,0.108924644056025,55970,43359,432,572280,433125,7919,788.358104469575
"424",42,2004,11971696,9950279,1198431,2827744,377842,2161806,9143952,820589,7788473,1438119,500925,353074,885666,153666,263346,406662,285133,85357,5621560,4877351,428178,0.120530362815416,0.106528781569039,0.189894544524847,216741,110001,71841,1883828,1633239,97751,719.149613673613
"444",44,2004,1037002,830436,57046,243667,20943,171042,793335,36103,659394,135544,53007,19611,71237,10210,19479,36252,27253,3205,515062,429101,23016,0.152096906185027,0.129723686094314,0.201261506989431,15380,9094,2038,140109,116610,5591,829.512027491409
"454",45,2004,4059838,2674212,1174934,1015485,362767,592808,3044353,812167,2081404,650395,239396,341921,260043,146358,72802,151270,73362,68762,1895276,1312935,470464,0.160662794234786,0.124136568454512,0.233891553303669,107813,39308,61451,573874,430217,109060,700.344505874222
"464",46,2004,741480,692312,6099,188806,2095,168710,552674,4004,523602,85838,31024,871,72655,256,24204,17100,14190,257,391025,372024,2959,0.0916415268552755,0.0874685002439769,0.154358353510896,7693,5899,126,132098,122146,1090,600.231233496794
"474",47,2004,5743167,4488067,934130,1378929,289624,986301,4364238,644506,3501766,857773,303995,266487,528384,120925,157943,208369,138917,61788,2732463,2187044,399661,0.170491909146995,0.165759216400212,0.173716391657593,129303,78413,42534,844619,693968,81945,648.883233532934
"484",48,2004,21890579,10887296,2399056,6217050,754795,2498075,15673529,1644261,8389221,3646835,1449173,515373,927515,209841,246983,901617,373846,160160,10058025,5478104,1046912,0.187446986396691,0.0799113798441587,0.133781885277264,656072,185447,125185,3966038,1856569,292423,741.312770059164
"494",49,2004,2349472,1982781,19193,736101,7237,599779,1613371,11956,1383002,262941,101998,3488,173541,1603,61300,79533,64875,1788,1104857,938042,6139,0.085152005608074,0.059517952859975,0.180390143737166,42792,27446,880,587403,492682,4849,757.37898220935
"504",50,2004,600632,577170,3124,135258,1274,127672,465374,1850,449498,56783,17519,999,52824,561,16002,15914,14640,575,326093,315851,964,0.0940577233087964,0.0922444920978491,0.149570200573066,5746,5330,52,93600,88952,695,792.334123222749
"514",51,2004,7219758,4963724,1388109,1789059,406350,1118563,5430699,981759,3845161,710201,250394,256010,367564,116972,98899,204218,114272,67140,3610503,2567344,627663,0.131014886980427,0.107950002216214,0.192167654065289,158991,67845,64514,1187733,855409,148110,910.383543012581
"534",53,2004,6071325,4688183,199695,1489688,62110,1031218,4581637,137585,3656965,823233,275202,46150,525030,19626,147286,262160,189840,13700,2881851,2297460,84785,0.0862906323344314,0.0576437940679539,0.0738580979081303,82869,52707,7497,995007,719186,24735,855.194014962594
"544",54,2004,1771784,1677266,55053,383811,13686,357902,1387973,41367,1319364,322364,95473,17468,295442,3950,87160,54176,50634,1866,743796,705587,22822,0.190857974640509,0.192280386711491,0.133394023776374,26640,24488,1645,257658,245494,4988,510.94552003602
"554",55,2004,5353642,4619611,307258,1303512,116816,1031101,4050130,190442,3588510,600221,201810,129806,382579,68822,95248,201296,148825,27729,2738853,2442970,110068,0.0973316898392974,0.0822183913257528,0.231455036159732,70806,38607,17414,885908,779487,18583,697.158335168465
"564",56,2004,492534,436212,3966,115882,1082,97517,376652,2884,338695,52268,17488,997,42136,256,13517,13094,10811,37,263984,237179,2509,0.0782694340498543,0.0618894530603234,0.140803173029251,6141,4251,179,80256,69549,567,650.090304709141
"118",1,2005,4448075,3077962,1162215,1081657,343781,666873,3366418,818434,2411089,767557,274136,364506,352463,154686,95837,154943,82573,65662,2000148,1447985,461393,0.173504027309561,0.153676501935001,0.222299645329223,129918,59680,65161,624308,483428,98172,609.18899713467
"218",2,2005,658002,443301,23869,192913,9329,112003,465089,14540,331298,74917,27825,5008,36848,3060,11075,31458,15146,2259,317766,235274,9237,0.0721217966883406,0.0411773562180066,0.0647934410570724,16830,5677,667,126455,77585,4118,929.07972027972
"417",4,2005,5806266,3485171,180356,1560312,56428,708792,4245954,123928,2776379,847596,327498,36729,300341,14687,68405,175688,86890,7566,2653927,1693838,81087,0.13643619341749,0.057405329501772,0.120064889375342,143961,48380,5777,969466,490365,24112,830.895722543353
"510",5,2005,2694665,2065711,419747,668906,140829,454297,2025759,278918,1611414,493893,182492,153573,287086,70794,88512,89127,53706,28089,1238178,990135,156136,0.169657014777705,0.148692734588798,0.211811883192915,62597,34787,21217,391988,313503,34359,592.595854004252
"65",6,2005,35340566,15296566,2169287,9675036,665225,3103087,25665530,1504062,12193479,4921308,1919222,459025,1207075,198848,277550,1236883,444852,121931,16118662,7609698,888457,0.169818874184767,0.0536117154853434,0.100861074194036,927172,175363,107650,6348317,2300306,224379,1119.03535678468
"85",8,2005,4540639,3265307,162863,1168075,46907,734017,3372564,115956,2531290,520553,175821,39057,257169,16816,62290,156240,97031,11667,2339150,1776649,74306,0.0957026736463472,0.0428151707583791,0.0753944283476498,67735,29720,5559,806651,560951,17724,884.735325506937
"95",9,2005,3365768,2534555,305962,815459,95716,550547,2550309,210246,1984008,276008,94214,59494,119067,27879,22744,113736,67983,21873,1695734,1312245,139706,0.103848876717436,0.079376108653823,0.155210206834532,46228,19835,12817,550569,437677,29832,981.289650949173
"105",10,2005,825598,578583,166787,199760,52065,120936,625838,114722,457647,89089,29673,32321,38187,13840,8432,26681,14854,8456,408457,296577,75394,0.12439110211891,0.101229056885453,0.134478537789672,15719,6538,7624,123973,88706,16721,871.665792922674
"125",12,2005,17363653,10739338,2615410,4031138,854114,2078539,13332515,1761296,8660799,2313738,763718,650135,973237,289107,232596,533216,254649,141744,7940256,4954275,1113024,0.124618531465283,0.082796495796958,0.192285679817978,370535,135669,139800,2407131,1429033,284771,923.693332979317
"135",13,2005,8811648,5256010,2564690,2342736,799990,1215519,6468912,1764700,4040491,1322388,500010,654523,485804,293893,133030,330042,143647,153702,4214775,2629323,1125575,0.151076584216014,0.120981456011356,0.17306269979331,223586,75566,120148,1422418,928784,272984,775.320098383696
"155",15,2005,1258528,282802,22146,309772,6258,46185,948756,15888,236617,132488,43029,672,22498,218,2771,28231,7617,1071,613048,154905,11659,0.102108872580742,0.0437028455440236,0.0293926599545307,62234,2099,0,201603,36557,3554,1184.02385685885
"165",16,2005,1408650,1213370,6209,380363,2537,309386,1028287,3672,903984,198648,69936,1791,147461,771,45402,41417,31891,501,672909,589697,1938,0.112677554928978,0.0770468086105614,0.166003976143141,23378,15708,99,272221,232056,1176,683.733555062823
"175",17,2005,12441864,8166323,1791306,3238113,570558,1836289,9203751,1220748,6330034,1554188,567373,531309,613166,236174,157300,520112,256295,159532,5944352,4182324,652626,0.119384493782251,0.0738110615961794,0.147589742673657,268306,77332,120599,2144916,1435874,148748,819.837815419541
"185",18,2005,6081212,5138224,518682,1597441,171871,1273960,4483771,346811,3864264,784952,292969,154968,540445,76687,178173,218850,164236,37822,2897235,2511816,207203,0.127034275112972,0.115803848815027,0.145816064214889,108302,76495,19111,1044724,903921,51743,680.262611404344
"195",19,2005,2848266,2618646,57477,656890,20208,574505,2191376,37269,2044141,336181,103869,22957,271064,11586,74810,83170,72642,3946,1500674,1404242,24348,0.0893037881917148,0.0778667102068955,0.150615980288631,28210,20106,1913,463213,422895,5176,634.905018307129
"205",20,2005,2669699,2182762,155783,677359,50143,510229,1992340,105640,1672533,314398,109657,36553,210499,18028,61072,76897,54158,8962,1378113,1158004,72804,0.0970461349221786,0.0727804113055565,0.0859232819453087,35376,20312,5666,460677,372653,17774,679.90461663616
"219",21,2005,4065635,3621326,287888,976150,87128,833505,3089485,200760,2787821,697418,223601,78110,590929,29704,181436,148041,120918,22327,1832869,1652762,112293,0.188679635108555,0.187712658986923,0.165321011964257,82190,65455,11129,633161,572604,26719,595.459369392463
"225",22,2005,4387181,2703555,1431984,1141946,458750,610869,3245235,973234,2092686,879012,326809,496273,330740,220833,87301,179997,76039,95097,1929329,1276493,538526,0.172337540679171,0.139402023316226,0.245257554940658,144338,49261,87301,610511,438173,125672,631.38787674314
"235",23,2005,1282474,1231010,10046,266919,4352,248816,1015555,5694,982194,165901,48406,2638,154113,1235,42963,37004,34889,399,662615,638838,4358,0.0946266071247792,0.0931511521079446,0.15101249461439,13700,13392,106,165673,156829,826,678.419900497512
"245",24,2005,5453441,3219104,1568466,1388802,462589,723359,4064639,1105877,2495745,468948,165201,230849,171987,99709,45238,170226,66039,83269,2787411,1711083,747186,0.107635514781278,0.0837326507597422,0.125995574038636,123741,37368,68628,885891,561635,185144,1017.49710238249
"255",25,2005,6200944,4944907,365758,1457545,117730,1065744,4743399,248028,3879163,670459,207878,86000,367685,37546,85771,211413,149169,17015,3126339,2569311,159898,0.100865435244651,0.0807131993893441,0.138862153780344,83785,50169,12123,992237,806742,38089,1011.31645659255
"265",26,2005,9857477,7668182,1400072,2488392,461394,1755893,7369085,938678,5912289,1353501,488440,424970,772524,199503,220537,447546,290828,114295,4557318,3722311,509325,0.109369453482117,0.0932953553869998,0.165058495306503,164710,83165,62141,1610344,1310937,133783,747.37733795824
"275",27,2005,4969152,4282215,205825,1236670,77340,983842,3732482,128485,3298373,458884,145659,65419,302043,31539,73980,153183,113308,18112,2649151,2348381,84417,0.0779049469675546,0.0603268059594849,0.154115899518652,49330,28078,6603,897566,765721,28508,761.4506662169
"285",28,2005,2830388,1693533,1032315,746404,330772,383125,2083984,701543,1310408,615272,231562,379247,210103,159185,62083,124807,47990,72442,1229290,795261,384665,0.189939989757254,0.148512226638763,0.267820271238621,110867,41857,65885,367257,260646,88733,596.102146814404
"295",29,2005,5632603,4678531,624792,1380738,195102,1072029,4251865,429690,3606502,787338,282695,183778,536897,86183,166273,199461,146615,42850,2740478,2332495,260373,0.128802659835491,0.1193863071784,0.169179362292575,104579,68137,29614,885914,765345,53703,652.711270157637
"305",30,2005,897367,803384,1821,198281,497,166866,699086,1324,636518,125206,36908,897,97735,412,25874,27802,19125,0,464385,426582,766,0.0814702985672029,0.0772390440558021,0.0417853751187085,11922,8021,0,136465,122102,130,619.230769230769
"315",31,2005,1706343,1445690,74728,433649,25514,333739,1272694,49214,1111951,193716,68232,32891,124878,16430,32860,47017,34787,7285,900075,796246,28028,0.0895688296167632,0.0617322633311886,0.210297603371082,24257,12605,3356,307919,257687,6613,642.649681528662
"325",32,2005,2376017,1426360,169524,616495,53955,294157,1759522,115569,1132203,277023,102407,35046,121142,16381,28656,73144,39497,10957,1159563,728238,73405,0.142150901339323,0.0710289151329856,0.109123605014016,53205,22304,6799,392212,202870,14710,981.491415038484
"335",33,2005,1271897,1193013,10798,296887,3409,271184,975010,7389,921829,97874,26841,2588,83978,1058,22577,32998,29890,860,688972,651671,5421,0.0870959834716532,0.0858759778809343,0.149090296495957,14203,12300,281,221235,205969,2036,914.39676930843
"345",34,2005,8524868,5377647,1134655,2160217,345770,1222126,6364651,788885,4155521,782034,277766,216923,266160,97826,64152,279397,142003,63641,4110981,2663238,500211,0.110028726031644,0.0760998204100753,0.145486891811072,159865,51071,56967,1472764,995991,109647,1074.29461326743
"355",35,2005,1886789,799454,36717,486733,11696,143976,1400056,25021,655478,362573,134782,10988,82603,3773,18816,68216,22213,3452,863815,403571,14976,0.155355993212668,0.0576264794864543,0.084781629896443,54426,7289,3292,278444,106590,4006,668.843034482759
"365",36,2005,18679211,11349536,2869295,4538441,849349,2440926,14140770,2019946,8908610,2660570,924302,632705,1026846,260836,289750,665772,324886,147806,8697487,5564944,1188969,0.130039453583412,0.0796497871463753,0.156383179221391,384500,113783,136870,2833376,1873209,275754,979.705687343451
"375",37,2005,8397785,5732101,1763924,2133957,534255,1274925,6263828,1229669,4457176,1334253,487848,488981,585019,204614,160876,307045,164006,106454,4014993,2867302,751027,0.160234139860798,0.127598490057604,0.19864830576892,190734,75594,86058,1305585,938247,183457,702.816821630865
"385",38,2005,621063,557933,4761,143155,1993,118181,477908,2768,439752,68616,18658,1729,53560,805,12458,12242,10370,161,344172,316834,1433,0.106322123210862,0.100198389422012,0.0769230769230769,5970,2513,0,109240,95289,1546,526.949523809524
"395",39,2005,11146050,9266783,1297946,2740341,400106,2131321,8405709,897840,7135462,1510337,534693,405156,968611,177354,294692,425212,302440,98874,5341270,4603287,503333,0.114216604063858,0.10311426361661,0.183884199976529,201907,134780,46961,1742518,1516813,110182,693.684242876586
"405",40,2005,3429974,2500311,239409,841335,71919,534761,2588639,167490,1965550,572760,202191,79076,336194,35006,100242,112888,69577,14598,1606068,1216075,98771,0.130278578001704,0.108785840974332,0.14170692431562,68957,35318,8554,535404,373760,20981,615.962160600809
"418",41,2005,3560922,2891721,57553,843571,18003,614227,2717351,39550,2277494,523009,167845,15151,351702,5912,91575,136353,100913,4681,1717006,1427114,23397,0.100032648876523,0.0712636711533253,0.100345708702841,50625,35891,634,564262,428207,5874,797.671585487629
"425",42,2005,11948862,9889412,1170510,2779718,361483,2118941,9169144,809027,7770471,1484463,497721,354059,908027,151150,250376,400535,279748,86054,5686858,4893212,428878,0.113018438039009,0.100706385033537,0.165062814051681,190201,98458,63697,1826497,1583915,82340,724.102400618268
"445",44,2005,1033284,820939,50258,249148,17426,173363,784136,32832,647576,124346,47841,18224,64591,9395,16767,31567,21678,1976,520408,430437,18915,0.151470304169311,0.12640399912882,0.175390134529148,13968,8669,2064,160841,125908,5055,839.598287271312
"455",45,2005,4127391,2706491,1189071,1032920,358969,596453,3094471,830102,2110038,662699,244697,329610,273932,140710,77793,159526,73456,75598,1912708,1320700,485775,0.16311529974943,0.128805644443349,0.232102649247753,109825,37230,62913,591457,436953,109732,691.266553067186
"465",46,2005,755152,659933,6322,191072,2574,152982,564080,3748,506951,108926,37798,2048,69118,1441,17753,17018,9193,282,398253,367356,3025,0.104965968406522,0.0937635478321187,0.0383466135458167,10897,4353,319,131424,118868,120,536.809704321456
"475",47,2005,5816359,4539678,961905,1380369,287101,982531,4435990,674804,3557147,929927,311252,255364,608366,105084,176706,214667,139549,63890,2732736,2186842,405732,0.168595068129934,0.161237761940521,0.176014214553185,132145,77639,46613,839153,685899,88241,655.008152866242
"485",48,2005,22250152,10884125,2451441,6298830,757971,2451746,15951322,1693470,8432379,4081719,1662287,615695,1000137,264133,276063,843888,322301,164611,10255292,5478336,1053449,0.189393703999687,0.0779969420515376,0.137095412748625,650636,167669,115501,3996444,1811592,265216,762.468708095667
"495",49,2005,2452149,2047668,22133,757116,8292,603123,1695033,13841,1444545,257060,85706,3613,174019,1304,47824,65887,50320,729,1185062,1009247,11015,0.076327652589077,0.0482207415220551,0.0987025468524748,46955,32695,482,596836,490882,6125,796.788439570482
"505",50,2005,609857,587193,1952,135194,579,128075,474663,1373,459118,68141,20686,110,64020,0,19671,18781,16174,0,331327,322799,739,0.0845329609689152,0.0856799365425611,0,4725,4317,50,91479,87002,529,782.152505446623
"515",51,2005,7320848,5011183,1388571,1810064,394250,1125864,5510784,994321,3885319,752470,250434,257342,382431,108980,97076,191308,103522,64167,3698796,2595052,654857,0.129193308923129,0.108648469255892,0.178710903831956,141797,61896,58176,1212663,862377,150905,959.574871134021
"535",53,2005,6157786,4725168,206114,1481183,61103,1015912,4676603,145011,3709256,760028,234683,37871,473302,14077,117982,226493,162301,13023,3009591,2377024,90993,0.0895741722301201,0.0599342501330919,0.112746577073938,84271,46704,5925,1007637,739862,28850,861.059420390576
"545",54,2005,1781817,1686216,53521,385605,13519,355186,1396212,40002,1331030,341841,109482,20080,310292,7267,95864,58827,54589,3277,741858,706755,19608,0.171385835819462,0.172637263726373,0.131373576372611,28963,24507,2704,247042,234385,3471,548.574417009602
"555",55,2005,5401740,4653364,316529,1308484,122033,1033808,4093256,194496,3619556,571182,187241,121375,352503,65362,83726,184433,130968,28081,2799723,2510740,108711,0.0911795383300086,0.0760316616983167,0.179096888587577,74775,43471,14782,884548,777003,20602,724.849193548387
"565",56,2005,494170,435913,4133,110803,1766,92954,383367,2367,342959,50926,14159,565,40422,0,10016,16014,13889,92,268773,239458,2275,0.0682291156595828,0.0590459076422323,0.123450905624404,9778,6944,498,73973,63940,569,621.341786108048
"120",1,2006,4483875,3106294,1165209,1117349,348412,697025,3366526,816797,2409269,759177,271499,349126,360817,145936,104007,145621,75590,63684,2002247,1453503,455237,0.17033565461923,0.151455341965845,0.210623241462033,132330,63206,61483,638905,490579,108413,647.604346326319
"220",2,2006,646953,435141,22375,174730,6072,98197,472223,16303,336944,70602,28142,5013,28173,1374,7902,30006,16715,748,324323,236889,12755,0.0818131634389434,0.0484622521324914,0.0929059298354548,12376,4619,0,120023,73375,2901,951.389843166542
"419",4,2006,6056817,3619596,199357,1614511,63001,728140,4442306,136356,2891456,858314,331943,41117,298303,18728,70344,144453,76556,6099,2792633,1770631,89767,0.13654214087738,0.0580741842103003,0.102389109106236,144765,46502,7059,1023715,513506,27682,890.169053595157
"516",5,2006,2732550,2089494,409648,687052,130841,468047,2045498,278807,1621447,460873,169866,133916,270417,57931,83667,91876,58558,26092,1244407,983195,161704,0.165543218992334,0.1454116289623,0.192289392356093,77173,42989,24747,402319,319547,37652,636.313196691837
"66",6,2006,35594342,15167562,2134820,9524642,641583,2951750,26069700,1493237,12215812,4693900,1806661,434981,1203787,187847,259576,1159264,417098,114130,16748569,7755262,900657,0.169671318048954,0.0528850301328475,0.0930943490490887,900651,176880,97984,6228937,2176447,210946,1173.46858792266
"86",8,2006,4650383,3335921,172338,1163913,50768,719075,3486470,121570,2616846,551368,185611,34335,274726,14195,66566,134414,86563,8808,2444265,1845818,84233,0.0975880222654416,0.046022319068171,0.101895048100457,70499,30491,5188,799603,531581,18265,928.882243952651
"96",9,2006,3391730,2543546,313509,810603,94424,546534,2581127,219085,1997012,282229,95203,48728,132249,20079,31434,115507,71797,18612,1747498,1347102,151921,0.0964663563918043,0.0697382869385247,0.149449841661747,41766,21872,10809,562525,438673,33875,1031.44528582034
"106",10,2006,828561,563601,173881,205091,52326,120318,623470,121555,443283,95447,33993,34534,42823,16300,10377,23957,15024,7323,401794,281496,80868,0.113797431868265,0.0901419961180917,0.14950468054167,17744,6846,7431,125496,89550,18052,939.717682020802
"126",12,2006,17677671,10810471,2658416,3999811,843472,2011367,13677860,1814944,8799104,2242974,743218,624475,943151,278905,220824,476101,244654,117327,8361671,5121568,1195846,0.122653903432497,0.0829848330430517,0.184156613413437,364235,139260,126441,2426283,1403461,303034,995.672749453566
"136",13,2006,9091010,5368333,2681234,2439814,846121,1242541,6651196,1835113,4125792,1355100,519952,641358,512815,292694,136089,309642,133423,146891,4367064,2698728,1175233,0.150211336009281,0.120125741646716,0.161729412468833,242855,82766,131671,1444343,922880,287864,805.107273169545
"156",15,2006,1247951,300420,25639,299032,6382,54144,948919,19257,246276,125686,40671,2319,29464,65,6237,27044,5467,1787,618097,165476,13617,0.0906317573349854,0.0409037077525736,0.0246823515107301,57103,3046,865,194795,41661,4600,1290.90325342466
"166",16,2006,1432664,1234046,4844,391569,1299,313518,1041095,3545,920528,182500,64962,817,136346,335,43447,36961,28561,123,699727,617073,2755,0.104540070971802,0.0726767392660952,0.0163770053475936,18144,12167,0,297787,245022,1005,699.542025862069
"176",17,2006,12508323,8154649,1811585,3221090,572593,1793773,9287233,1238992,6360876,1552195,580337,510520,627238,231852,162444,465143,240607,132154,6111839,4273443,686952,0.124254094821093,0.0767072928550985,0.146833533212117,256409,79829,107772,2131042,1398710,147628,852.421839908471
"186",18,2006,6134731,5156126,521699,1580656,169064,1244620,4554075,352635,3911506,773533,288998,143665,526731,65031,174839,220046,163095,36885,3011450,2602484,210250,0.124137254102122,0.111355814138042,0.148477270391559,116949,79846,22167,1012779,861917,45071,711.24790203802
"196",19,2006,2878014,2611217,70582,701462,27719,599782,2176552,42863,2011435,326217,103561,24928,256394,12915,68467,76698,63012,4204,1527986,1414766,27593,0.0932626622830917,0.0797310195677051,0.16234965034965,32714,23354,2907,493024,446215,7386,653.008212664794
"206",20,2006,2681913,2167983,142965,690599,46760,508076,1991314,96205,1659907,332915,111706,39312,216765,17524,61537,70819,50187,11107,1400716,1168452,58789,0.0914002016320785,0.0667646331923451,0.0921811850232582,44650,24145,6684,471737,372642,13728,699.815317975979
"2110",21,2006,4091297,3626916,291877,985040,88472,833381,3106257,203405,2793535,682844,228805,84157,550067,37484,168026,138571,116102,17184,1880419,1676750,130327,0.182384630652316,0.181212303509806,0.16932016200496,87510,70965,8773,612226,561414,21421,625.72053660983
"226",22,2006,4165301,2631471,1298412,1074154,409772,596935,3091147,888640,2034536,787599,300365,438439,304828,196128,88183,150561,59610,82945,1868224,1260059,497396,0.179506559474919,0.142114173611151,0.26115950508895,138528,51965,79980,580072,418603,115989,687.871371947321
