"","state","year","pop","whtpop","blkpop","child","blkchild","whtchild","adult","blkadult","whtadult","pov","childpov","blkpov","whtpov","blkchildpov","whtchildpov","unemp","whtunemp","blkunemp","emp","whtemp","blkemp","LessHS","wLessHS","bLessHS","kidskincare","wkidskincare","bkidskincare","kids2par","wkids2par","bkids2par","avgrent"
"236",23,2006,1284090,1220301,13040,275945,5507,253479,1008145,7533,966822,161033,49387,3865,147582,2123,43695,33875,31792,660,667739,639226,6250,0.0930457661565276,0.0908996692798777,0.0572886011379243,13080,9600,410,175653,164869,1876,704.308085977482
"246",24,2006,5474226,3207118,1565808,1357268,441645,703850,4116958,1124163,2503268,427367,135822,204508,163521,81963,35482,157681,59886,76436,2873179,1742457,775317,0.101317108346449,0.0793677983560074,0.118071528818807,121318,38234,65634,857381,537438,177383,1081.69778712509
"256",25,2006,6221310,4937325,376330,1445663,117294,1057257,4775647,259036,3880068,619648,188281,81442,335148,33945,75680,195737,135196,22272,3216863,2628506,167572,0.0977479050740943,0.0755902436983433,0.139771489711305,82806,48846,13049,1001962,816465,44720,1068.85106974159
"266",26,2006,9840396,7684523,1341221,2467826,428867,1756868,7372570,912354,5927655,1367117,492373,412860,787796,190942,228958,468019,315409,110565,4547133,3731213,473326,0.103340818470405,0.0879523828644887,0.159537852929835,162858,80263,61499,1589161,1294557,113179,770.837236373596
"276",27,2006,5025398,4317886,216714,1248486,79751,980640,3776912,136963,3337246,478346,162530,71049,306602,36071,78629,147359,111679,17575,2702872,2397766,93440,0.0719396003694665,0.0571393311119339,0.150049099836334,57944,34168,4833,892718,751666,28628,801.427280477408
"286",28,2006,2816293,1674746,1041950,763953,342416,388597,2052340,699534,1286149,597016,230626,369434,206908,164728,57801,110213,42029,65209,1195940,772798,379429,0.193475002630213,0.149661540542176,0.26969331309837,111726,38152,68348,384880,272454,94847,631.272208938753
"296",29,2006,5675637,4694264,632841,1425514,207393,1089654,4250123,425448,3604610,797677,288574,202309,515005,93474,156051,181848,129303,41094,2780806,2372086,259814,0.127095499256167,0.118677465918204,0.161432928991984,103687,61788,29158,914666,778858,61457,674.173869710972
"306",30,2006,919530,815603,4087,216247,1924,179822,703283,2163,635781,126599,38429,788,93452,266,24689,22043,15803,30,463375,423911,1626,0.077649619222797,0.0702995802633712,0.143896523848019,14435,9738,0,156519,136604,1370,644.847557003257
"316",31,2006,1716244,1447416,73122,445163,26291,340527,1271081,46831,1106889,205803,70620,19000,143824,8621,39835,46059,32378,6142,915417,799502,30075,0.0877185304918472,0.0605153413145168,0.102688455455983,18770,13197,1822,318055,263477,8755,674.545596991539
"326",32,2006,2462095,1444815,179377,633607,57331,291721,1828488,122046,1153094,259551,94924,27586,111745,12889,26964,66314,38322,8263,1235369,752726,82456,0.12809756283369,0.0600347432602691,0.0905585028287297,51559,19029,6781,393767,194892,25942,1036.73162675475
"336",33,2006,1277548,1193845,12745,294850,3812,268071,982698,8933,925774,103107,30160,5377,90227,2006,25659,30486,28012,346,703878,662632,7563,0.0854393102891852,0.0850763732730758,0.0436432637571157,14108,13252,0,208930,191409,1081,973.479155672823
"346",34,2006,8526848,5325702,1131637,2088348,335515,1170834,6438500,796122,4154868,726454,257653,194316,266980,84248,67717,282630,148504,65649,4243355,2702911,511451,0.113938737087599,0.0757092387816724,0.14804175330542,150988,53350,52680,1445994,955366,117460,1122.70399608014
"356",35,2006,1913847,808174,35586,502656,11679,151866,1411191,23907,656308,358523,136668,10475,85471,4176,20497,62408,20870,1387,878315,407034,15186,0.153443088296359,0.0514861518454983,0.168535045711798,51652,8443,1844,289057,109582,3174,718.692113387595
"366",36,2006,18702908,11270732,2854851,4493176,829450,2397091,14209732,2025401,8873641,2629416,929421,646113,991083,276137,272620,613008,290737,150985,8926749,5653099,1192767,0.129010049558593,0.0764792661767087,0.156414107113819,383069,110206,135637,2800234,1860039,251644,1024.20062520328
"376",37,2006,8585933,5839081,1813575,2150140,530099,1282991,6435793,1283476,4556090,1263249,456309,472691,577455,194246,159320,282204,148803,102514,4143496,2935801,788683,0.155343359236022,0.124314834112387,0.183320843592763,194905,83644,87523,1303834,938167,163479,723.314066601472
"386",38,2006,608346,545061,7017,141786,2952,119863,466560,4065,425198,64350,18206,338,51695,338,12952,10327,8718,0,340795,312640,3278,0.106315719927019,0.101661319543529,0,9005,2992,0,99814,92653,266,551.724279835391
"396",39,2006,11169683,9284619,1291508,2775232,407277,2152885,8394451,884231,7131734,1524848,553998,388235,1007753,175503,319587,410956,295304,91985,5429087,4649046,526548,0.111605121425349,0.103087617478028,0.160912734250757,209684,134590,54890,1739466,1514714,106730,720.119169175721
"406",40,2006,3467819,2497297,247919,886112,76611,552184,2581707,171308,1945113,604649,234031,81398,342663,39250,108892,98023,56879,16796,1640056,1231686,102856,0.13166949192928,0.10949429099105,0.146177527303376,77230,43380,9385,537403,369072,22956,650.732102908277
"4110",41,2006,3620771,2932104,63218,855773,21774,610941,2764998,41444,2321163,472413,149333,19987,314791,9568,76894,118988,91823,3176,1787469,1482657,25891,0.0965959540358154,0.0669020146830086,0.139036486007793,50203,32847,2397,570848,434474,6922,829.204129204129
"426",42,2006,11984948,9875501,1206377,2807953,378537,2110885,9176995,827840,7764616,1458180,505903,343052,889182,155060,243690,379654,266449,76627,5791679,4961386,460671,0.1124869176062,0.0991180182521425,0.158638388756201,198543,108569,60398,1802004,1551152,90685,755.718809465723
"446",44,2006,1024522,812311,50783,235039,15525,161834,789483,35258,650477,118365,37047,14344,64293,6135,12162,30679,21450,2083,524286,429791,24492,0.148447581291163,0.119210985155993,0.250480911512282,16413,10202,2363,142064,112160,4206,913.383372734437
"456",45,2006,4178275,2740140,1186384,1031036,345633,598315,3147239,840751,2141825,647677,232286,336467,258687,136320,69716,150400,68653,74422,1962573,1344559,497492,0.161764754557467,0.12897591774245,0.229594806227766,117131,45077,62933,578245,431611,96256,715.729846449136
"466",46,2006,752103,645471,7680,195768,3119,149883,556335,4561,495588,99894,31847,1416,59747,532,14322,16015,9188,0,396918,360499,3677,0.10165926914452,0.0917384396884337,0.0253196289796942,17474,5061,1375,133717,118895,1370,583.566666666667
"476",47,2006,5886396,4573526,977405,1443750,305204,1017688,4442646,672201,3555838,978216,348148,283553,606640,131406,174135,217618,139986,65669,2761084,2206055,406434,0.166363017144466,0.156168503661876,0.187779903474064,136584,78658,47621,867041,712662,81041,671.971906804609
"486",48,2006,22913569,11021851,2587873,6485311,809543,2455586,16428258,1778330,8566265,3941941,1603688,656624,978530,287549,258699,799860,307596,165336,10719435,5596651,1106525,0.189875534963505,0.0786858244463356,0.14041432654242,668422,175897,124930,4095661,1798140,284272,806.948522196491
"496",49,2006,2507417,2070111,22955,793832,9224,623479,1713585,13731,1446632,263311,97514,6270,167971,2750,50086,51728,38554,1124,1212844,1016476,10163,0.0756618328853625,0.0439423516218798,0.175563777307963,42381,29073,107,629970,513875,5481,814.913619026251
"506",50,2006,603148,577268,3702,131580,851,122985,471568,2851,454283,62824,18622,1027,57802,362,16530,18881,18015,0,328456,316689,1993,0.0766101661807723,0.0753654799140671,0.189383070301291,7322,5921,362,92278,86936,400,806.646396396396
"517",51,2006,7407542,5026977,1434205,1802230,402995,1105594,5605312,1031210,3921383,703314,226345,245088,356904,104253,85828,178981,95430,60998,3844194,2661445,705473,0.125172051429984,0.102989054135272,0.183865561412537,139391,60142,59914,1207888,850843,154336,1009.80571644422
"536",53,2006,6255191,4760450,199243,1532924,63206,1027720,4722267,136037,3732730,741688,251100,54284,443601,26554,115719,208316,141972,11103,3085448,2427138,88377,0.0898376598330067,0.0575251948661849,0.105599531968833,94080,53083,3923,1026285,729935,29943,900.379303264664
"546",54,2006,1772938,1675832,52014,388707,11198,358782,1384231,40816,1317050,307398,98292,13847,283286,4527,87930,49621,46020,1724,761270,723670,22167,0.172286651269449,0.17430325851333,0.121109003681803,31034,27419,1731,253161,241140,1869,575.012159053566
"556",55,2006,5396621,4617642,311142,1322801,114209,1028283,4073820,196933,3589359,583183,193235,107610,370645,50760,94006,170893,126202,25930,2839011,2518212,118104,0.0913422598603607,0.0754939382489129,0.184223239411104,56884,30116,14775,916999,785786,24981,732.966881105552
"566",56,2006,500858,438556,4890,121543,1207,100251,379315,3683,338305,49108,15607,0,39626,0,11306,9277,7992,0,269631,239287,2746,0.0829834480956913,0.0671237355818063,0.245733788395904,9394,6144,0,80650,69044,979,690.859081419624
"127",1,2007,4467216,3082778,1162241,1113711,347913,686034,3353505,814328,2396744,760310,277689,355041,353362,150374,102723,143396,75834,61589,1996335,1440423,461156,0.171238354414562,0.152311231083096,0.213955301650135,129150,59524,60778,638914,489713,103760,663.033793340724
"227",2,2007,654219,440177,25048,183146,9611,104236,471073,15437,335941,69528,27018,4966,30372,2522,9036,30139,14667,1393,324679,241215,11128,0.0777306754741754,0.0445843388241877,0.090497371613425,13491,4601,678,121728,76319,4693,987.060533269277
"420",4,2007,6042761,3604807,200388,1609634,67651,714323,4433127,132737,2890484,865424,335922,43575,304589,20088,69355,167031,84382,8162,2760981,1752653,85991,0.139525459466604,0.058584066717987,0.10638745370582,149215,46249,6803,1004802,500544,27262,916.094887989737
"518",5,2007,2725899,2082505,416048,690006,135536,465469,2035893,280512,1617036,487655,182291,145940,282386,65135,87100,93179,57656,28163,1232079,980298,158695,0.164674285831289,0.144769955816134,0.197000792742007,70904,38532,24481,408389,320533,35879,644.921551472733
"67",6,2007,35409308,15182579,2150993,9389831,633810,2921192,26019477,1517183,12261387,4668617,1784870,443862,1183765,188227,254093,1203728,441294,120006,16544151,7712204,905032,0.169559539450696,0.0526801111912451,0.0948372156381964,884138,170270,96563,6142252,2152724,210315,1210.27967838272
"87",8,2007,4658856,3335922,171731,1168700,53271,716107,3490156,118460,2619815,550976,187848,38512,267802,17083,62190,146275,94133,9413,2432519,1838833,79655,0.0951437082952048,0.0430051305655873,0.0930334200683038,71539,30494,6534,802189,538118,19574,945.463380426231
"97",9,2007,3379248,2526463,305478,820094,94854,546524,2559154,210624,1979939,274799,94546,50590,124235,22536,27248,114720,68789,19634,1724285,1328692,143516,0.098247130449044,0.0715382205160688,0.157012581985935,45093,20496,12045,563446,438573,32343,1058.283595596
"107",10,2007,827788,574297,166540,203386,49534,122103,624402,117006,452194,90848,31976,33467,39663,15342,8601,24743,15186,7375,403442,290016,76298,0.117080699419615,0.0930935374490881,0.141371688303602,16754,7421,6844,127330,91088,15853,966.298455865407
"128",12,2007,17600712,10784950,2638466,3995559,836888,2019068,13605153,1801578,8765882,2236790,739425,621076,937462,276841,218554,518357,261037,128694,8219077,5058426,1164507,0.123040169775772,0.0814754491127445,0.187441936155004,362027,134462,129756,2405422,1400346,290689,1023.17101394453
"137",13,2007,9067952,5372500,2650126,2458635,824255,1271591,6609317,1825871,4100909,1347177,518467,643516,500034,285784,140662,323913,137829,154740,4313537,2671790,1159779,0.151383627578842,0.119457925103524,0.169214115264158,237114,85776,120773,1480877,955487,281347,828.891772474171
"157",15,2007,1239628,300028,26583,284701,7804,50781,954927,18779,249247,117603,35363,1317,25763,101,4396,28327,7172,978,622325,165445,14958,0.0928775701455094,0.0395621436716078,0.0280891379770483,51557,2350,542,188088,39078,5279,1336.08119054347
"167",16,2007,1429198,1225837,8007,398760,3807,316268,1030438,4200,909569,192158,70525,1898,140564,1309,44768,39061,30747,261,683849,601259,3027,0.103340592842109,0.0731504134437904,0.053019145802651,20908,14128,85,292491,241473,2245,724.984717208183
"177",17,2007,12460070,8131599,1801445,3210002,566207,1793223,9250068,1235238,6338376,1524641,561181,510522,616616,229650,156893,490438,249177,144072,6042885,4215266,681626,0.120770881296283,0.073753737246292,0.149568160654594,259840,78582,109943,2123131,1395821,146390,879.75648460264
"187",18,2007,6116196,5136666,519519,1584827,169066,1241712,4531369,350453,3894954,772867,285905,142408,531255,66420,172130,212515,158292,35583,2969308,2564831,211028,0.121790463324245,0.109521481329817,0.14546506661523,109781,74889,21101,1026969,875480,48868,723.445959409069
"197",19,2007,2867190,2607026,66274,703823,25035,601781,2163367,41239,2005245,327443,107566,26355,254364,13018,70726,77408,65605,4053,1507318,1401662,26182,0.0879282271195731,0.0753609383215742,0.171521732443323,31078,21800,1877,494444,444487,7423,662.916770005106
"207",20,2007,2675692,2171752,150280,693236,48018,514031,1982456,102262,1657721,320339,111773,35899,206687,16390,59395,73073,51529,10135,1381921,1157568,65809,0.0932878594772405,0.06655916295938,0.10738190398228,40994,23504,7031,475358,377005,15800,720.212289754071
"2111",21,2007,4090655,3620985,296866,998587,90932,841811,3092068,205934,2779174,701281,235090,84944,573896,36811,177209,137928,114597,19088,1859760,1663247,124677,0.182297643800875,0.180994182187019,0.16913890782576,82341,65488,10762,631700,570947,24837,638.119132822903
"228",22,2007,4217714,2630720,1336073,1099488,426118,596357,3118226,909955,2034363,820326,312230,457269,311284,203404,88465,153017,62870,81917,1879053,1258139,509219,0.177085839227196,0.142060233070707,0.250228402791908,134435,48739,77690,590510,422518,118946,702.586104417671
"237",23,2007,1276853,1212069,13712,279300,6533,253343,997553,7179,958726,164269,51511,5133,147587,2956,43368,35920,33678,610,651397,624418,5317,0.0925355349200436,0.0899458153532476,0.100431189363996,13468,11264,551,177038,164849,1728,729.384628700017
"247",24,2007,5456383,3205932,1555652,1362428,440089,709667,4093955,1115563,2496265,452388,151674,214250,175530,87767,43584,166061,66295,79128,2827450,1719206,758680,0.105055254343914,0.0808748781641471,0.124103280069425,122015,38959,65481,862624,541794,176066,1113.33696650542
"257",25,2007,6221882,4951238,369030,1442298,114511,1051019,4779584,254519,3900219,630236,194525,80551,344121,33704,78750,204994,144372,19893,3194924,2620826,165062,0.098196121827343,0.0762384340926626,0.138272998082597,81263,47589,11852,989027,805370,40982,1083.43939429621
"267",26,2007,9835961,7664847,1362009,2468925,435346,1746979,7367036,926663,5917868,1368688,492208,421392,784339,191927,226015,463226,308614,111823,4522841,3710977,481619,0.104611200259391,0.0883390963268734,0.161488204757102,161374,83472,58327,1598196,1298853,120755,791.338583394028
"277",27,2007,5012793,4313670,212893,1257574,77783,990684,3755219,135110,3322986,472922,155525,71043,307039,33546,76878,152736,114576,17646,2676221,2377391,88896,0.0724796989075028,0.056084557459272,0.155120326982613,51074,28990,6553,905391,768319,26932,814.133522885655
"287",28,2007,2810513,1670649,1029863,762156,336681,386693,2048357,693182,1283956,595375,228302,367810,201054,159185,58388,119147,44606,70779,1198766,774247,377715,0.188506686615686,0.147384723877366,0.262366767366185,109765,36611,68577,388144,274288,91964,645.011768944398
"297",29,2007,5666923,4685266,625249,1422031,200148,1090579,4244892,425101,3594687,779496,280135,184586,520487,85028,161325,190818,137747,42071,2754296,2349904,254105,0.125335644226153,0.115330239552721,0.167213648090226,104543,64024,29770,916198,783617,55017,692.362530634474
"307",30,2007,920335,816684,5510,221276,2601,182626,699059,2909,634058,128205,40849,1601,96633,753,27127,24904,18438,394,460073,419992,1844,0.0807550399611376,0.0732307003545459,0.247547874824848,13815,8483,0,153888,135202,1342,659.021258503401
"317",31,2007,1711704,1445007,72937,448864,25963,343253,1262840,46974,1101754,198380,71820,24545,131113,12327,35918,43859,31791,6057,907940,796227,29627,0.0858700237883427,0.0579390199290633,0.157489046356899,20237,12635,1816,315091,263156,7232,687.935144889078
"327",32,2007,2455511,1448347,175373,641274,55667,293563,1814237,119706,1154784,271754,103691,32719,116375,15687,28949,71758,39975,9392,1209204,750049,77275,0.135891031506433,0.0664495354976366,0.101492448093094,54972,21460,8102,401456,199161,18331,1080.69952033945
"337",33,2007,1270883,1188111,11721,298880,4139,269439,972003,7582,918672,97675,29408,3206,85849,1503,24580,32376,29157,805,692101,653988,5719,0.0840225726358177,0.0822228302668165,0.122942386831276,14863,12787,308,212990,195577,2224,991.899355057705
"347",34,2007,8473863,5310794,1123789,2076422,332891,1161829,6397441,790898,4148965,727914,255200,197623,259173,85848,64568,274932,142674,63717,4189979,2687589,506304,0.109470255459695,0.0741783799349629,0.14005986194003,146773,48583,51673,1432255,947776,113908,1158.99746384136
"357",35,2007,1900878,800939,39763,493207,14058,144061,1407671,25705,656878,360372,135560,10204,85073,3999,18675,62521,20969,1366,870989,406269,16922,0.157248665805505,0.0567650709326686,0.12030110342248,53924,8083,2560,278849,102903,4439,728.155483271375
"367",36,2007,18675790,11290595,2863016,4455963,826268,2374956,14219827,2036748,8915639,2586849,897223,612133,999535,254574,274973,626534,301146,147745,8871403,5642579,1210598,0.130781365352288,0.0776786305880194,0.157583480305179,376780,107186,130949,2794315,1840452,265138,1049.70459654196
"377",37,2007,8596744,5851566,1805553,2157712,531538,1279738,6439032,1274015,4571828,1292821,462815,472971,583360,192528,156843,297093,156862,107694,4124723,2934855,776026,0.1550726499611,0.123921973434085,0.186059481124503,188185,76785,83177,1327421,943419,176634,748.856213822442
"387",38,2007,610553,545430,5171,145236,2189,119715,465317,2982,425715,70650,20033,1122,53019,553,12217,11171,8693,366,338239,311715,1989,0.100309002089931,0.0953273460166995,0.037237643872715,7426,2416,19,104379,93515,1024,569.379492251896
"397",39,2007,11158276,9267942,1283170,2762803,396993,2140456,8395473,886177,7127486,1495398,534194,389883,971444,172971,298805,415006,298220,92128,5383253,4623055,510800,0.11043598279338,0.100796901223774,0.166175068586408,199125,126383,51503,1751909,1523068,104321,736.071704750276
"407",40,2007,3462474,2508003,244561,883814,77939,553193,2578660,166622,1954810,584825,219389,77155,337403,35816,104370,101464,61815,13755,1626445,1227274,101368,0.131008972505202,0.10865507921396,0.144778579539211,75177,41589,10403,546565,373004,24041,661.128108159213
"4111",41,2007,3607745,2918891,60704,852974,20644,606458,2754771,40060,2312433,492924,158746,18165,330262,8381,84178,126556,97644,3173,1755730,1456502,25069,0.0979366144502711,0.0672303478439736,0.109359815354713,51247,33656,1910,571003,428394,6326,853.418197335708
"427",42,2007,11938301,9825334,1186600,2800532,371778,2097825,9137769,814822,7727509,1438150,492911,345159,864337,153373,233199,378424,263183,79401,5747632,4924358,451735,0.110619137542528,0.0977459487562517,0.158224778727351,196799,105213,60476,1828061,1559931,91708,772.103692078695
"447",44,2007,1022616,810062,53020,237322,17272,163476,785294,35748,646586,119092,41242,15015,63293,6972,14079,31738,22267,2337,519135,426584,23049,0.149487039175155,0.12221195538778,0.218510540626435,14516,9290,1731,150871,117670,5784,921.168628990058
"457",45,2007,4187914,2741971,1190641,1047435,354943,600531,3140479,835698,2141440,656255,240232,330156,269891,137970,75183,151347,70659,71082,1947647,1341155,493307,0.15970574616598,0.125699540334111,0.227659672771165,112988,40644,63516,597567,436507,106136,735.934403321755
"467",46,2007,757595,655413,6751,194675,2778,153322,562920,3973,502091,101210,33113,1848,61731,846,15428,17666,9714,273,400111,365163,3050,0.0994820607309182,0.0884510810433173,0.0404494382022472,11857,4617,671,131916,118928,639,583.47414234511
"477",47,2007,5921252,4597903,974319,1452957,303189,1021652,4468295,671130,3576251,956259,339309,275365,597709,123040,176671,211793,136808,63127,2771068,2207877,410936,0.165858766604188,0.155922042310478,0.182588839576392,142629,83518,48237,870742,709513,85743,694.589347079038
"487",48,2007,22789848,11001213,2553828,6456018,792571,2446595,16333830,1761257,8554618,3953363,1615097,629309,980604,272847,258713,774453,298954,154562,10613273,5575962,1100414,0.189538813994962,0.0777954188881433,0.138012055407522,658486,168844,117342,4093232,1801753,280813,824.028824979027
"497",49,2007,2532421,2097603,25704,798058,11238,624325,1734363,14466,1473278,260196,95531,4184,171920,1949,51401,55168,42655,739,1226282,1036746,11673,0.0761887257315277,0.045253914138821,0.0962454736039642,45785,30554,224,632370,514958,8101,851.63200238379
"507",50,2007,599829,573791,3373,132864,1388,123537,466965,1985,450254,62715,18590,796,57449,284,16624,17880,16473,46,326525,315680,1395,0.0814012515009225,0.0811583288687618,0.0521907216494845,5856,4821,300,89904,84405,520,840.851386321627
"519",51,2007,7393109,5013775,1421570,1818075,404127,1108936,5575034,1017443,3904839,735322,243071,254894,371256,107798,91868,187964,99239,64750,3784445,2630796,681813,0.125722168133952,0.103087569699181,0.179018538969431,142139,62125,57556,1210968,848797,156179,1045.36278728093
"537",53,2007,6231235,4744818,204581,1525487,64520,1020311,4705748,140061,3724507,743192,247525,48264,445902,21383,114710,208629,145602,10949,3064431,2412075,92479,0.0883832213197859,0.0573635477881475,0.109718375868093,88713,49410,4840,1027702,731533,28805,929.824468696152
"547",54,2007,1763242,1658626,55041,390945,16169,354932,1372297,38872,1303694,324568,104679,18096,293474,7560,90082,52354,48494,2260,744697,705744,21185,0.170430834501495,0.172751795045544,0.106847453621647,33122,27997,2370,252018,237771,3824,584.649368231047
"557",55,2007,5411561,4648530,309804,1329670,118740,1036310,4081891,191064,3612220,583063,196918,112210,369465,57764,92482,172499,127884,24353,2820176,2520200,109239,0.0899343131419675,0.0736990991859931,0.188834791009865,62642,34890,14363,906717,782283,22906,760.624001235187
"567",56,2007,499949,436400,4243,123471,1607,99665,376478,2636,336735,45421,15190,313,35892,102,10508,11505,9758,28,266446,237723,1960,0.0740469230984279,0.0594702320713726,0.238826815642458,10414,6570,86,81731,69682,589,705.204293628809
"129",1,2008,4505474,3111603,1158496,1115793,337066,691183,3389681,821430,2420420,743946,265861,340398,350357,138925,101767,144467,77572,60632,2038996,1467919,471777,0.164369879214222,0.146057074171476,0.202565429301265,125299,57870,57330,649818,495216,103514,701.896675211098
"229",2,2008,659499,442166,20614,178289,5714,101208,481210,14900,340958,62970,25382,2709,27452,958,8456,28767,14558,857,336931,246726,11244,0.0758375306825603,0.044013329830335,0.0935436851581926,12651,4297,680,115368,74842,2648,1035.38752132586
"428",4,2008,6226232,3667564,212803,1664702,71427,720752,4561530,141376,2946812,892700,349806,43765,306915,20562,68321,170204,86460,8886,2859376,1794932,91201,0.139481081733437,0.0570461502191816,0.108598094232456,157314,44235,6948,1032654,510142,28583,975.472208430858
"520",5,2008,2749652,2090549,415865,695455,131276,464722,2054197,284589,1625827,481841,178604,142958,276613,62302,83425,91931,57418,26903,1244523,982211,165253,0.160550378762109,0.140100227701361,0.188941630361749,72505,38446,24465,416054,321893,35423,678.331981068289
"68",6,2008,35556575,15081687,2133000,9355054,602601,2862321,26201521,1530399,12219366,4631688,1755820,427272,1186384,176263,248275,1230116,454499,122479,16830886,7721589,925487,0.168502141339349,0.050124452004911,0.090153356453684,900723,171984,86945,6095244,2106986,196045,1277.9200189248
"88",8,2008,4735287,3375842,173290,1188194,52615,718628,3547093,120675,2657214,561095,194832,36718,268607,15453,61998,133902,86869,8205,2505775,1884627,84621,0.0934517942165853,0.041735385999744,0.102737958146369,76940,32167,6180,818766,540520,20565,992.080551760036
"98",9,2008,3378711,2512079,304997,814180,90701,535228,2564531,214296,1976851,286476,97235,53526,127524,22157,27364,114105,67844,20393,1751486,1344083,146997,0.0951353767719252,0.065999427174783,0.158784920902053,44659,20636,11065,558383,427495,30412,1118.52799684543
"108",10,2008,837657,574556,168696,204714,49531,118873,632943,119165,455683,92626,33402,33436,39732,15647,8073,25867,15547,7991,412391,293988,79019,0.111505509075115,0.0857167128476378,0.142182806465456,18839,8363,6815,127072,87566,17609,1029.36578449905
"1210",12,2008,17759982,10807706,2657959,3999453,820041,1997247,13760529,1837918,8810459,2252113,736710,600431,958067,263170,221422,562495,290817,131814,8359923,5103393,1196382,0.120726754453397,0.0792802792312292,0.183322670107543,361936,137974,124037,2416702,1385981,289526,1087.4658739655
"138",13,2008,9240539,5433593,2702523,2502752,825514,1278980,6737787,1877009,4154613,1357599,521146,630011,503009,276290,137742,323376,140195,151892,4448642,2727007,1211447,0.146179753599988,0.114332864511109,0.15985199294996,253122,92685,126245,1507273,958318,279223,867.11545406606
"158",15,2008,1245174,304369,29872,284977,7981,52712,960197,21891,251657,111930,32367,1507,27774,93,4900,27451,7039,786,634818,167917,18406,0.0876566718087158,0.035036838218075,0.0247844827586207,51110,2700,591,185938,39662,6125,1444.10796443956
"168",16,2008,1459288,1245081,8496,405234,3238,316033,1054054,5258,929048,189730,70100,1585,139434,679,44496,39212,31671,374,708284,619316,3969,0.100226388626736,0.0705663089270194,0.0705823040080665,19874,13619,83,299517,242335,2476,763.88951048951
"178",17,2008,12485179,8109950,1786840,3184675,544963,1762679,9300504,1241877,6347271,1512085,554162,490707,615562,215363,155998,464031,242352,129966,6159802,4262092,708509,0.118985111592128,0.0709275972613326,0.147289871035041,252152,78085,100241,2109618,1372301,141521,922.170331656056
"188",18,2008,6147418,5136915,519023,1585318,163328,1229623,4562100,355695,3907292,786203,290294,140586,537795,62163,174063,215640,159734,35653,3017317,2597797,215518,0.117856231283406,0.105271073277021,0.14451689669976,112765,75289,21462,1021933,863545,45184,753.941710992908
"198",19,2008,2878917,2602369,72305,703673,27922,591891,2175244,44383,2010478,324955,106589,26565,250888,13468,68266,69038,58090,3492,1546330,1432018,29326,0.0844571072202027,0.0718917475909304,0.190472245236123,32213,21207,3282,491078,434284,9168,683.782712305026
"208",20,2008,2696465,2176387,146728,693463,45653,504284,2003002,101075,1672103,320929,110183,37730,203096,16123,56349,69685,48470,10590,1415143,1182139,63173,0.091355697488903,0.0636264674315013,0.11291677668691,40327,22888,6046,474362,369387,14280,747.287322824215
"2112",21,2008,4119974,3637825,295891,1003235,89273,836727,3116739,206618,2801098,715346,243307,88247,574840,39085,175419,133636,111984,16997,1890697,1685890,130612,0.174748226898067,0.173874509186527,0.159855321920357,84556,67998,10297,624706,561186,22810,664.667955222679
"2210",22,2008,4219478,2640413,1315722,1105708,429845,593727,3113770,885877,2046686,782780,298308,433826,298275,192918,84949,135824,55523,72379,1918937,1286440,512886,0.171998609225319,0.137620125201396,0.241289447531957,137366,50055,78264,586771,415185,121847,764.340538783471
"238",23,2008,1277045,1209228,13007,278622,6140,250811,998423,6867,958417,164296,51629,5706,145113,3173,42377,37872,35262,760,653218,627056,4746,0.0896512889289916,0.0863724055116369,0.112373737373737,14836,11986,724,178322,164015,2314,771.051661787498
"248",24,2008,5476100,3189572,1561215,1349249,424414,697753,4126851,1136801,2491819,445231,145197,201611,178492,79227,42459,163060,66864,74755,2887810,1729642,791852,0.102852869273777,0.0775988160015042,0.11891574301169,122504,38964,63708,855138,531885,167286,1195.17956016299
"258",25,2008,6227250,4925577,375270,1432056,112255,1027020,4795194,263015,3898557,613432,185612,73813,333941,29819,71744,199529,141169,21213,3264913,2664432,175029,0.0950514852437851,0.0711269941839355,0.143489350670993,82374,46100,12671,981626,793944,42307,1133.49531152323
"268",26,2008,9787216,7628586,1334151,2429645,406752,1723309,7357571,927399,5905277,1387571,486326,407843,809413,174845,231723,469977,318747,109522,4523967,3703227,481245,0.100277048171934,0.0838351101977445,0.155946278331292,165031,86831,56518,1571153,1272672,113274,819.887589748149
"278",27,2008,5038660,4314547,221298,1250199,79562,973209,3788461,141736,3341338,481541,156584,71213,311212,32108,76108,150349,113278,18121,2724504,2413342,92798,0.0695309751204331,0.051822872428958,0.156744894303117,55378,29535,7452,890718,752384,25231,850.814800881389
"288",28,2008,2819592,1667611,1038130,761321,334499,383688,2058271,703631,1283923,592784,229046,368597,198569,159546,57968,111254,42268,65400,1219135,778403,392691,0.182021875069912,0.140678034245688,0.254614859205751,106058,34787,66005,392224,274318,92480,684.083711365148
"298",29,2008,5705370,4710402,616921,1414442,193446,1079870,4290928,423475,3630532,776569,275865,175287,521123,78979,158810,187492,132002,42214,2811656,2396328,255946,0.120780955261333,0.110391745196799,0.160557986870897,102284,62584,27911,908891,772983,53678,722.92384194169
"308",30,2008,929928,819444,5262,223251,2355,181276,706677,2907,638168,131922,44245,1862,97982,868,28638,23970,18421,435,465557,423188,2044,0.0757253651431046,0.0675659166528929,0.119662921348315,14939,8376,0,151809,131800,1120,692.187705592105
