"","state","year","entered","entered.nkin","bent","went","cl","bcl","wcl","pl.pre-adopt","pl.foster.rel","pl.foster.non.rel","pl.grphome","pl.inst","pl.indliv","pl.awol","pl.trialvis","b.pl.pre-adopt","b.pl.foster.rel","b.pl.foster.non.rel","b.pl.grphome","b.pl.inst","b.pl.indliv","b.pl.awol","b.pl.trialvis","w.pl.pre-adopt","w.pl.foster.rel","w.pl.foster.non.rel","w.pl.grphome","w.pl.inst","w.pl.indliv","w.pl.awol","w.pl.trialvis","cg.reunify","cg.other.rel","cg.adopt","cg.long.fc","cg.emanc","cg.guard","cg.noplan","cg.na","b.cg.reunify","b.cg.other.rel","b.cg.adopt","b.cg.long.fc","b.cg.emanc","b.cg.guard","b.cg.noplan","b.cg.na","w.cg.reunify","w.cg.other.rel","w.cg.adopt","w.cg.long.fc","w.cg.emanc","w.cg.guard","w.cg.noplan","w.cg.na","prtsjail == 1"
"180",32,2003,3202,2696,848,1619,9673,1691,3464,0,787,2321,151,2326,24,47,263,0,172,624,30,633,3,16,45,0,486,1225,100,1168,16,21,171,1537,274,1505,128,451,24,1,0,347,89,421,43,136,6,0,0,892,149,824,78,260,10,1,0,466
"181",33,2003,578,490,32,463,2408,109,1547,0,217,1106,437,54,7,9,0,0,11,68,28,0,0,2,0,0,185,930,373,47,7,5,0,763,36,255,308,0,78,390,0,48,2,9,16,0,5,29,0,636,27,222,273,0,70,319,0,12
"182",34,2003,6994,6779,3644,2115,25295,10901,4672,589,596,12526,1512,2409,266,0,0,378,382,7647,891,1151,159,0,0,125,147,3013,395,852,63,0,0,6948,1473,5769,1189,745,19,1529,0,3649,1039,3905,727,429,13,746,0,2085,260,1134,335,201,5,484,0,617
"183",35,2003,1941,1634,95,637,5489,232,1101,329,622,1892,282,149,88,31,155,34,20,132,14,10,7,2,13,83,163,654,82,55,24,7,33,1419,24,804,102,167,159,835,0,75,4,74,11,13,9,41,0,490,6,222,31,52,36,255,0,364
"184",36,2003,13598,11843,5723,3778,67570,24953,10826,9722,7454,20897,4292,9193,0,994,1415,4643,4228,9245,1992,3729,0,482,634,1451,454,4846,811,2900,0,78,283,23107,199,15903,0,6748,1237,6210,0,10607,108,7812,0,3284,575,2311,0,5331,36,2117,0,1024,269,1979,0,NA
"185",37,2003,5461,3858,2173,2720,20062,6516,6855,1141,3301,5119,1076,1752,33,0,2179,512,1520,2367,497,828,17,0,775,558,1497,2273,525,828,15,0,1159,7740,1265,4126,0,307,1045,118,0,3119,707,1966,0,162,517,45,0,3880,490,1858,0,121,446,60,0,256
"186",38,2003,1050,908,55,686,3166,94,1331,162,305,914,129,590,0,0,0,11,8,42,3,29,0,0,0,124,193,542,90,369,0,0,0,1073,93,399,196,125,56,0,0,47,5,24,4,4,2,0,0,708,39,245,93,93,37,0,0,126
"187",39,2003,13997,9698,5845,7526,47757,15761,16746,2711,7436,16626,1601,2939,338,884,874,1437,3744,7224,781,1299,220,515,368,1196,3374,8744,764,1563,102,347,496,12862,0,6116,2685,1539,0,10558,0,5600,0,3474,1406,806,0,4475,0,6719,0,2470,1202,697,0,5658,0,353
"188",40,2003,6713,4713,1384,3877,21727,3348,8492,1646,3862,6424,1773,347,35,171,608,392,989,1260,429,91,8,42,111,998,2181,3477,1037,204,24,97,384,6959,37,3310,1198,429,470,232,0,1339,6,861,349,87,129,48,0,4062,8,1857,627,267,248,132,0,748
"189",41,2003,4976,4116,242,2818,18406,970,7978,1151,1999,5559,182,902,41,375,3218,65,131,440,10,82,5,47,190,738,1118,3262,117,623,33,240,1844,6551,52,3697,2547,252,331,0,0,357,5,257,291,44,16,0,0,3757,40,2157,1672,165,187,0,0,69
"190",42,2003,13039,11070,5208,6324,45869,15380,14226,778,5801,15068,4376,5647,534,142,471,221,3789,6423,1636,2840,333,45,88,469,1541,7121,2363,2214,156,63,294,19995,976,5793,3524,1434,559,547,0,8306,485,3097,2269,608,325,290,0,9586,428,2153,1009,695,186,167,0,715
"191",44,2003,1567,1223,358,871,5271,880,2054,44,847,1067,1406,113,127,98,1,14,226,255,305,28,28,24,0,23,456,557,828,62,83,43,1,1812,123,490,195,439,20,353,0,441,41,125,37,95,6,78,0,991,61,250,132,260,14,190,0,62
"192",45,2003,3416,2942,1592,1683,11570,4311,3588,557,886,4426,111,1789,70,188,0,315,422,2549,53,787,36,96,0,235,435,1747,55,930,34,85,0,4589,403,1666,659,791,45,0,0,2112,217,1015,439,504,24,0,0,2278,176,624,209,279,21,0,0,49
"193",46,2003,1375,1073,64,478,4003,121,906,202,458,1133,167,554,4,0,102,11,20,49,7,25,0,0,8,76,123,439,61,172,3,0,29,1216,75,330,195,15,19,778,0,48,6,17,7,0,1,42,0,466,11,116,91,2,3,217,0,27
"194",47,2003,6305,5168,1792,4124,20080,4600,8545,1290,1861,5957,1083,1246,70,876,1334,412,670,2009,424,426,31,326,269,797,1127,3649,612,782,37,514,1003,7740,1193,2863,580,167,0,17,0,2040,603,1194,249,55,0,8,0,5341,551,1554,313,110,0,6,0,271
"195",48,2003,11513,8267,3079,4094,43638,9695,10783,3218,6357,10554,2554,3599,82,634,4759,958,2234,3254,735,1047,28,160,1179,1041,2056,3421,858,1316,33,205,1706,10703,3307,9926,2485,2676,602,20,0,2844,1197,3193,793,825,215,8,0,3649,1051,3045,939,991,240,6,0,1175
"196",49,2003,1928,1801,82,1264,5782,199,2500,299,159,1903,194,692,128,102,321,21,4,83,7,47,5,7,19,170,112,1255,124,473,82,62,190,1614,3,754,476,458,214,169,0,78,0,45,25,24,19,6,0,1037,2,473,311,331,122,105,0,428
"197",50,2003,725,659,12,695,2894,37,2089,192,211,976,266,41,50,18,415,4,6,10,8,0,2,1,6,187,204,937,251,41,48,17,404,1298,4,484,122,50,4,207,0,23,1,8,2,0,0,3,0,1252,3,463,116,49,4,202,0,14
"198",51,2003,3351,3163,1487,1637,12856,4735,4288,750,363,5352,608,1619,172,132,420,401,174,2755,294,715,105,83,159,316,167,2309,287,822,57,42,251,3152,648,2062,1619,1231,5,515,0,1289,374,1164,860,685,3,242,0,1642,251,817,688,503,2,251,0,243
"199",53,2003,6196,4568,852,3838,21712,2377,9648,372,4252,7270,639,1034,16,280,1653,42,693,1128,103,141,2,59,209,239,2578,4442,424,682,13,159,1111,10777,231,2998,406,129,794,148,0,1503,45,526,96,17,163,25,0,6780,118,1919,224,94,422,71,0,361
"200",54,2003,2347,2208,250,1902,7684,602,4433,497,180,2316,1823,175,85,78,123,84,14,238,203,12,14,11,14,400,163,1969,1476,150,65,61,105,2636,210,962,261,495,201,0,0,269,25,132,31,51,25,0,0,2181,173,795,227,427,173,0,0,129
"201",55,2003,5010,4080,1426,2840,18666,5917,6138,295,3137,7893,1475,777,1,10,2,136,1874,3250,455,158,1,7,2,132,879,3732,831,534,0,2,0,6030,854,2750,937,348,428,2309,0,2210,578,1618,447,171,303,590,0,3082,192,866,410,135,75,1378,0,509
"202",56,2003,1029,914,38,827,2965,74,1594,27,235,673,318,528,32,6,117,1,7,40,10,14,1,0,1,24,199,548,261,431,25,4,102,1239,25,157,63,157,78,209,0,49,0,7,4,6,6,2,0,1017,24,128,55,135,64,164,0,0
"203",72,2003,2652,1554,484,12,12870,1869,59,332,3385,4349,77,476,51,157,1391,55,556,830,14,85,10,51,268,2,20,19,0,5,0,0,13,4718,1969,1594,1333,412,25,167,0,970,310,258,232,57,6,36,0,26,12,6,11,3,0,1,0,290
"204",1,2004,3598,2688,1527,1948,12735,4327,4575,642,1662,3458,215,1311,59,329,1271,253,735,1798,132,654,27,186,426,376,899,1547,80,640,31,135,796,3592,1280,1619,2205,0,0,441,0,1472,640,705,1257,0,0,253,0,1982,614,887,919,0,0,173,0,101
"205",2,2004,665,491,59,216,3205,196,694,36,681,977,134,80,0,0,628,4,56,80,8,2,0,0,46,6,153,310,44,27,0,0,153,1457,12,733,57,67,208,0,0,113,0,65,1,3,14,0,0,407,2,186,16,26,57,0,0,NA
"206",4,2004,7173,4837,811,3209,21475,1789,6585,343,4079,4191,1965,1948,333,459,518,36,433,510,310,286,48,63,49,151,1820,2107,867,782,180,188,258,6664,672,2769,508,1594,91,2004,0,735,80,373,77,272,9,243,0,3088,275,1304,234,780,47,857,0,303
"207",5,2004,3486,3371,1041,2228,9875,2132,3931,292,197,3902,157,837,72,143,735,86,98,1377,40,255,39,72,150,200,88,2329,104,541,30,65,540,3345,348,1273,0,841,50,351,0,1012,143,444,0,371,11,113,0,2161,199,780,0,448,37,194,0,610
"208",6,2004,39366,30739,8803,11512,163040,36743,33332,9385,30825,46837,9044,8312,330,7700,11241,2493,10773,13519,2983,2272,100,2120,2483,2799,7005,13319,2965,2332,119,1985,2808,32786,8055,21369,16672,2649,12516,29627,0,7192,4129,5934,5850,952,5889,6797,0,10095,1370,5811,4704,734,2367,8251,0,498
"209",8,2004,7782,6042,979,3974,23555,2224,8029,1258,2532,6259,502,4258,207,171,203,215,334,857,72,622,21,35,13,639,1239,3109,277,2252,126,66,126,5493,1298,1685,357,967,49,174,0,682,237,268,79,119,13,24,0,2859,570,843,174,590,23,82,0,704
"210",10,2004,880,797,484,334,2478,928,575,79,173,750,146,440,0,0,0,49,98,430,62,280,0,0,0,28,70,268,74,134,0,0,0,722,62,290,15,286,38,71,0,417,46,178,8,171,21,38,0,261,12,98,7,98,16,25,0,19
"211",11,2004,777,575,715,4,4470,3524,10,919,614,1203,276,105,266,38,0,889,597,1135,255,104,256,32,0,4,3,2,1,0,0,0,0,464,33,1153,933,263,571,10,0,428,32,1126,896,249,553,7,0,1,0,5,3,0,1,0,0,38
"212",12,2004,19932,9107,7721,10414,69893,21272,24069,3544,23430,16306,1547,4217,102,691,0,1395,10041,6747,744,1938,44,318,0,1802,11456,7908,645,1836,51,307,0,22585,4421,10748,1855,1133,421,8588,0,9321,2096,4907,885,522,197,3235,0,11095,2029,4872,829,526,180,4466,0,1378
"213",13,2004,11699,10015,5723,5159,37009,13143,10802,1096,4124,15072,2298,1438,0,215,1067,551,2033,7978,1277,744,0,123,437,491,1981,6166,914,646,0,79,525,17884,1606,3512,1167,1093,48,0,0,8858,1037,1917,668,629,34,0,0,7913,516,1449,470,442,12,0,0,1026
"214",15,2004,2259,1527,122,968,7346,283,2063,187,1767,2746,107,157,0,90,0,16,70,177,7,9,0,4,0,65,727,1128,40,59,0,28,0,3190,223,778,326,2,211,113,0,175,10,58,10,0,10,9,0,1360,67,303,118,1,72,39,0,62
"215",16,2004,1557,1362,32,1210,4459,72,2201,211,368,1605,222,202,0,16,278,3,9,43,9,3,0,0,5,141,275,1202,174,172,0,9,228,1085,21,353,149,5,56,1224,0,34,1,7,4,0,2,24,0,803,15,239,115,4,30,989,0,13
"216",17,2004,5669,3537,2832,2439,32072,16842,7549,3215,7566,8571,358,1663,2536,10,2482,2088,5164,5202,221,1135,1915,9,1106,887,1876,2655,101,419,475,0,1136,8282,0,4612,632,5765,2541,4571,0,4221,0,3032,469,4268,1921,2931,0,3361,0,1266,116,1156,446,1204,0,22
"217",18,2004,7026,6179,2256,4356,22276,5452,8962,0,1841,9242,524,2365,124,71,1079,0,835,3097,135,811,39,32,502,0,939,5603,368,1422,82,33,512,7627,205,3449,493,1056,369,2051,0,2518,77,1481,168,378,109,721,0,4679,118,1798,311,624,243,1189,0,691
"218",19,2004,5962,5932,723,4546,16830,1425,8237,1299,55,4546,3886,746,206,129,0,192,7,627,469,68,40,22,0,911,44,3376,3041,635,144,85,0,4152,161,1925,1170,0,32,3428,0,460,24,324,169,0,6,442,0,3266,117,1351,910,0,23,2570,0,256
"219",20,2004,3038,2255,515,2196,11314,1731,5673,899,1411,3289,321,409,97,158,1634,220,278,740,86,100,25,38,231,624,1020,2190,200,272,64,88,1175,3768,2,2481,0,713,243,1031,0,652,0,716,0,151,52,145,0,2678,2,1557,0,494,170,754,0,173
"220",21,2004,5561,4550,951,4282,17651,2355,9208,939,1788,6471,76,2625,156,1,34,183,269,1177,29,636,46,0,15,723,1457,4982,46,1874,106,1,19,6026,561,2747,486,926,29,1315,0,983,116,616,121,214,5,300,0,4759,430,2047,354,694,24,900,0,577
"221",22,2004,2754,2152,1500,1191,9822,3982,2941,367,1132,3381,441,896,35,113,702,191,591,1951,269,559,20,61,340,166,523,1360,164,316,15,50,346,4537,167,1413,770,175,6,0,0,2493,106,799,477,104,3,0,0,1952,53,580,284,69,3,0,0,94
"222",23,2004,819,607,24,635,4375,98,2926,440,478,1600,190,118,113,70,377,13,11,57,4,3,2,2,6,359,395,1310,155,99,99,62,298,946,105,1001,223,491,7,199,0,18,6,29,9,8,0,10,0,747,83,828,201,432,7,148,0,87
"223",24,2004,3564,2394,2305,1032,17941,10610,3207,365,4529,5232,1921,454,230,175,1231,237,3807,3657,1350,275,168,155,781,111,616,1323,496,164,54,17,375,5474,2232,2359,2525,1424,53,310,0,3623,1936,1826,2051,973,46,155,0,1550,247,454,431,384,7,134,0,436
"224",25,2004,6616,5306,1358,3266,25525,4165,9398,764,3011,6575,1445,1649,848,615,3776,169,596,1582,336,340,258,140,687,355,1645,2964,769,954,420,229,1967,9108,0,3677,2019,2729,1042,304,0,1844,0,820,494,728,226,49,0,4650,0,1712,1025,1342,550,103,0,153
"225",26,2004,9741,5913,4670,4436,40150,15811,12931,3106,9310,9647,58,4215,1133,489,2451,1548,5148,4724,21,2276,613,323,1158,1387,3641,4388,35,1711,471,133,1165,19780,1323,4921,2326,1712,347,0,0,9938,886,2812,1047,991,137,0,0,8698,380,1875,1160,643,175,0,0,1120
"226",27,2004,7806,6416,1970,4118,21900,3706,7339,889,2677,5679,1570,3067,19,186,4,281,808,1352,260,920,2,80,3,472,1237,3009,971,1585,13,50,1,9622,399,1765,1776,192,28,294,0,2443,131,554,439,47,3,83,0,5040,146,880,992,110,15,146,0,360
"227",28,2004,1852,1064,842,895,6401,2322,2024,118,1481,1589,1078,90,9,0,17,62,724,872,520,51,8,0,9,53,700,621,528,35,1,0,8,2236,191,1196,87,389,373,37,0,1034,125,622,58,249,199,19,0,1077,60,532,29,134,156,15,0,80
"228",29,2004,6618,5039,1608,4725,24424,5428,11782,3255,3513,4042,128,2150,807,471,3440,1047,1191,1273,23,812,386,239,457,2074,2217,2639,95,1281,407,217,2852,9839,222,4229,220,1931,925,235,0,2391,89,1498,77,832,384,71,0,7101,129,2575,138,1066,516,144,0,1008
"229",30,2004,1228,809,26,701,4250,65,1704,65,960,1329,384,66,35,17,166,0,20,34,6,0,0,0,5,45,521,704,247,43,25,12,107,1474,218,577,296,106,65,286,0,31,9,9,8,2,0,6,0,812,99,342,195,76,28,152,0,69
"230",31,2004,4155,3523,565,2624,13565,1418,6070,430,1297,2857,935,809,187,188,2704,125,194,443,160,145,10,43,298,254,857,1813,590,485,153,91,1825,5566,0,1028,168,739,781,290,0,729,0,219,39,90,89,59,0,3646,0,632,95,556,512,166,0,261
"231",32,2004,3495,2966,896,1761,10585,1853,3733,0,1033,2930,212,1856,94,105,555,0,288,727,66,510,30,32,113,0,554,1624,116,869,53,56,339,1877,335,1751,154,483,27,1,0,377,90,479,49,154,6,0,0,1104,180,934,95,270,15,1,0,617
"232",33,2004,560,453,44,460,2319,119,1457,0,250,982,442,67,2,16,0,0,16,82,18,1,0,2,0,0,203,800,381,57,2,14,0,700,31,282,313,0,70,363,0,40,2,19,16,0,9,33,0,579,24,238,273,0,57,286,0,15
"233",34,2004,6660,6507,3223,2050,25659,10978,4929,635,141,13706,1455,2455,291,0,0,409,102,8033,846,1175,192,0,0,144,31,3409,365,874,57,0,0,5235,924,6104,757,1238,1264,3475,0,2532,625,4005,463,765,825,1761,0,1638,189,1285,213,284,316,1004,0,678
"234",35,2004,2243,1845,123,704,6242,263,1279,339,751,2018,331,183,86,47,244,32,45,136,15,17,5,3,10,109,221,685,89,60,14,10,91,1723,34,847,103,168,143,933,0,96,1,81,11,16,8,49,0,597,12,267,27,49,45,270,0,391
"235",36,2004,12705,11033,5179,3594,62235,22675,10351,6463,7171,20768,3778,8567,0,943,1332,3072,4002,9090,1707,3548,0,459,634,1013,522,5022,775,2444,0,78,285,21059,186,14374,0,5760,1120,6019,0,9507,91,7119,0,2742,536,2253,0,5028,41,2044,0,945,254,1889,0,NA
"236",37,2004,6089,4154,2551,2830,21360,6766,7062,979,3712,5334,1128,2019,24,0,2072,386,1643,2453,507,981,10,0,786,544,1674,2302,551,937,12,0,1041,8260,1213,4091,0,375,1196,136,0,3422,648,1873,0,226,544,53,0,3953,504,1900,0,124,513,68,0,298
"237",38,2004,1048,832,43,714,3236,84,1426,177,394,909,120,558,0,0,0,15,4,38,4,19,0,0,0,123,269,549,83,380,0,0,0,1173,91,350,191,120,52,0,0,28,2,29,4,4,2,0,0,815,48,206,106,80,28,0,0,95
"238",39,2004,13152,9385,5462,7183,44730,14386,16126,2587,6542,15916,1386,3033,288,857,724,1285,3148,6775,636,1381,194,511,333,1240,3191,8522,706,1571,89,328,378,11682,0,5820,2582,1619,0,9875,0,4903,0,3164,1378,906,0,4035,0,6351,0,2469,1142,672,0,5492,0,328
"239",40,2004,6802,4832,1523,3844,23619,3930,9426,1638,3503,5617,2128,667,23,193,2892,398,947,1154,598,182,5,37,584,931,1963,2989,1166,383,16,112,1780,6559,597,5120,742,981,278,1452,0,1304,185,1284,223,222,72,362,0,3843,310,2778,391,581,134,810,0,813
"240",41,2004,5544,4426,314,3044,20047,1006,8358,1302,2348,5803,182,924,43,448,3452,95,144,435,12,80,10,61,169,761,1273,3318,118,635,29,280,1943,7238,41,3957,2611,278,378,0,0,378,5,258,302,52,11,0,0,4031,31,2228,1698,177,193,0,0,77
"241",42,2004,14574,12382,6182,6690,49143,16231,14606,1356,6313,14821,4646,5965,565,161,742,657,3807,6107,1861,3227,359,66,147,517,1952,7085,2366,1997,150,72,467,22037,983,5812,2897,1721,818,297,0,9737,467,2884,1783,740,513,106,0,9797,443,2278,911,800,248,128,0,667
"242",44,2004,1649,1232,359,902,5525,917,2137,32,965,1165,1376,102,133,102,0,11,255,275,287,35,31,23,0,16,499,609,836,44,85,47,0,1884,136,474,231,443,18,471,0,427,46,118,44,110,4,106,0,1054,71,244,153,260,11,240,0,76
"243",45,2004,3108,2722,1443,1519,10894,4087,3444,680,882,4191,513,1304,53,162,0,382,422,2361,185,634,25,78,0,282,441,1690,289,634,27,80,0,3956,430,2007,595,719,79,0,0,1839,205,1165,390,445,43,0,0,1937,219,796,192,265,35,0,0,37
"244",46,2004,1274,1043,51,454,3995,123,967,186,412,990,0,636,14,6,474,8,13,55,0,26,0,1,20,88,113,340,0,235,5,0,184,905,95,464,369,36,24,828,0,36,5,19,23,4,0,36,0,360,19,189,148,11,2,238,0,42
"245",47,2004,6715,5589,1960,4293,21182,4763,8917,1292,2151,6716,875,1120,101,842,1338,378,799,2250,314,417,28,313,253,845,1294,3992,526,667,69,482,1021,8359,1202,2604,569,6,0,0,0,2356,653,1050,250,1,0,0,0,5526,510,1451,306,5,0,0,0,273
"246",48,2004,13613,9650,3612,4698,48984,10249,11943,3384,7328,11942,2820,3828,116,702,4848,1015,2428,3573,783,1049,31,176,1082,1062,2553,3822,928,1416,51,221,1722,11512,3340,11332,2725,2843,460,4,0,2762,1145,3652,894,889,156,1,0,3823,1165,3430,1046,1076,185,3,0,1492
"247",49,2004,1954,1685,84,1257,5853,166,2565,388,401,2002,134,318,124,107,423,12,8,101,8,15,7,3,12,253,255,1322,81,235,83,68,267,1962,10,720,44,960,190,11,0,77,0,31,5,47,6,0,0,1295,4,454,29,656,117,8,0,416
"248",50,2004,840,767,24,790,3035,47,2094,139,202,1023,315,42,48,12,414,3,5,16,7,0,3,0,13,136,193,979,301,39,45,12,389,1374,4,438,102,39,1,237,0,37,1,4,0,0,0,5,0,1306,3,425,98,39,1,222,0,23
"249",51,2004,3418,3204,1461,1701,13059,4698,4385,866,438,5192,640,1662,166,154,405,483,200,2573,300,731,100,94,162,349,210,2287,312,842,57,43,224,3209,670,2203,1449,1303,3,502,0,1285,342,1220,756,719,2,261,0,1681,289,889,630,523,1,217,0,209
"250",53,2004,6554,4786,860,3970,22004,2351,9364,323,4326,7322,607,994,13,242,1623,41,734,1091,108,139,0,53,185,199,2527,4440,382,651,10,116,1039,11205,269,2745,365,106,655,99,0,1606,47,435,92,15,141,15,0,6758,140,1796,188,70,350,59,0,395
"251",54,2004,2402,2263,248,2008,7675,597,4452,555,202,2250,1691,162,62,64,246,79,15,222,221,19,6,3,26,462,175,1929,1387,139,55,58,217,2571,206,1133,73,557,303,0,0,276,26,151,9,58,39,0,0,2172,170,959,64,487,256,0,0,145
"252",55,2004,5643,4218,1797,2947,19137,5516,6215,275,3664,7007,1604,904,0,24,0,97,1855,2900,436,204,0,16,0,147,1330,3198,942,587,0,5,0,5708,609,2338,1049,335,624,2831,0,2122,345,1345,477,162,418,647,0,2825,191,733,471,131,135,1729,0,612
"253",56,2004,1168,1024,35,901,3306,82,1699,29,293,736,308,618,33,6,115,2,6,39,7,25,1,0,2,24,245,560,260,478,27,2,103,1428,32,176,65,146,87,197,0,46,1,8,3,9,6,9,0,1146,24,139,57,124,70,135,0,0
"254",72,2004,2138,1273,421,21,11739,1811,68,324,2906,4351,85,540,61,177,1157,53,461,822,11,121,19,62,262,1,22,24,3,5,0,1,12,3953,2002,1750,1164,547,28,156,0,845,328,285,220,104,5,24,0,35,9,11,10,2,0,1,0,290
"255",1,2005,3844,2854,1569,2131,14182,4771,5280,979,1754,3836,280,1410,117,366,1316,363,756,1915,165,724,62,200,419,593,968,1792,112,667,51,153,835,4071,1271,2088,2471,0,0,437,0,1631,647,875,1394,0,0,224,0,2280,594,1167,1039,0,0,200,0,100
"256",2,2005,830,621,74,276,3237,253,832,101,641,978,7,262,13,45,360,19,57,128,0,16,0,1,32,34,200,351,2,88,6,16,135,790,38,521,50,48,136,218,0,74,4,69,3,1,17,30,0,282,10,185,12,22,42,74,0,107
"257",4,2005,7546,5093,883,3296,23589,2043,7156,812,4637,5418,2013,1763,367,561,161,83,492,683,316,290,62,71,14,351,1990,2573,866,736,190,227,84,7320,854,3352,487,1745,126,2159,0,823,125,436,77,298,25,259,0,3351,320,1544,207,828,59,847,0,166
"258",5,2005,3615,3428,1100,2300,10225,2181,4074,279,304,4166,230,844,77,14,612,83,113,1455,70,274,28,9,118,188,177,2479,157,531,45,4,447,3176,389,1501,0,925,68,367,0,985,158,472,0,387,20,109,0,2013,216,949,0,508,46,230,0,667
"259",6,2005,41075,31327,8928,11379,162046,34610,31625,9623,30056,45681,8665,7965,315,7895,10771,2509,9789,12752,2899,2135,115,2196,2215,2838,6622,12662,2664,2248,102,1927,2562,32929,6901,22348,15756,2814,11841,28382,0,6894,3531,5922,5331,1063,5413,6456,0,9435,1175,6072,4359,714,2300,7570,0,644
"260",8,2005,7651,5826,982,3837,23046,2169,7767,1201,2602,6158,431,4091,187,153,237,177,312,867,71,626,28,25,15,618,1257,3070,242,2121,111,47,146,6127,1482,1733,252,1177,60,183,0,761,250,283,48,193,16,15,0,3105,672,855,134,673,26,91,0,730
"261",10,2005,925,789,547,307,2568,962,565,67,211,829,132,377,1,0,0,32,118,485,66,244,1,0,0,32,86,278,54,105,0,0,0,703,63,319,314,4,62,73,0,407,43,179,193,3,37,43,0,240,17,124,97,1,22,26,0,15
"262",11,2005,919,650,748,3,4487,3300,9,652,686,1283,268,143,284,49,0,634,632,1163,227,141,265,45,0,3,0,4,0,0,1,0,0,806,15,912,650,280,551,48,0,674,14,890,627,265,535,33,0,3,0,5,1,0,0,0,0,48
"263",12,2005,22147,10017,8275,11641,71998,20439,24604,3243,23693,15949,1583,4445,86,715,0,1274,9640,6386,740,1994,47,294,0,1725,11908,7891,663,1983,37,345,0,22541,4660,10253,1739,1235,334,8914,0,8728,2137,4569,794,605,150,3375,0,11405,2170,4823,780,544,148,4667,0,1601
"264",13,2005,10887,9063,5183,4992,35916,12576,11042,1056,4300,14274,2443,1679,0,199,1078,573,1979,7296,1344,830,0,114,440,424,2176,6064,987,790,0,66,535,17742,1477,3488,1074,1201,47,0,0,8501,879,1899,630,643,24,0,0,8105,555,1428,407,525,22,0,0,888
"265",15,2005,1893,1206,97,825,6656,234,2009,211,1746,2389,110,195,0,98,0,14,68,132,5,8,0,7,0,90,731,1023,40,83,0,37,0,2799,226,846,326,8,205,81,0,133,7,54,14,1,9,4,0,1227,89,342,133,2,58,27,0,70
"266",16,2005,1722,1390,31,1319,4949,74,2434,208,571,1594,253,223,0,15,363,4,7,42,5,9,0,0,7,143,420,1185,209,177,0,14,286,1384,24,408,211,2,66,1111,0,33,1,11,8,0,1,20,0,1026,8,278,162,2,52,890,0,5
"267",17,2005,5747,3480,2815,2442,31403,15856,7766,2344,7821,8254,386,1618,2443,269,2517,1378,5036,4997,247,1099,1830,192,1075,790,2255,2522,102,415,443,43,1195,8012,0,4449,608,5830,2466,4291,0,3971,0,2765,445,4308,1784,2583,0,3333,0,1346,121,1128,525,1313,0,18
"268",18,2005,7541,6680,2492,4576,24952,6118,10299,0,2050,10249,530,2529,113,204,1720,0,912,3425,133,898,46,115,586,0,1070,6186,382,1477,60,75,1036,9069,238,4041,1428,107,422,2106,0,3007,95,1702,519,30,124,641,0,5522,136,2148,840,72,270,1311,0,729
"269",19,2005,6781,6141,955,4869,18300,1651,8464,1199,677,4658,3392,743,192,105,553,232,93,733,438,59,31,11,54,818,485,3294,2600,628,145,82,412,4865,311,1970,1342,0,57,2908,0,637,42,364,186,0,8,405,0,3630,234,1365,1063,0,46,2083,0,311
"270",20,2005,3117,2331,551,2274,11890,1824,6067,888,1598,3452,290,391,74,156,1919,209,337,799,64,89,14,47,265,597,1119,2337,191,262,50,80,1427,5194,1,2432,0,838,272,30,0,864,0,708,0,174,61,15,0,3770,1,1508,0,582,189,14,0,212
"271",21,2005,5950,4879,1171,4448,18664,2662,9524,1023,1758,6730,34,2939,183,0,47,195,299,1359,14,731,49,0,15,789,1409,5032,20,2111,131,0,32,6342,428,2879,526,921,25,1593,0,1173,100,649,126,241,6,367,0,4912,317,2125,387,666,19,1098,0,495
"272",22,2005,3371,2568,1654,1629,10966,4066,3375,400,1286,3659,456,912,42,127,713,209,598,1944,278,578,31,85,343,184,654,1637,171,316,10,40,363,5265,133,1331,745,114,7,0,0,2713,80,733,467,69,4,0,0,2433,49,579,268,43,3,0,0,143
"273",23,2005,716,425,42,576,4049,137,2858,455,492,1069,481,119,109,52,357,10,15,73,17,1,2,2,5,397,416,904,432,105,98,43,296,781,124,957,214,531,11,167,0,26,7,33,11,16,0,15,0,641,111,842,193,470,11,120,0,75
"274",24,2005,3353,2219,2205,954,16899,9961,3073,251,4186,4604,2120,499,269,203,1204,135,3493,3183,1542,323,180,179,763,104,585,1227,505,166,69,21,356,5140,2237,1994,2440,1339,32,364,0,3438,1950,1461,1961,929,29,193,0,1429,248,452,445,358,3,138,0,379
"275",25,2005,6252,5097,1328,3159,24778,4137,9299,744,2909,6477,1326,1533,938,513,3992,172,562,1563,325,316,280,115,774,346,1642,2932,687,868,474,204,2102,8915,0,3607,1955,2794,919,104,0,1845,0,792,453,759,224,19,0,4623,0,1706,964,1397,494,48,0,178
"276",26,2005,9296,5758,4150,4457,39343,15360,12893,3315,9331,9032,63,4176,1070,518,2542,1573,4957,4437,20,2369,540,317,1147,1550,3816,4041,41,1560,483,160,1242,17883,1401,6657,1419,2211,476,0,0,8918,901,3497,661,1184,199,0,0,7860,419,2774,679,921,240,0,0,1026
"277",27,2005,8196,6551,1922,4389,22521,3598,7589,848,2927,5588,1572,3030,25,276,51,254,738,1280,308,902,4,106,5,460,1474,3041,927,1532,16,99,36,10283,343,1437,1459,161,33,200,0,2477,90,454,355,34,2,44,0,5493,140,726,815,95,20,113,0,493
