"","state","year","entered","entered.nkin","bent","went","cl","bcl","wcl","pl.pre-adopt","pl.foster.rel","pl.foster.non.rel","pl.grphome","pl.inst","pl.indliv","pl.awol","pl.trialvis","b.pl.pre-adopt","b.pl.foster.rel","b.pl.foster.non.rel","b.pl.grphome","b.pl.inst","b.pl.indliv","b.pl.awol","b.pl.trialvis","w.pl.pre-adopt","w.pl.foster.rel","w.pl.foster.non.rel","w.pl.grphome","w.pl.inst","w.pl.indliv","w.pl.awol","w.pl.trialvis","cg.reunify","cg.other.rel","cg.adopt","cg.long.fc","cg.emanc","cg.guard","cg.noplan","cg.na","b.cg.reunify","b.cg.other.rel","b.cg.adopt","b.cg.long.fc","b.cg.emanc","b.cg.guard","b.cg.noplan","b.cg.na","w.cg.reunify","w.cg.other.rel","w.cg.adopt","w.cg.long.fc","w.cg.emanc","w.cg.guard","w.cg.noplan","w.cg.na","prtsjail == 1"
"573",10,2011,537,416,269,221,1803,743,428,75,196,716,76,56,1,21,125,49,106,411,43,37,1,15,81,16,80,243,30,18,0,4,37,478,21,301,276,0,43,62,0,260,13,213,163,0,23,32,0,184,5,65,95,0,18,26,0,25
"574",11,2011,563,447,449,2,3163,2373,11,321,448,1245,168,107,168,65,0,300,426,1109,148,103,155,61,0,3,4,3,0,1,0,0,0,775,9,472,605,0,524,71,0,677,9,450,576,0,497,53,0,3,0,3,3,0,2,0,0,75
"575",12,2011,15846,7429,5762,7798,49859,12962,16347,3105,15459,10976,3175,936,66,295,0,1128,5500,4268,1434,481,23,128,0,1598,7932,5036,1292,341,32,115,0,14148,233,6661,1460,0,2451,7617,0,5068,84,2683,782,0,990,2787,0,6963,117,3118,485,0,1169,3868,0,1967
"576",13,2011,6419,5129,3080,2878,19622,6611,5657,581,2570,7703,154,2033,0,51,30,283,1215,3837,104,1073,0,32,14,248,1241,3237,41,838,0,16,14,6610,1017,2499,543,312,184,1747,0,3247,610,1177,314,172,103,840,0,2925,353,1114,213,130,68,729,0,788
"577",15,2011,1025,651,78,474,3265,155,1079,65,885,949,164,116,0,47,0,1,53,80,13,7,0,1,0,28,422,471,78,55,0,20,0,1517,44,401,78,4,45,71,0,106,1,23,9,1,4,4,0,740,21,198,36,2,19,24,0,40
"578",16,2011,1230,902,47,962,3881,98,2062,378,659,1332,60,200,1,21,0,18,20,45,3,11,0,1,0,289,507,1058,48,148,1,11,0,1390,78,578,17,111,19,415,0,45,1,33,0,5,2,10,0,1090,53,434,16,86,14,339,0,253
"579",17,2011,4850,2777,2080,2412,26997,11634,8927,1647,6668,6811,246,1752,1970,171,2876,744,3212,3757,146,1025,1385,118,1246,824,3011,2509,80,625,460,38,1379,8111,0,4124,390,4435,1284,3708,0,3485,0,2054,254,3051,734,1997,0,3995,0,1821,115,1104,447,1419,0,5
"580",18,2011,7522,4589,2199,4736,26901,6108,11842,0,5719,8050,241,1399,114,97,3740,0,1492,2763,66,514,44,59,1162,0,3895,4639,170,755,64,30,2280,11492,278,4320,1033,0,575,1681,0,3552,116,1471,419,0,146,404,0,7082,142,2562,545,0,393,1118,0,809
"581",19,2011,4423,3430,712,2937,15132,1855,7158,1040,1502,2352,1113,325,124,59,4194,243,234,438,204,68,24,15,629,631,1080,1528,746,224,83,31,2835,6137,441,1834,1115,0,97,217,0,981,62,424,202,0,7,29,0,4175,307,1131,782,0,70,147,0,196
"582",20,2011,3439,2383,604,2354,12758,1949,6213,1123,1895,3322,42,416,107,87,2327,250,407,711,13,117,27,29,395,751,1278,2203,26,234,69,43,1609,5539,3,2562,0,803,410,1,0,1007,0,678,0,177,86,0,0,3772,1,1599,0,546,294,1,0,342
"583",21,2011,5120,4367,813,3799,16887,2110,8749,1037,1436,6441,67,1627,157,149,853,206,182,1100,28,338,48,44,164,752,1188,4755,38,1195,98,98,625,6762,190,2789,0,828,12,0,0,1114,34,547,0,204,4,0,0,5119,150,2055,0,592,7,0,0,545
"584",22,2011,3731,2446,1845,1752,11800,3964,3832,912,1969,3301,234,374,50,64,1165,370,933,1607,151,213,31,44,615,515,993,1566,69,149,17,15,508,6023,93,1521,360,57,15,0,0,2975,50,700,198,35,6,0,0,2844,42,761,157,19,9,0,0,103
"585",23,2011,552,367,21,364,2633,141,1572,400,424,714,117,18,36,9,355,31,20,62,4,2,1,0,21,320,317,508,97,12,35,9,268,816,23,733,54,141,103,117,0,42,1,66,3,10,9,7,0,574,19,579,46,116,84,78,0,59
"586",24,2011,2806,1495,1726,846,11433,5817,2260,988,2713,2685,748,249,217,78,846,607,1725,2042,476,147,186,53,519,318,779,506,229,94,24,20,260,3630,592,1270,459,652,1049,601,0,2263,486,817,344,478,826,354,0,1103,87,360,100,147,181,185,0,183
"587",25,2011,5371,4377,1143,2536,19454,3246,6554,740,2446,5003,1379,663,117,273,3448,153,501,1230,349,168,28,66,749,372,1321,2132,633,322,58,95,1619,7809,749,3196,216,980,908,91,0,1723,193,760,55,264,211,17,0,3632,327,1533,100,401,467,41,0,133
"588",26,2011,7392,4532,3184,3771,30986,11271,10909,2815,6018,5032,477,2185,1254,322,5375,1179,2552,2217,284,1430,792,230,2526,1442,3123,2443,172,678,409,65,2530,13829,464,6333,328,1821,800,19,0,6562,278,2784,131,1147,362,7,0,6458,157,3123,175,580,408,8,0,100
"589",27,2011,5946,4923,1742,2748,16650,2971,5068,1042,1685,3728,1178,2035,81,146,809,281,394,916,364,700,50,58,208,555,765,1800,571,926,22,27,402,8996,221,603,469,82,14,134,0,2520,49,177,94,26,7,36,0,4194,93,320,264,45,3,68,0,273
"590",28,2011,2368,1625,1164,1084,8323,2969,2754,25,1537,1963,489,297,40,79,1473,5,730,1016,272,186,21,50,673,20,777,855,200,103,19,29,724,3835,273,1221,36,399,140,12,0,1849,179,599,14,258,56,2,0,1820,91,593,22,117,80,8,0,184
"591",29,2011,5911,4272,1287,4292,20551,3566,10384,2517,3095,4952,120,863,180,139,2773,641,710,1382,34,241,57,69,432,1756,2254,3309,80,591,117,68,2208,8969,397,2829,906,275,787,291,0,1924,112,852,279,77,186,67,0,6592,274,1854,596,189,578,197,0,653
"592",30,2011,1041,666,28,597,3812,107,1485,0,851,1046,325,35,12,13,489,0,33,44,18,0,0,1,11,0,469,495,202,19,10,6,284,1888,0,630,135,0,117,0,0,45,0,51,7,0,4,0,0,951,0,380,98,0,56,0,0,56
"593",31,2011,3151,2219,596,1785,11513,1832,4629,36,1509,2631,581,271,193,142,2540,1,327,606,144,56,47,52,486,28,834,1414,299,167,123,51,1468,5539,0,1067,0,608,610,202,0,1163,0,286,0,158,129,29,0,3117,0,600,0,336,320,106,0,136
"594",32,2011,2778,1989,831,1213,10303,2342,3170,222,2166,2544,130,418,16,78,1940,58,690,787,36,101,6,28,632,99,844,1147,65,224,7,33,746,3366,196,2672,160,373,28,176,0,1001,55,863,73,129,10,54,0,1415,98,1097,48,175,17,72,0,586
"595",33,2011,495,321,33,368,1711,87,932,0,260,692,163,21,0,7,0,0,17,49,13,1,0,1,0,0,208,522,122,16,0,5,0,636,9,291,40,112,19,62,0,35,0,31,3,6,1,6,0,487,6,216,33,91,17,47,0,8
"596",34,2011,4535,3036,1953,1228,15786,5608,2951,167,4024,5896,251,753,109,51,0,92,1733,3144,147,393,67,32,0,45,1378,1255,51,197,17,8,0,4489,248,3352,374,669,97,1616,0,2064,137,1843,210,419,57,690,0,1229,73,863,99,126,23,448,0,285
"597",35,2011,1779,1563,128,530,5416,266,1013,515,452,1843,152,57,51,40,527,38,17,157,12,8,4,2,28,124,97,541,44,12,13,8,174,1502,3,1145,22,146,23,794,0,87,0,97,0,11,0,71,0,478,0,266,5,39,8,217,0,260
"598",36,2011,11122,8931,3595,2482,48466,17223,7434,4080,6805,16409,1648,5464,0,636,2119,2127,3218,7250,755,2449,0,300,1024,897,663,3545,468,1420,0,45,341,20973,642,8668,0,4572,462,1510,0,8937,286,4665,0,2415,232,485,0,4401,172,1562,0,749,78,343,0,166
"599",37,2011,5110,3222,2020,2551,18514,5610,6423,954,3536,5750,479,716,40,125,1466,393,1499,2458,188,302,15,59,582,479,1762,2641,248,356,21,53,686,7674,550,3383,0,495,1017,101,0,3064,260,1468,0,261,432,42,0,3796,233,1570,0,199,498,45,0,314
"600",38,2011,789,685,47,443,2558,110,1018,163,189,724,40,390,0,13,246,18,6,45,5,24,0,1,11,99,118,383,25,220,0,7,164,975,83,319,169,0,38,34,0,43,4,34,9,0,3,5,0,573,44,169,104,0,18,23,0,36
"601",39,2011,9934,7291,3785,5125,31474,8717,11212,1637,4293,11562,739,2056,242,389,622,540,1591,4616,359,1003,175,213,220,997,2326,6022,344,944,57,167,355,12160,142,4116,1282,572,0,2094,0,4763,66,1615,592,340,0,835,0,6435,65,2306,638,216,0,982,0,504
"602",40,2011,4829,3340,1050,2673,17461,3207,6601,1549,2766,4412,947,450,17,82,2396,420,687,1063,277,154,6,28,572,788,1473,2311,443,231,9,34,1303,5953,251,4115,114,503,121,1352,0,1340,63,1204,38,165,43,323,0,3267,135,1998,55,256,57,714,0,487
"603",41,2011,4250,2732,375,2754,17241,1520,8606,998,3699,4233,93,398,180,138,3183,150,389,462,11,55,29,31,382,668,2467,2856,76,271,125,78,2018,6200,3,1942,1818,68,335,448,0,708,0,245,246,17,53,38,0,4021,2,1330,1271,37,216,284,0,80
"604",42,2011,10059,7816,4541,4382,33818,11153,10037,923,5421,10175,2932,2680,530,352,746,370,2650,4368,1434,1543,385,213,190,411,2283,4658,1220,833,108,69,455,16213,607,3983,785,1286,638,247,0,7830,273,1715,287,704,291,53,0,6575,303,1822,424,455,296,162,0,602
"605",44,2011,1219,882,319,591,4428,842,1553,10,888,1107,949,56,149,50,0,2,257,275,229,21,44,14,0,2,452,550,450,16,69,14,0,1677,37,431,220,257,101,267,0,446,15,106,42,70,37,67,0,830,14,189,123,132,50,125,0,65
"606",45,2011,2938,2603,1343,1386,10292,3548,3355,871,848,3885,457,1185,8,100,0,404,384,1952,180,574,5,49,0,422,416,1672,240,560,3,42,0,4281,218,1994,328,438,95,0,0,1942,131,979,211,244,41,0,0,2027,77,915,111,175,50,0,0,51
"607",46,2011,1407,1183,143,444,4243,231,949,215,415,1151,0,528,19,4,504,19,26,101,0,57,1,0,27,80,171,321,0,159,8,0,210,806,92,474,225,11,41,1187,0,68,3,39,17,1,1,102,0,316,25,178,85,7,5,333,0,268
"608",47,2011,6573,5457,1468,3802,19583,3178,7958,924,1559,5617,838,929,1,216,2917,173,275,1349,273,358,0,101,646,659,992,3339,482,476,1,101,1902,4479,3443,2918,71,0,274,1825,0,1199,777,559,17,0,97,529,0,2686,2168,2027,52,0,150,875,0,298
"609",48,2011,16903,9996,4402,5103,62729,13329,13631,5540,13385,13508,1996,3449,128,822,6571,1665,3957,4272,512,999,46,236,1517,1534,3820,3851,574,1204,46,239,2227,15697,3411,17265,1445,2385,319,2051,0,3718,1069,5998,469,837,104,438,0,4953,1074,4604,615,776,105,615,0,1664
"610",49,2011,2034,1498,85,1366,6889,289,3180,694,857,1743,121,368,136,102,833,45,44,117,10,20,8,7,38,432,603,1110,82,237,98,44,574,2569,167,990,611,197,86,173,0,113,13,73,52,16,10,9,0,1749,93,615,406,127,49,112,0,508
"611",50,2011,664,530,17,632,2216,38,1480,61,263,736,201,33,16,4,238,1,5,22,6,1,0,0,3,59,250,695,193,31,16,4,232,940,9,313,70,26,2,192,0,13,0,14,2,1,0,8,0,909,9,292,64,25,2,179,0,15
"612",51,2011,2614,2402,963,1444,10451,3237,3899,1092,554,4461,367,684,213,55,401,465,171,1820,198,303,126,26,123,510,348,2230,141,334,76,22,233,2857,632,2133,664,931,0,524,0,1002,309,882,316,456,0,235,0,1567,276,1048,296,400,0,260,0,195
"613",53,2011,5643,4089,940,3226,20698,2512,8687,254,4299,5987,475,129,13,84,3811,54,659,995,105,28,2,18,650,142,2479,3487,281,72,5,44,2176,6643,105,4184,660,21,934,1987,0,1097,33,720,123,6,149,330,0,3825,48,2512,376,8,488,1127,0,516
"614",54,2011,3486,2681,388,3016,10991,881,6457,664,1067,2932,1697,234,30,69,739,55,105,372,225,26,3,7,82,596,942,2483,1443,203,26,59,638,4440,281,1785,0,239,343,145,0,520,40,212,0,29,35,18,0,3826,229,1539,0,206,300,120,0,209
"615",55,2011,4442,2877,1554,2062,15281,4136,4943,576,3363,4995,858,769,43,138,97,220,1204,1939,386,267,31,71,18,278,1602,2200,346,398,11,44,64,5951,334,1542,788,242,537,1370,0,2116,115,713,325,130,267,441,0,2840,170,602,397,88,184,640,0,509
"616",56,2011,996,869,47,765,2896,99,1441,32,294,631,262,363,14,11,263,7,16,34,13,17,1,1,10,19,208,482,207,277,9,8,206,1321,19,149,21,41,75,203,0,52,0,24,1,3,6,11,0,1004,17,110,16,33,52,153,0,84
"617",72,2011,1230,686,115,18,6235,597,37,106,1649,2306,120,461,33,59,271,21,144,296,16,63,9,16,32,0,9,17,1,8,0,2,0,2711,607,815,366,438,22,43,0,264,82,122,63,63,2,1,0,26,3,3,1,0,1,3,0,139
