statename,state,year,citi6013,inst6013_adacope,inst6014_nom
Hawaii,11,1985,66.66014,78.375,86.30331
Hawaii,11,1986,76.64738,87.66666,86.30331
Hawaii,11,1987,66.81409,86.16666,88.6933
Hawaii,11,1988,81.08711,89.5,88.6933
Hawaii,11,1989,69.37247,84.83334,89.16723
Hawaii,11,1990,72.0345,89.67581,89.16723
Hawaii,11,1991,77.60686,94.25,90.79214
Hawaii,11,1992,75.26056,90.625,90.79214
Hawaii,11,1993,81.72913,95.75,90.79214
Hawaii,11,1994,76.37761,90.625,90.79214
Hawaii,11,1995,81.76838,96.875,90.79214
Hawaii,11,1996,79.46143,93.875,90.79214
Hawaii,11,1997,73.48187,89.875,90.79214
Hawaii,11,1998,78.33467,92.875,90.79214
Hawaii,11,1999,82.13474,94.5,90.79214
Hawaii,11,2000,64.03403,79.5,90.79214
Hawaii,11,2001,82.50584,95.875,90.79214
Hawaii,11,2002,76.38065,90.625,90.79214
Hawaii,11,2003,77.91606,68.7585,64.90034
Hawaii,11,2004,76.85773,67.96478,64.90034
Hawaii,11,2005,77.13784,68.18016,64.90034
Hawaii,11,2006,70.84,61.18221,64.90034
Hawaii,11,2007,80.42712,70.61617,66.89676
Hawaii,11,2008,84.50528,74.11188,66.89676
Hawaii,11,2009,84.05977,73.41291,67.1674
Hawaii,11,2010,71.05154,58.08333,67.1674
Hawaii,11,2011,76.66191,93.875,87.11069
Hawaii,11,2012,71.37162,88.5,87.11069
Hawaii,11,2013,78.2971,93.125,84.90182
Hawaii,11,2014,,,84.90182
Idaho,12,1960,47.98714,44.51313,50.56499
Idaho,12,1961,51.0453,14.87902,29.99355
Idaho,12,1962,50.86269,14.87902,29.99355
Idaho,12,1963,49.20708,19.66324,30.29987
Idaho,12,1964,48.78029,19.66324,30.29987
Idaho,12,1965,38.84094,8.913206,20.54182
Idaho,12,1966,30.89437,6.561307,20.54182
Idaho,12,1967,40.64192,10.28572,17.52878
Idaho,12,1968,36.02768,18.45714,17.52878
Idaho,12,1969,51.08404,27.16191,31.65296
Idaho,12,1970,51.67854,24.8,29.88103
Idaho,12,1971,47.44566,56.28572,61.7758
Idaho,12,1972,44.065,50.71429,61.7758
Idaho,12,1973,44.39058,47,52.40352
Idaho,12,1974,37.54346,39.58333,52.40352
Idaho,12,1975,38.67419,41.33334,45.85308
Idaho,12,1976,34.59528,37.08333,45.85308
Idaho,12,1977,36.92699,42.17857,48.28175
Idaho,12,1978,34.14437,40.57143,48.28175
Idaho,12,1979,23.70716,30.91429,50.71041
Idaho,12,1980,31.71849,38.57857,50.71041
Idaho,12,1981,33.00035,38.33551,46.7053
Idaho,12,1982,32.7342,38.7325,46.7053
Idaho,12,1983,22.92226,26.91662,31.9177
Idaho,12,1984,20.02588,23.4253,31.9177
Idaho,12,1985,16.34564,20.16667,33.717
Idaho,12,1986,23.56366,27.66667,33.717
Idaho,12,1987,26.04143,29.66667,33.717
Idaho,12,1988,29.32144,32.91667,33.717
Idaho,12,1989,20.98286,24.85714,36.60025
Idaho,12,1990,21.92683,23.22698,36.60025
Idaho,12,1991,34.27594,39.40625,43.0793
Idaho,12,1992,40.7253,48.8125,43.0793
Idaho,12,1993,35.13951,39.91667,43.53419
Idaho,12,1994,22.91744,27,43.53419
Idaho,12,1995,19.82149,1.25,9.06398
Idaho,12,1996,20.12462,2.375,9.06398
Idaho,12,1997,13.46198,2.875,9.06398
Idaho,12,1998,30.04224,13.75,9.06398
Idaho,12,1999,25.22475,9.25,11.83141
Idaho,12,2000,17.78235,3.75,11.83141
Idaho,12,2001,22.05822,9,12.46615
Idaho,12,2002,16.44621,5.375,12.46615
Idaho,12,2003,22.46336,8.5,12.46615
Idaho,12,2004,18.97788,5.875,12.46615
Idaho,12,2005,33.31723,20,12.46615
Idaho,12,2006,23.16537,12.75,12.46615
Idaho,12,2007,31.6518,13.125,14.09106
Idaho,12,2008,36.25525,16.625,14.09106
Idaho,12,2009,27.6924,13.83333,14.96276
Idaho,12,2010,19.72223,4,14.96276
Idaho,12,2011,24.26307,10.625,8.784706
Idaho,12,2012,27.08637,9,8.784706
Idaho,12,2013,24.31598,6.375,8.784706
Idaho,12,2014,,,8.784706
Illinois,13,1960,58.59646,26.93463,36.05315
Illinois,13,1961,52.35096,65.04414,69.0192
Illinois,13,1962,52.30389,65.04414,69.0192
Illinois,13,1963,54.58371,61.23008,65.87833
Illinois,13,1964,55.94225,61.23008,65.87833
Illinois,13,1965,47.33429,68.29901,77.62774
Illinois,13,1966,46.36518,70.5686,77.62774
Illinois,13,1967,46.07883,51.08673,64.06297
Illinois,13,1968,59.74371,63.42976,64.06297
Illinois,13,1969,51.9878,35.46477,34.55049
Illinois,13,1970,48.8414,24.60189,34.55049
Illinois,13,1971,50.82181,32.15841,43.43345
Illinois,13,1972,49.65829,33.69423,43.43345
Illinois,13,1973,54.61928,64.25201,72.09986
Illinois,13,1974,49.70433,55.93451,72.09986
Illinois,13,1975,58.41142,80.29051,86.83615
Illinois,13,1976,50.09555,71.91664,86.83615
Illinois,13,1977,49.83871,43.88579,55.25759
Illinois,13,1978,46.35441,41.49148,55.25759
Illinois,13,1979,50.41311,41.46963,50.04985
Illinois,13,1980,45.69788,37.37323,50.04985
Illinois,13,1981,45.72428,30.99024,43.15937
Illinois,13,1982,53.10047,36.89109,43.15937
Illinois,13,1983,53.29349,46.21022,54.47289
Illinois,13,1984,53.28404,47.04199,54.47289
Illinois,13,1985,52.00573,41.71276,50.02907
Illinois,13,1986,52.29012,40.28879,50.02907
Illinois,13,1987,53.42764,42.0722,48.18618
Illinois,13,1988,58.4194,48.33048,48.18618
Illinois,13,1989,53.54432,41.38347,47.08855
Illinois,13,1990,51.47377,38.20508,47.08855
Illinois,13,1991,50.71358,39.48737,47.36651
Illinois,13,1992,57.43489,47.8052,47.36651
Illinois,13,1993,51.6355,29.23657,36.45305
Illinois,13,1994,47.11792,28.70059,36.45305
Illinois,13,1995,47.6936,14.5745,26.08264
Illinois,13,1996,52.85074,17.11028,26.08264
Illinois,13,1997,59.93393,36.68108,33.97449
Illinois,13,1998,54.35975,28.31162,33.97449
Illinois,13,1999,58.14705,34.00616,34.95899
Illinois,13,2000,54.38931,29.11344,34.95899
Illinois,13,2001,58.65016,32.78601,34.52706
Illinois,13,2002,55.38861,28.276,34.52706
Illinois,13,2003,57.44496,86.02332,82.5564
Illinois,13,2004,60.50172,84.18591,82.5564
Illinois,13,2005,61.70262,85.06613,79.9688
Illinois,13,2006,59.06579,78.52572,79.9688
Illinois,13,2007,69.51468,92.27824,83.37193
Illinois,13,2008,67.27898,87.27608,83.94454
Illinois,13,2009,63.70098,93.21285,85.57595
Illinois,13,2010,56.48466,88.96263,85.57595
Illinois,13,2011,61.06882,86.82661,84.30063
Illinois,13,2012,58.72151,83.8969,84.30063
Illinois,13,2013,51.97337,79.61539,83.17535
Illinois,13,2014,,,83.17535
Indiana,14,1960,57.1581,42.40306,46.29996
Indiana,14,1961,48.2652,64.49587,67.27406
Indiana,14,1962,48.29641,64.49587,67.27406
Indiana,14,1963,51.92336,59.99024,64.84248
Indiana,14,1964,52.70658,60.68867,65.41151
Indiana,14,1965,42.44621,82.875,81.99475
Indiana,14,1966,40.18973,80.875,81.99475
Indiana,14,1967,41.65614,59.30857,68.32377
Indiana,14,1968,41.68329,61.50643,68.32377
Indiana,14,1969,47.61443,10.14286,23.76439
Indiana,14,1970,47.2641,8.142858,23.76439
Indiana,14,1971,47.5071,15.05381,28.89951
Indiana,14,1972,47.61385,17.04048,28.89951
Indiana,14,1973,47.28504,12.185,26.22952
Indiana,14,1974,45.02629,9.285716,25.04111
Indiana,14,1975,55.4424,39.4775,47.7528
Indiana,14,1976,44.00609,31.43386,47.7528
Indiana,14,1977,42.9968,31.36347,42.67264
Indiana,14,1978,36.87503,26.58278,42.67264
Indiana,14,1979,40.12058,17.265,35.37522
Indiana,14,1980,38.24656,19.816,35.37522
Indiana,14,1981,41.57138,14.14286,28.88577
Indiana,14,1982,51.31456,17.35714,28.88577
Indiana,14,1983,46.31352,13.48214,25.43805
Indiana,14,1984,39.81341,13.36029,25.43805
Indiana,14,1985,38.60256,9.714288,23.86594
Indiana,14,1986,42.6072,11.92857,23.86594
Indiana,14,1987,47.42958,14.59,25.413
Indiana,14,1988,52.34134,17.46667,25.413
Indiana,14,1989,47.27066,61.01685,59.30856
Indiana,14,1990,43.91823,53.857,57.48042
Indiana,14,1991,46.14811,60.34375,61.33103
Indiana,14,1992,49.88626,64.14063,61.33103
Indiana,14,1993,46.36177,62.788,59.72498
Indiana,14,1994,35.48692,51.28743,59.72498
Indiana,14,1995,34.96059,41.32313,45.56986
Indiana,14,1996,38.20277,43.13438,45.56986
Indiana,14,1997,40.29866,51.83594,54.22996
Indiana,14,1998,41.95759,54.57813,54.22996
Indiana,14,1999,48.96306,64.34914,56.36088
Indiana,14,2000,38.936,52.94914,56.36088
Indiana,14,2001,46.12667,63.37864,55.34902
Indiana,14,2002,42.82117,57.14799,55.30701
Indiana,14,2003,46.09899,62.56786,55.61411
Indiana,14,2004,45.9883,63.37786,55.61411
Indiana,14,2005,49.66132,18.335,16.35748
Indiana,14,2006,52.70638,20.25917,16.35748
Indiana,14,2007,53.20749,28.48,23.32938
Indiana,14,2008,50.43163,27.41333,23.32938
Indiana,14,2009,48.22389,26.83333,20.90488
Indiana,14,2010,40.4287,18.586,20.90488
Indiana,14,2011,39.50527,3.750003,10.38423
Indiana,14,2012,37.68679,7.812502,10.38423
Indiana,14,2013,40.55516,7.6875,10.24458
Indiana,14,2014,,,10.24458
Iowa,15,1960,57.32203,63.109,56.38617
Iowa,15,1961,45.67958,5.4375,25.19888
Iowa,15,1962,45.56229,5.4375,25.19888
Iowa,15,1963,51.57325,52.90625,52.66376
Iowa,15,1964,53.28577,52.90625,52.66376
Iowa,15,1965,41.63902,77.58334,81.06422
Iowa,15,1966,38.41242,73.86102,79.93332
Iowa,15,1967,42.74583,59.43208,65.33165
Iowa,15,1968,45.65516,63.21153,65.33165
Iowa,15,1969,52.85379,25,25.2539
Iowa,15,1970,52.07898,19.83333,25.2539
Iowa,15,1971,45.56497,13.08333,25.2539
Iowa,15,1972,47.79914,15.16667,25.2539
Iowa,15,1973,47.86564,16.18,23.06838
Iowa,15,1974,52.72887,17.37867,23.82769
Iowa,15,1975,58.30363,50.53,52.39133
Iowa,15,1976,51.9037,43.22,52.39133
Iowa,15,1977,54.67787,48.705,55.59664
Iowa,15,1978,46.3722,41.3,55.59664
Iowa,15,1979,45.04454,23.19,37.04909
Iowa,15,1980,47.9897,30.6125,36.03199
Iowa,15,1981,44.19854,22.99867,35.02126
Iowa,15,1982,60.55387,37.82401,35.02126
Iowa,15,1983,48.93242,47.00533,55.54069
Iowa,15,1984,39.10169,38.20133,55.54069
Iowa,15,1985,57.65176,58.108,55.81015
Iowa,15,1986,52.20761,52.64,55.81015
Iowa,15,1987,54.32582,55.024,56.5503
Iowa,15,1988,61.03332,61.88,56.5503
Iowa,15,1989,49.64545,52.06667,57.61341
Iowa,15,1990,49.97696,52.08333,57.61341
Iowa,15,1991,50.02159,46.948,50.90007
Iowa,15,1992,53.04232,51.43833,52.02857
Iowa,15,1993,46.2712,36.8,43.79228
Iowa,15,1994,42.37159,33.138,43.79228
Iowa,15,1995,42.88015,22.22,39.2874
Iowa,15,1996,41.25816,23.6,39.2874
Iowa,15,1997,40.772,20.916,32.82248
Iowa,15,1998,42.58216,20.76,33.90386
Iowa,15,1999,48.33892,56.551,57.69424
Iowa,15,2000,38.673,46.035,57.69424
Iowa,15,2001,51.18152,59.957,57.69424
Iowa,15,2002,41.53098,51.632,58.77563
Iowa,15,2003,47.85461,57.38291,57.31527
Iowa,15,2004,51.17184,61.825,58.23249
Iowa,15,2005,50.25867,68.91275,65.65125
Iowa,15,2006,52.47612,69.8765,65.65125
Iowa,15,2007,55.46584,90.59091,77.91838
Iowa,15,2008,56.95164,90.79583,76.95404
Iowa,15,2009,53.30738,94.64,78.826
Iowa,15,2010,48.09266,94.38667,78.826
Iowa,15,2011,42.50238,19.24792,29.53123
Iowa,15,2012,40.49696,21.05917,29.53123
Iowa,15,2013,44.69056,27.21523,35.06821
Iowa,15,2014,,,34.38456
Kansas,16,1960,48.9513,56.95934,52.81108
Kansas,16,1961,41.86737,6.263568,33.79316
Kansas,16,1962,41.75748,6.263568,33.79316
Kansas,16,1963,41.41256,14.92857,37.35854
Kansas,16,1964,42.31279,14.92857,37.35854
Kansas,16,1965,28.47116,5,37.37305
Kansas,16,1966,26.95764,3.857143,37.37305
Kansas,16,1967,28.55037,34.51872,53.05627
Kansas,16,1968,30.81785,34.5757,53.05627
Kansas,16,1969,34.93568,38.89888,50.89011
Kansas,16,1970,34.86285,38.88735,50.89011
Kansas,16,1971,46.28167,51.25,53.57143
Kansas,16,1972,33.72701,36.45833,53.57143
Kansas,16,1973,42.25534,49.04167,53.57143
Kansas,16,1974,43.59209,48.79167,53.57143
Kansas,16,1975,49.85861,22.33067,35.49709
Kansas,16,1976,40.4019,18.44933,35.49709
Kansas,16,1977,38.94824,30.52775,42.30543
Kansas,16,1978,35.3932,28.88975,42.30543
Kansas,16,1979,32.69921,41.40933,50.41454
Kansas,16,1980,29.31825,35.25283,50.41454
Kansas,16,1981,33.26605,39.535,45.83101
Kansas,16,1982,38.87653,45.607,45.83101
Kansas,16,1983,35.44734,40.4502,47.16285
Kansas,16,1984,30.03315,33.9836,47.16285
Kansas,16,1985,30.49182,34.65,46.40149
Kansas,16,1986,30.18204,34.475,46.40149
Kansas,16,1987,35.77227,12.2896,29.80273
Kansas,16,1988,44.15823,23.7256,29.80273
Kansas,16,1989,33.90492,16.2229,33.37889
Kansas,16,1990,37.60846,21.3425,33.37889
Kansas,16,1991,33.40643,43.864,52.96526
Kansas,16,1992,44.99161,58.636,52.96526
Kansas,16,1993,37.52938,48.3735,49.187
Kansas,16,1994,31.99026,41.492,49.187
Kansas,16,1995,34.27637,6.166667,24.1416
Kansas,16,1996,36.52132,10.41667,24.1416
Kansas,16,1997,36.556,6.083333,14.60732
Kansas,16,1998,32.60756,2.916667,14.60732
Kansas,16,1999,36.04784,7.4,15.45701
Kansas,16,2000,19.35375,0,15.45701
Kansas,16,2001,31.22618,7,15.45701
Kansas,16,2002,30.67481,6.7,15.45701
Kansas,16,2003,35.78795,48.75,45.81245
Kansas,16,2004,36.59052,50.1,45.81245
Kansas,16,2005,34.57004,45,45.81245
Kansas,16,2006,40.57601,50.4,45.81245
Kansas,16,2007,44.38121,52.875,45.85308
Kansas,16,2008,44.801,54,45.85308
Kansas,16,2009,42.51202,55.15,45.19296
Kansas,16,2010,35.05216,48.9,45.19296
Kansas,16,2011,30.7065,4.333333,5.382538
Kansas,16,2012,35.8547,11,5.382538
Kansas,16,2013,34.2966,8.583333,5.382538
Kansas,16,2014,,,5.382538
Kentucky,17,1960,61.42039,75.92857,75.47151
Kentucky,17,1961,58.67506,80.07143,75.47151
Kentucky,17,1962,58.63634,80.07143,75.47151
Kentucky,17,1963,62.39613,87.1,72.87746
Kentucky,17,1964,63.11249,87.1,72.87746
Kentucky,17,1965,36.4257,52.08333,76.1002
Kentucky,17,1966,34.34871,54,76.1002
Kentucky,17,1967,46.37154,56,74.00981
Kentucky,17,1968,46.64276,46.59975,56.5731
Kentucky,17,1969,37.51065,38.0575,56.7884
Kentucky,17,1970,37.49471,38.1625,57.7632
Kentucky,17,1971,47.12949,46.5,57.11747
Kentucky,17,1972,34.45876,50.8,72.64725
Kentucky,17,1973,49.93936,62.83333,75.11848
Kentucky,17,1974,46.12368,62.25,75.11848
Kentucky,17,1975,43.11535,61.28571,73.3243
Kentucky,17,1976,46.33173,61.71429,73.3243
Kentucky,17,1977,40.41508,54.85714,73.3243
Kentucky,17,1978,38.00259,48.35714,73.3243
Kentucky,17,1979,36.6406,49.33333,73.56127
Kentucky,17,1980,39.1246,54.33333,73.56127
Kentucky,17,1981,47.46586,62.33333,73.56127
Kentucky,17,1982,48.27805,67.41666,73.56127
Kentucky,17,1983,47.8834,72.91666,73.56127
Kentucky,17,1984,49.81226,68.08334,73.56127
Kentucky,17,1985,40.28299,62.5,76.02573
Kentucky,17,1986,43.95547,68.8,76.02573
Kentucky,17,1987,45.55264,77,76.02573
Kentucky,17,1988,48.79615,80.6,76.02573
Kentucky,17,1989,38.97809,64,76.02573
Kentucky,17,1990,39.09045,68.4,76.02573
Kentucky,17,1991,38.34497,71.4,76.02573
Kentucky,17,1992,49.22145,77.8,76.02573
Kentucky,17,1993,44.3707,72.6,73.71022
Kentucky,17,1994,38.21973,62.5,73.71022
Kentucky,17,1995,38.35423,79.11807,72.61187
Kentucky,17,1996,36.12257,69.30965,72.61187
Kentucky,17,1997,33.47897,69.64561,68.17589
Kentucky,17,1998,36.46187,73.95526,68.17589
Kentucky,17,1999,26.26402,48.24211,59.15333
Kentucky,17,2000,15.3974,27.31128,55.11666
Kentucky,17,2001,15.59486,24.93214,55.11666
Kentucky,17,2002,8.449893,9.908083,55.11666
Kentucky,17,2003,33.42811,55.83553,57.86239
Kentucky,17,2004,34.63516,28.05044,35.07368
Kentucky,17,2005,41.63443,27.02015,33.37837
Kentucky,17,2006,39.44261,26.63498,33.37837
Kentucky,17,2007,51.36536,37.1321,37.51729
Kentucky,17,2008,52.29519,75.94201,65.16876
Kentucky,17,2009,44.9558,73.15278,65.87057
Kentucky,17,2010,37.49059,69.02669,68.3644
Kentucky,17,2011,37.49237,64.58212,62.43007
Kentucky,17,2012,35.29497,57.81203,63.07402
Kentucky,17,2013,41.27558,64.46429,63.00174
Kentucky,17,2014,,,62.28866
Louisiana,18,1960,30.4286,36.5,61.28978
Louisiana,18,1961,36.41242,45.33333,59.70641
Louisiana,18,1962,36.35408,45.33333,59.70641
Louisiana,18,1963,35.0094,50.7,63.00609
Louisiana,18,1964,34.22068,50.7,63.00609
Louisiana,18,1965,22.24571,33.28428,60.56503
Louisiana,18,1966,20.6623,29.6,60.56503
Louisiana,18,1967,18.48182,23.95,54.3331
Louisiana,18,1968,13.33915,18.3,54.3331
Louisiana,18,1969,10.99295,14.4,53.71361
Louisiana,18,1970,18.31115,24.45,53.71361
Louisiana,18,1971,23.89399,29.9,52.80975
Louisiana,18,1972,15.41744,21.55,52.80975
Louisiana,18,1973,33.21691,43.61111,59.32069
Louisiana,18,1974,21.31496,25.55556,59.32069
Louisiana,18,1975,23.37691,31.9375,64.98392
Louisiana,18,1976,24.35322,31.8125,64.98392
Louisiana,18,1977,23.36119,31.92857,67.43399
Louisiana,18,1978,20.319,27.14286,67.43399
Louisiana,18,1979,22.58219,29.42857,65.97411
Louisiana,18,1980,24.84522,20.65625,47.64514
Louisiana,18,1981,24.23719,21.6875,46.74171
Louisiana,18,1982,24.03748,18.65625,46.74171
Louisiana,18,1983,29.81567,27.28125,46.74171
Louisiana,18,1984,26.14329,38.1875,64.03182
Louisiana,18,1985,31.69826,51.5,64.01912
Louisiana,18,1986,34.92858,54.75,64.01912
Louisiana,18,1987,35.38049,59.92857,60.76022
Louisiana,18,1988,42.74006,69.25,60.76022
Louisiana,18,1989,31.28903,48.5,64.31956
Louisiana,18,1990,29.79128,47,64.31956
Louisiana,18,1991,26.69831,27.78125,44.77107
Louisiana,18,1992,37.88263,58.16667,64.92891
Louisiana,18,1993,33.11603,64.08334,71.36086
Louisiana,18,1994,34.56035,59.33333,71.36086
Louisiana,18,1995,28.24272,58.75,71.36086
Louisiana,18,1996,36.30204,39.4,47.75558
Louisiana,18,1997,28.54329,30.8125,48.44025
Louisiana,18,1998,35.13431,39.575,48.44025
Louisiana,18,1999,33.34529,37.7875,46.90674
Louisiana,18,2000,24.22432,28.8125,46.90674
Louisiana,18,2001,31.84331,37.6875,46.90674
Louisiana,18,2002,31.7429,37.8,46.90674
Louisiana,18,2003,33.74208,36.9125,45.62965
Louisiana,18,2004,41.19297,74.75,71.96344
Louisiana,18,2005,44.26287,88.66666,78.02979
Louisiana,18,2006,32.82051,65.66666,78.02979
Louisiana,18,2007,45.13145,90.16666,73.40047
Louisiana,18,2008,43.24025,46.54333,43.85608
Louisiana,18,2009,41.74784,41.29944,38.84464
Louisiana,18,2010,36.81895,39.0353,39.42331
Louisiana,18,2011,35.37876,25.64649,28.25478
Louisiana,18,2012,38.57437,13.01949,12.37309
Louisiana,18,2013,42.16489,13.53544,14.6926
Louisiana,18,2014,,,14.02937
Maine,19,1960,67.28604,42,39.45497
Maine,19,1961,55.48361,21.375,44.22816
Maine,19,1962,55.64695,21.375,44.22816
Maine,19,1963,73.06011,50.33333,45.93771
Maine,19,1964,74.09647,50.33333,45.93771
Maine,19,1965,74.55641,71.34271,69.72225
Maine,19,1966,78.31748,75.27914,69.72225
Maine,19,1967,56.76518,54.16667,68.09411
Maine,19,1968,59.85725,57.33333,68.09411
Maine,19,1969,62.64436,63.23116,71.22248
Maine,19,1970,61.15983,61.06173,71.22248
Maine,19,1971,61.91103,63.126,72.61133
Maine,19,1972,62.49773,63.25799,72.61133
Maine,19,1973,73.0199,74.53554,72.60553
Maine,19,1974,75.03825,77.37782,72.86313
Maine,19,1975,73.25911,74.61591,70.23389
Maine,19,1976,61.73768,64.70531,70.23389
Maine,19,1977,67.88791,69.18,68.27488
Maine,19,1978,46.45537,48.54967,68.69128
Maine,19,1979,53.13286,60.5875,73.62731
Maine,19,1980,46.41749,58.23701,73.62731
Maine,19,1981,55.14896,80.07282,78.42147
Maine,19,1982,56.70695,80.0127,78.42147
Maine,19,1983,61.96963,81.5,86.42519
Maine,19,1984,66.29365,81.5,86.42519
Maine,19,1985,54.62544,74.17726,85.01405
Maine,19,1986,63.29977,84.49183,85.01405
Maine,19,1987,70.65212,69.03439,64.61783
Maine,19,1988,78.23235,75.70547,64.61783
Maine,19,1989,64.33352,61.09286,65.61249
Maine,19,1990,59.14986,57.01786,65.61249
Maine,19,1991,72.86806,71.75,67.68788
Maine,19,1992,69.504,68.875,67.68788
Maine,19,1993,65.82056,64.13214,66.68971
Maine,19,1994,64.17363,63.73571,66.68971
Maine,19,1995,60.309,59.5759,61.58039
Maine,19,1996,52.20161,48.38211,60.50027
Maine,19,1997,71.17118,77.48294,72.2569
Maine,19,1998,69.91621,76.88927,72.2569
Maine,19,1999,62.27345,69.72392,72.79167
Maine,19,2000,54.26173,63.22279,72.2569
Maine,19,2001,71.66331,76.27689,70.80437
Maine,19,2002,65.44279,77.11123,73.62326
Maine,19,2003,66.05895,89.18708,78.70773
Maine,19,2004,66.94896,86.81905,78.70773
Maine,19,2005,77.89715,88.59511,78.52557
Maine,19,2006,70.32111,88.85944,78.52557
Maine,19,2007,77.91103,90.55383,80.44141
Maine,19,2008,91.90404,94.46429,80.52906
Maine,19,2009,81.41131,96.59286,85.05852
Maine,19,2010,68.91593,94.21429,85.05852
Maine,19,2011,67.06781,43.05745,54.1608
Maine,19,2012,69.76707,47.65706,53.92485
Maine,19,2013,74.19726,70.04998,66.85028
Maine,19,2014,,,67.13589
Maryland,20,1960,65.18497,91.78571,76.5161
Maryland,20,1961,62.13,89.5,75.98172
Maryland,20,1962,62.50037,89.5,75.98172
Maryland,20,1963,75.38344,91,80.50584
Maryland,20,1964,76.04085,91,80.50584
Maryland,20,1965,65.39349,88.9375,81.14421
Maryland,20,1966,61.1851,88.375,81.14421
Maryland,20,1967,69.88775,68.83334,66.62878
Maryland,20,1968,71.27756,69.58334,66.62878
Maryland,20,1969,60.01201,75.7,79.82397
Maryland,20,1970,55.90945,67.4,79.82397
Maryland,20,1971,55.36644,69.3,82.70819
Maryland,20,1972,53.29964,64.3,82.70819
Maryland,20,1973,57.92823,72.75,82.74374
Maryland,20,1974,55.20218,66.625,82.74374
Maryland,20,1975,60.24123,69.4,82.46445
Maryland,20,1976,57.08429,68.5,82.46445
Maryland,20,1977,60.05897,73.41666,83.24306
Maryland,20,1978,58.82557,70,83.24306
Maryland,20,1979,59.74799,78.92857,83.81371
Maryland,20,1980,59.32486,75.07143,83.81371
Maryland,20,1981,63.36685,78.3125,81.86781
Maryland,20,1982,61.10776,74.75,81.86781
Maryland,20,1983,64.17376,83.6875,81.86781
Maryland,20,1984,60.51325,73.875,81.86781
Maryland,20,1985,63.33582,77.5,82.53699
Maryland,20,1986,64.84203,78,82.53699
Maryland,20,1987,73.53686,85.75,78.92265
Maryland,20,1988,77.68532,86.6875,78.92265
Maryland,20,1989,69.46236,78.6875,78.92265
Maryland,20,1990,62.2385,75.625,78.92265
Maryland,20,1991,64.21408,79.42857,81.27478
Maryland,20,1992,66.26447,81.71429,81.27478
Maryland,20,1993,67.71006,92.91666,87.59309
Maryland,20,1994,62.33578,86.16666,87.59309
Maryland,20,1995,60.50681,95.08334,87.75993
Maryland,20,1996,58.37288,90.16666,87.75993
Maryland,20,1997,61.61105,94.08334,87.40691
Maryland,20,1998,68.68105,97.91666,87.40691
Maryland,20,1999,70.64275,94.58334,87.40691
Maryland,20,2000,63.35731,90.5,87.40691
Maryland,20,2001,67.5706,97.5,87.40691
Maryland,20,2002,66.96189,97.5,87.40691
Maryland,20,2003,61.93776,55.21875,51.33082
Maryland,20,2004,66.82459,59.5,51.33082
Maryland,20,2005,65.06158,55.53125,51.33082
Maryland,20,2006,70.33848,62.125,51.33082
Maryland,20,2007,73.69961,95.1875,86.61701
Maryland,20,2008,78.73388,97.66762,86.61701
Maryland,20,2009,65.99416,94.44444,83.7847
Maryland,20,2010,60.1859,91.61111,83.7847
Maryland,20,2011,61.31796,93.125,86.79333
Maryland,20,2012,62.81186,91.625,86.79333
Maryland,20,2013,60.80084,89.77778,85.86098
Maryland,20,2014,,,85.86098
Massachusetts,21,1960,74.96021,99.38889,82.54344
Massachusetts,21,1961,66.99809,62.30149,64.38727
Massachusetts,21,1962,66.86505,62.30149,64.38727
Massachusetts,21,1963,71.54493,96.5,84.21994
Massachusetts,21,1964,71.912,96.5,84.21994
Massachusetts,21,1965,60.96976,57.24405,65.25655
Massachusetts,21,1966,63.15819,58.9881,65.25655
Massachusetts,21,1967,73.08628,71.03571,68.99724
Massachusetts,21,1968,80.62804,79.76785,68.99724
Massachusetts,21,1969,80.36041,79.79375,71.43533
Massachusetts,21,1970,73.13173,71.975,71.43533
Massachusetts,21,1971,74.42117,72.73889,72.14624
Massachusetts,21,1972,75.86644,74.26111,72.14624
Massachusetts,21,1973,82.97498,81.275,74.36526
Massachusetts,21,1974,84.51759,83.9125,74.36526
Massachusetts,21,1975,86.87366,92.36364,89.20415
Massachusetts,21,1976,74.18671,80.03058,89.20415
Massachusetts,21,1977,79.13972,83.5,90.8023
Massachusetts,21,1978,73.62331,78.75,90.8023
Massachusetts,21,1979,78.20151,85.95454,89.25955
Massachusetts,21,1980,76.96526,79.54546,89.25955
Massachusetts,21,1981,70.28671,84.86364,89.13953
Massachusetts,21,1982,86.19505,92.09091,89.13953
Massachusetts,21,1983,74.07465,89.40909,89.13953
Massachusetts,21,1984,79.5079,83.81818,89.13953
Massachusetts,21,1985,90.10193,91.45454,88.01317
Massachusetts,21,1986,88.16226,88.54546,88.01317
Massachusetts,21,1987,89.10191,93.45834,88.00778
Massachusetts,21,1988,93.91189,95.04166,88.00778
Massachusetts,21,1989,89.56998,92.875,88.58327
Massachusetts,21,1990,88.2975,90.625,88.58327
Massachusetts,21,1991,84.00214,81.66586,71.08244
Massachusetts,21,1992,84.15839,82.75494,71.08244
Massachusetts,21,1993,72.33609,65.05,64.90521
Massachusetts,21,1994,68.44566,60.575,64.90521
Massachusetts,21,1995,67.82901,59.2,64.90521
Massachusetts,21,1996,76.27373,70.3,64.90521
Massachusetts,21,1997,82.94929,75.41377,71.94787
Massachusetts,21,1998,83.92599,75.58877,71.94787
Massachusetts,21,1999,84.07531,75.94189,72.87685
