"stname","year","cl.blk","ent.blk","reun.blk","lifelos.blk","grp.inst.blk","cl.white","ent.white","reun.white","lifelos.white","grp.inst.white","cl.nat.am","ent.nat.am","reun.nat.am","lifelos.nat.am","grp.inst.nat.am","cl","ent","reun","lifelos","grp.inst","state","tot","child","child.pov","wht","wht.child","wht.child.pov","wht.lessHS","blk","blk.child","blk.child.pov","blk.lessHS","amind","amind.child","amind.child.pov","amind.lessHS","lessHS","latino","latino.child","latino.child.pov","latino.lessHS","foreign","foreign.child","foreign.child.pov","foreign.lessHS","adult","welf","wht.welf","w.adult","b.adult","a.adult","l.adult","blk.welf","latino.welf","amind.welf","wht.unemp","blk.unemp","latino.unemp","amind.unemp","unemp","wht.emp","blk.emp","latino.emp","amind.emp","emp","blk.singpar","latino.singpar","amind.singpar","wht.singpar","singpar","wht.f","blk.f","amind.f","f","incartot","new.incar","WHITEM","WHITEF","BLACKM","BLACKF","AIANM","AIANF","incar.f","incar.m","statename","inst6014_nom","St","v.crime.rt","pctblk1930","pctimm1930","pctami1930","boarding.n","board"
"NM",2006,305,120,90,623.895081967213,29,1167,518,425,526.164524421594,130,544,329,199,389.211009174312,130,4417,2121,1519,487.145540968764,499,35,1899054.66666667,491794.333333333,136510,807691,148459.666666667,20348,0.069529571710583,38631.3333333333,11944,3908,0.137483770828525,181132,58545,25250.6666666667,0.282244529126141,0.18388356712686,837331,262160.666666667,86756.6666666667,0.314367006993716,191112,23792.6666666667,10946.3333333333,70976.3333333333,1407260.33333333,22226,5975,659231.333333333,26687.3333333333,122587,575170.333333333,734,11255.6666666667,4197,21936,3011.66666666667,31440.6666666667,8612.66666666667,66535.3333333333,401878,16069.3333333333,363714.666666667,66774.3333333333,863198.333333333,5413.33333333333,99589.3333333333,24169.3333333333,32666.3333333333,165325.666666667,341614.333333333,13005.3333333333,65207.6666666667,727929.333333333,6639,4343,1420,198,532,57,409,42,667,5972,"New Mexico",82.35806,"New Mexico",634.420915388779,0.00709350576941856,0.0569295007878273,0.0704229681493487,14,TRUE
"NV",2006,2397,1152,761,658.476011681268,444,3957,1644,1210,624.612838008592,563,156,72,40,613.282051282051,29,8563,3956,2776,586.218031063879,1359,32,2390914.33333333,617230,106628.333333333,1432463.33333333,294366.666666667,32129.6666666667,0.0963352931731638,171178,53293,17999.6666666667,0.132307976323611,29695,7635.66666666667,1976.33333333333,0.148987469911965,0.167708545142324,563333,206898,45184.3333333333,0.454507828047402,457775.666666667,39998,9826.66666666667,132485.333333333,1773684.33333333,20666.6666666667,11667.6666666667,1138096.66666667,117885,22059.3333333333,356435,3173,3284,746,41440.3333333333,8632.66666666667,16032.3333333333,1768.66666666667,72767.3333333333,728640.666666667,75110.3333333333,256143,13594,1166773.66666667,29752.3333333333,54843,3583.33333333333,72753.3333333333,175387.666666667,565487.666666667,59955,11626.6666666667,877720.666666667,12754,6244,5861,737,3237,252,182,19,1126,11628,"Nevada",32.43749,"Nevada",774.097161992281,0.00494195061872431,0.166356703041664,0.0476970466173647,0,FALSE
"NY",2006,19941,5832,3281,1271.91156598769,4537,8927,3070,2215,818.385063262793,2718,124,49,27,723.991935483871,45,43191,13353,8107,1166.37279829874,10772,36,18882445.6666667,4534455.33333333,954645.666666667,11444689,2431130,291642,0.102202420958538,2942142.33333333,853901,287229.333333333,0.210294310677876,65846.6666666667,17220,6109,0.257301562166553,0.160079366977153,3059617.33333333,906535.666666667,315802.333333333,0.357608833508276,4140792,285663,76874,889808.333333333,14347990.3333333,276161,90356,9013559,2088241.33333333,48626.6666666667,2153081.66666667,92634.3333333333,83708.3333333333,2395,319922.666666667,157690.666666667,130003,3707.33333333333,657962.333333333,5607723,1201585.33333333,1293146.33333333,26848.3333333333,8777400.33333333,500038,421156.666666667,7435.33333333333,445237.333333333,1405618.66666667,4701727.33333333,1179461.33333333,25541.3333333333,7551230,63538,26293,12095,864,31048,1314,309,6,2869,60669,"New York",44.72255,"New York",443.98380103905,0.0327254784399775,0.26090113387108,0.000628304299782389,0,FALSE
"OH",2006,11812,4797,3406,687.963173044362,1438,14382,6545,4462,531.906480322625,1821,133,60,40,532.84962406015,18,27299,11880,8245,596.921755375655,3360,39,11265435.6666667,2766022.66666667,546104.333333333,9362857.33333333,2151035.33333333,318868.333333333,0.126233107016431,1323012,411336.666666667,173330.666666667,0.2029725318883,21223,4113,1184.33333333333,0.216266780004708,0.137336772077021,254356.333333333,86849,26175,0.289648109997495,440667.666666667,47677,9707.33333333333,63068.6666666667,8499413,133203.666666667,86514.6666666667,7211822,911675.333333333,17110,167507.333333333,38684.6666666667,3694,692.666666666667,313647,94607,12719.3333333333,1790.33333333333,433028.333333333,4614012,515758.666666667,112134.333333333,8800.33333333333,5372657.33333333,254457,33792,1910.66666666667,505068,831732.666666667,3734954,500676.666666667,9055.33333333333,4425080.66666667,48482,31897,22096,2338,22051,1313,45,4,3647,44835,"Ohio",22.89777,"Ohio",342.52559014806,0.0442433212060607,0.0980404833076472,4.3160825843374e-05,0,FALSE
"OK",2006,4525,1659,1050,722.649281767956,651,7397,2850,1990,617.4746518859,760,4420,1556,1039,642.221040723982,373,18044,6817,4575,640.211205941033,1979,40,3473796,861821.333333333,210469.333333333,2519791,546367,104300.666666667,0.136193135272233,249605.666666667,75876.3333333333,34389.3333333333,0.17824784965559,255502.333333333,82128.6666666667,23897.6666666667,0.194805745253811,0.159835657704675,227044.333333333,85195.6666666667,32352.6666666667,0.456274247970417,185621,23542,7361.66666666667,48048.3333333333,2611974.66666667,59295.3333333333,38064.6666666667,1973424,173729.333333333,173373.666666667,141848.666666667,8373,3070.33333333333,6149.66666666667,68990.3333333333,14559.3333333333,7527,12300.3333333333,110820.333333333,1212729.33333333,99724.3333333333,101279,101411.666666667,1608729.33333333,44998.6666666667,26939,26674,132028,254361.333333333,1020430.33333333,92588,89180.6666666667,1343745.33333333,22873,8671,12097,1421,6482,619,1861,271,2361,20512,"Oklahoma",51.38537,"Oklahoma",513.674378115468,0.0684716119456233,0.0129687961326205,0.0380720341630134,43,TRUE
"OR",2006,1205,403,231,1068.96763485477,69,8914,2853,2082,817.587054072246,584,1888,470,464,818.409957627119,88,16136,5294,3788,798.049020823004,904,41,3589321.33333333,847417.333333333,160882,2919850,616881,87651.3333333333,0.0937079750924603,60230.6666666667,18935.6666666667,6890.66666666667,0.147997801029681,50889.3333333333,14876,5332.33333333333,0.292171788095508,0.124746342699253,358048,135255.666666667,51287.3333333333,0.464156701058625,368621.666666667,43304,14272,92834.6666666667,2741904,46337,37227.3333333333,2302969,41295,36013.3333333333,222792.333333333,905,4025.66666666667,954.333333333333,104221.333333333,3873.66666666667,15252.3333333333,3556.66666666667,133424.333333333,1431043.66666667,24908.3333333333,156553.666666667,20976,1721938,11053.3333333333,44746.6666666667,6613.33333333333,145486.333333333,221087.666666667,1185299.66666667,19005.3333333333,17647,1396022.33333333,13191,5496,9612,848,1297,92,251,36,991,12200,"Oregon",74.61814,"Oregon",287.965301518467,0.00242112003264832,0.120504694218476,0.00411978481845742,3,TRUE
"PA",2006,16022,6122,3984,763.196042940956,5299,14564,6311,4396,614.396388354848,4062,68,32,17,744.897058823529,16,34442,14209,9420,679.098252134022,10432,42,12120393,2811069.66666667,507447.666666667,10014462.6666667,2133374.66666667,255301.333333333,0.122742950932037,1220794,374417.666666667,155089,0.213430031624322,14785.6666666667,2655.66666666667,842.666666666667,0.225663133361996,0.13850444428255,486666,174624.666666667,71582,0.352968835850242,657901.333333333,66764.6666666667,13340,107510,9309323.33333333,164030,90401.6666666667,7881088,846376.333333333,12130,312041.333333333,52452,17624,248.666666666667,279301.333333333,83620.3333333333,21195,1602,398950.333333333,4930690.33333333,442087.333333333,183999.333333333,5872.66666666667,5726295,241689.333333333,82863.6666666667,981,439969.666666667,799920.666666667,4107293,473546,6189,4876475.66666667,43971,17740,15569,1277,21545,746,57,10,2221,41750,"Pennsylvania",57.04884,"Pennsylvania",443.574725671024,0.0448140016603335,0.130520329565677,1.46404291746377e-05,1,TRUE
"RI",2006,1148,529,236,655.024390243902,420,2220,988,527,646.904054054054,897,72,24,8,785.027777777778,25,4425,2032,1016,629.775367231638,1744,44,1045965.33333333,242842.666666667,46189.6666666667,832774,168913.333333333,16303,0.144817185145377,53570.6666666667,17989,8604.33333333333,0.236762753469838,4960,1768.33333333333,632,0.182280972897927,0.172471192179396,114260.333333333,42069.3333333333,18669,0.421021732976718,135929,10450.6666666667,2900.66666666667,40255.6666666667,803122.666666667,15196.6666666667,7721.33333333333,663860.666666667,35581.6666666667,3191.66666666667,72191,2604.66666666667,4657.66666666667,218.666666666667,23697.6666666667,2421.33333333333,5712.33333333333,305,33131,433187.666666667,22328.6666666667,47262,1762.66666666667,524207.333333333,11789.3333333333,23496.3333333333,1237.66666666667,40933.6666666667,80970,351000.333333333,18633,2051.66666666667,423615,3713,906,1782,170,1074,61,18,3,229,3484,"Rhode Island",73.03656,"Rhode Island",234.137778944873,0.0150367508126797,0.251241902213794,0.000883588647164159,0,FALSE
"SC",2006,4210,1689,1137,897.377434679335,963,3629,1632,1205,616.737117663268,1037,17,9,4,656.176470588235,9,8180,3486,2484,755.607946210269,2102,45,4169492.66666667,1027702.33333333,240015,2734716.33333333,596340,73918.3333333333,0.145700967375456,1200551.66666667,356254.333333333,141594,0.266629043930008,10586,1613.33333333333,149,0.331231060384929,0.18506861335213,135742.666666667,42258.3333333333,15997,0.427701670748816,200576,23125.6666666667,5896,37549,3141790.33333333,26852.6666666667,11280.3333333333,2138376.33333333,844297.333333333,8972.66666666667,93484.3333333333,14407,415,57,72033.6666666667,73462,4728.66666666667,683,154476.666666667,1334071,486926.333333333,70813,4712.66666666667,1935392.66666667,208155,12360,823.666666666667,123486,356344,1105082,468316,4523.66666666667,1645456.66666667,22930,9620,6861,805,14717,774,43,5,1590,21340,"South Carolina",11.00041,"South Carolina",798.29856198332,0.453026893948058,0.00363686642230522,0.000416644941541889,0,FALSE
"SD",2006,209,115,74,427.923444976077,31,968,422,348,570.743801652893,213,1707,761,509,510.826596367897,346,3007,1356,970,526.134020618557,610,46,759517,192251.333333333,33925.6666666667,674040.666666667,157333.333333333,18901.3333333333,0.108935651786319,6893,2596,743,0.222111098408057,50400,20696,11444.6666666667,0.198456862703099,0.11893175821064,12824.3333333333,4195,1030.66666666667,0.396769916837928,19984.3333333333,4045,1612.33333333333,3359,567265.666666667,6723,3616.66666666667,516707.333333333,4297,29704,8629.33333333333,200.333333333333,31,2721,11032.3333333333,196.666666666667,616.666666666667,4735.33333333333,16957,368620.333333333,3308.33333333333,6458,14273.6666666667,397747,1675.33333333333,1668,10004.6666666667,30352,45852,263466,1325,16379,290015,3316,2436,1938,215,167,8,802,119,347,2969,"South Dakota",21.8348,"South Dakota",163.524977057788,0.00118257006755081,0.0967755995336592,0.0345340575472967,6,TRUE
"TN",2006,4957,1963,1530,728.862618519266,746,9545,4180,3530,521.072289156627,1172,39,17,6,343.435897435897,4,15459,6612,5387,582.697845915001,1998,47,5866109.66666667,1402142.66666667,322258.333333333,4568959,996027,170115,0.182445111625997,971153,294520.666666667,119682.666666667,0.211022229397147,16146,3092.33333333333,1086.66666666667,0.250814134351074,0.192101781285378,175019.666666667,59087.3333333333,20640.3333333333,0.434105135356437,255236.666666667,32913.6666666667,7953,46460,4463967,70682.6666666667,40973,3572932,676632.333333333,13053.6666666667,115932.333333333,26445.6666666667,1542.33333333333,549.666666666667,140156,64348,5816.66666666667,540.666666666667,214866.333333333,2198878,405509,81601,8090.33333333333,2749497.33333333,180258.333333333,16705.6666666667,1457.33333333333,219516.333333333,432567.333333333,1850668.66666667,373330.333333333,6584.66666666667,2324105.66666667,19312,13709,11670,1308,11639,620,43,8,1174,18138,"Tennessee",60.71787,"Tennessee",784.19945439138,0.183810548916498,0.00523052037341136,3.86647189943595e-05,0,FALSE
"TX",2006,12610,4283,2402,777.82537668517,1809,15007,5777,3436,636.572999267009,2348,252,95,57,709.095238095238,31,45543,16928,9548,669.879059350504,6634,48,22549504.6666667,6338772.33333333,1576758,11026976.6666667,2469911,262023.666666667,0.0967418390633537,2527452,775669.333333333,255407.333333333,0.170437474418177,104253,23697.3333333333,5303.66666666667,0.236356046882769,0.212556648013304,7960048.66666667,2793553.66666667,1018251.33333333,0.44945195665923,3707790.33333333,401441,150937.666666667,1311476.33333333,16210732.3333333,159144.333333333,58107,8557065.66666667,1751782.66666667,80555.6666666667,5166495,35538.3333333333,60568,1314.66666666667,336193.333333333,165015,315838.333333333,6840,852374,5533802,1072940,3288564.33333333,47899.6666666667,10371381,408512.333333333,822800.666666667,7784,486423.333333333,1773993.66666667,4408248,958898.333333333,39223.6666666667,8292099,158510,71927,48942,6076,59492,4925,NA,NA,12295,146215,"Texas",10.07278,"Texas",538.845539164393,0.144891223174954,0.0631082980873482,0.000216751792953316,0,FALSE
"UT",2006,300,156,79,464.536666666667,39,2761,1350,745,504.74972835929,371,273,103,65,588.860805860806,29,4383,2173,1177,482.68012776637,548,49,2450561.33333333,762655.666666667,95378.6666666667,2044141.33333333,609032,53308.3333333333,0.068763909954628,21913,8282,1916.66666666667,0.168581822065817,24296.3333333333,9095.33333333333,2663,0.162968311866185,0.100287874558172,269072.333333333,103835.666666667,31523,0.362829202629311,205936.333333333,23862.3333333333,6798,44877.3333333333,1687905.66666667,20837.3333333333,16791,1435109.33333333,13631,15201,165236.666666667,165,2419.33333333333,718,51506.3333333333,1244.66666666667,9312,819.333333333333,66104,989855.333333333,9179.66666666667,121844,9956.33333333333,1170119.66666667,2088.33333333333,24066.6666666667,3750.33333333333,84656.6666666667,119912.333333333,732069.333333333,5594,8122.66666666667,854839,5031,3534,3902,434,438,38,262,31,489,4542,"Utah",16.04604,"Utah",230.926682920539,0.00258372219561786,0.09767691914233,0.00551273645119654,1,TRUE
"VA",2006,5148,1729,626,936.801087801088,1285,5067,1952,807,710.264258930334,1280,15,4,1,607.5,3,10990,4039,1546,805.501410244746,2723,51,7394496.66666667,1802024.66666667,243964.666666667,5047459.66666667,1117422.33333333,94683,0.122643556246493,1426473.33333333,401767.333333333,110637.333333333,0.216574372562416,20835,4163,518.333333333333,0.19001775025374,0.148782727371384,441814.333333333,139860.666666667,22461.3333333333,0.321574693561114,821214,86309.3333333333,10735,118314.333333333,5592472,58306.6666666667,26059.3333333333,3930037.33333333,1024706,16672,301953.666666667,27988.3333333333,1986.66666666667,253.333333333333,105391,64799,12376.6666666667,392.333333333333,193383.333333333,2619654,666769,227656,10538,3738276.66666667,208016,37406.6666666667,1424.66666666667,203061,476121.666666667,2024100,559722.333333333,8070,2899700.33333333,30823,12834,11649,1421,21502,1455,12,3,2287,28536,"Virginia",53.95285,"Virginia",291.121910934664,0.279419273535332,0.00962492186897002,0.00048034474239203,0,FALSE
"VT",2006,70,31,17,614.285714285714,10,1986,650,427,719.838028169014,265,4,1,3,1390.25,0,2106,701,464,712.833017077799,283,50,611465.666666667,134158,19089.6666666667,586655.333333333,126371.333333333,17528.3333333333,0.0977700923507132,3072,912,318.333333333333,0.112984423624786,1875.33333333333,343.333333333333,105,0.165658609418363,0.0982077546706488,5404.66666666667,2064.66666666667,523,0.0809946831957309,26601.3333333333,3400.66666666667,413.333333333333,3142,477307.666666667,9613.66666666667,8961.66666666667,460284,2160,1532,3340,111.333333333333,121.333333333333,20,16444.6666666667,191.666666666667,233.333333333333,78,18052,320115.666666667,1358,2335,1040.66666666667,330709.333333333,239.333333333333,825.666666666667,45.3333333333333,32478,34549.3333333333,235013.666666667,849,1006,243966,2215,2418,1750,143,206,8,13,1,157,2058,"Vermont",72.25589,"Vermont",147.514414818603,0.0017444919223594,0.128307066621787,0,0,FALSE
"WA",2006,2505,913,642,820.514570858283,280,9357,3798,2885,586.797157208507,849,2108,784,546,685.493358633776,148,16620,6738,4952,623.671540312876,1486,53,6208303,1502424.66666667,254821.333333333,4759243.66666667,1025667.66666667,127713.333333333,0.0768161700097823,205713.333333333,62208.3333333333,20154.3333333333,0.12716003490496,84883,25398.3333333333,10550.3333333333,0.178725284288443,0.108747707196422,552022,210857.666666667,68071.3333333333,0.423850767786204,824124.333333333,94257.6666666667,25136,165234,4705878.33333333,99178.3333333333,69011.6666666667,3733576,143505,59484.6666666667,341164.333333333,7822.33333333333,9273,4497.33333333333,165659.666666667,12960,26343.3333333333,6230.66666666667,233932.333333333,2374571.66666667,88620.6666666667,236103.666666667,30586.3333333333,3002254.66666667,28201.3333333333,68615.6666666667,11918.6666666667,238722.666666667,397673.666666667,1903735,67748,30070.3333333333,2390262.66666667,16827,15608,10036,1018,3207,224,606,80,1542,15285,"Washington",77.75373,"Washington",354.734619106058,0.00444508695016626,0.171641680086608,0.0075624787338454,1,TRUE
"WI",2006,4960,1710,1243,1076.54988913525,674,6134,2854,2125,554.245642612803,1360,661,299,215,562.723146747353,106,12999,5443,4039,756.388465974625,2355,55,5437296,1312659.33333333,195155.666666667,4671735.33333333,1031416,91345.3333333333,0.101245922549814,319052.666666667,118120.333333333,62082.3333333333,0.240914517483777,45732,15013.3333333333,3975.33333333333,0.166903553549116,0.118472273641157,242306.666666667,87495.6666666667,27132,0.382182671099555,246906.666666667,32182.3333333333,9297,52565,4124636.66666667,39827,27328.3333333333,3640319.33333333,200932.333333333,30718.6666666667,154811,7838.66666666667,2118,943.666666666667,136600.666666667,27483.3333333333,13001.6666666667,3718,187141.666666667,2499418.66666667,112634,104293.666666667,19339.6666666667,2802326,82828.6666666667,32737.3333333333,6356.66666666667,209022.666666667,345907.666666667,1859617,111161.333333333,15278.6666666667,2105681.66666667,22564,8703,11040,799,10070,555,628,58,1404,21160,"Wisconsin",47.59915,"Wisconsin",292.05693418199,0.00411171790752704,0.130796454760402,0.00381808138023746,4,TRUE
