"stname","year","cl.blk","ent.blk","reun.blk","lifelos.blk","grp.inst.blk","cl.white","ent.white","reun.white","lifelos.white","grp.inst.white","cl.nat.am","ent.nat.am","reun.nat.am","lifelos.nat.am","grp.inst.nat.am","cl","ent","reun","lifelos","grp.inst","state","tot","child","child.pov","wht","wht.child","wht.child.pov","wht.lessHS","blk","blk.child","blk.child.pov","blk.lessHS","amind","amind.child","amind.child.pov","amind.lessHS","lessHS","latino","latino.child","latino.child.pov","latino.lessHS","foreign","foreign.child","foreign.child.pov","foreign.lessHS","adult","welf","wht.welf","w.adult","b.adult","a.adult","l.adult","blk.welf","latino.welf","amind.welf","wht.unemp","blk.unemp","latino.unemp","amind.unemp","unemp","wht.emp","blk.emp","latino.emp","amind.emp","emp","blk.singpar","latino.singpar","amind.singpar","wht.singpar","singpar","wht.f","blk.f","amind.f","f","incartot","new.incar","WHITEM","WHITEF","BLACKM","BLACKF","AIANM","AIANF","incar.f","incar.m","statename","inst6014_nom","St","v.crime.rt","pctblk1930","pctimm1930","pctami1930","boarding.n","board"
"CA",2006,32504,9077,5321,1486.23342664657,4517,27793,9956,6529,861.48307127694,4075,3506,1313,805,847.887621220764,303,117470,41090,25557,1002.86998714598,14885,6,35618496.6666667,9594028,1881839.33333333,15456740.6666667,3070876.33333333,273915.666666667,0.0740848727257781,2200564.33333333,657485.333333333,197050,0.138083775350912,259495.333333333,65129,14754.6666666667,0.226522621070417,0.198476700224312,12622996.3333333,4531238.66666667,1244370.66666667,0.452537840313555,9936007,756396.666666667,240702.333333333,3017202,26024468.6666667,477706.333333333,147837.333333333,12385864.3333333,1543079,194366.333333333,8091757.66666667,82184,186203.333333333,8122,453693.666666667,121171.666666667,487594.333333333,14706.6666666667,1241267.33333333,7714956.66666667,893850,5282964.33333333,110888.666666667,16336194,360697.333333333,1275657,25371,638018,2500680,6332886.33333333,819152.666666667,96819.6666666667,13219210.3333333,172298,138697,43059,4494,46294,3360,1463,160,11758,160540,"California",50.91788,"California",545.55362574258,0.0141793126799314,0.195705971495203,0.00349378357460497,5,TRUE
"CO",2006,2241,1034,679,570.272199910754,687,7308,3440,2558,510.107006020799,2176,375,193,94,486.170666666667,119,15035,7059,5149,504.215630196209,4315,8,4597542.33333333,1169471,183261,3309541.66666667,733902.666666667,68404.6666666667,0.0631371181442737,174279.333333333,51773,14932,0.138227088938028,37310.3333333333,9019,2509.66666666667,0.196817520459886,0.119665527184342,895086.666666667,316203.666666667,89862.6666666667,0.389558865038336,511671,65158.6666666667,16765,135391,3428071.33333333,37610,22445,2575639,122506.333333333,28291.3333333333,578883,3789,8782,911.333333333333,98724,11464.6666666667,36794.6666666667,2109.33333333333,155731.333333333,1788628,78540.3333333333,392683,17897.3333333333,2358537.66666667,27109.3333333333,98496.3333333333,2295,150850.333333333,291928,1305702.33333333,59592.6666666667,14811.3333333333,1720137,22051,11063,9285,1268,4005,386,393,60,2282,19769,"Colorado",29.29824,"Colorado",397.190469951808,0.0100360192257353,0.0976729068989461,0.000654332105116704,2,TRUE
"CT",2006,3548,1223,686,998.383878241263,603,3134,1037,603,861.26356094448,542,54,19,15,740.333333333333,4,9405,3248,1863,916.269431153642,1543,9,3420020,820533.333333333,94082.6666666667,2573810,554806.666666667,29019.6666666667,0.0895530967025826,317845.333333333,97039,22693.6666666667,0.173224820373963,7695.33333333333,1999,448,0.198618348247363,0.116735468811696,372039.666666667,124591,38050.6666666667,0.314878797764164,441879.666666667,39912.6666666667,5651,76493.3333333333,2599486.66666667,38434.3333333333,18463.3333333333,2019003.33333333,220806.333333333,5696.33333333333,247448.666666667,9637.33333333333,9535,134.333333333333,71422.3333333333,20327.6666666667,19367.6666666667,147,115856,1331992,143750.666666667,167081,3575.33333333333,1721237,50714.3333333333,60423,747.666666666667,92306,211059.666666667,1055375,121500.333333333,3096,1358674.33333333,18902,7091,5493,714,8168,559,35,4,1367,17535,"Connecticut",59.06821,"Connecticut",239.881638119075,0.0188816274027584,0.239623073501224,9.01171324799398e-05,0,FALSE
"DE",2006,1089,584,368,472.176308539945,384,646,359,209,408.202472952087,197,5,2,0,187.6,3,1864,1021,623,441.588739946381,617,10,828165,199616.333333333,31013.3333333333,575126.333333333,119816.333333333,9196.33333333333,0.119352615558905,169356,51092,14523,0.176634143712985,1773.66666666667,321,34.3333333333333,0.376994809320522,0.144568564967598,51035,18863.6666666667,5478.66666666667,0.462255100754285,68690.6666666667,6946.33333333333,1063.33333333333,12033.6666666667,628548.666666667,8481.66666666667,3846.33333333333,455310,118264,1452.66666666667,32171.3333333333,3108.33333333333,1186.33333333333,84.6666666666667,15258.6666666667,9003.33333333333,1976,49.3333333333333,27082.6666666667,290041.333333333,76778,21894.6666666667,825.666666666667,403803.666666667,27625,6064.33333333333,112.333333333333,25101,61236.3333333333,236048.333333333,64602.3333333333,825,328016.333333333,7021,1556,2185,290,4048,260,1,0,554,6467,"Delaware",65.36476,"Delaware",722.440576455175,0.128865733246258,0.0754136772423766,0,0,FALSE
"FL",2006,20468,8496,6411,716.083887043189,2735,24691,11082,8371,527.163217366652,2501,109,47,34,703.926605504587,15,50467,21999,16613,606.249469950661,5903,12,17470402.3333333,3997296.66666667,752707.333333333,10801079,2054899,224822.333333333,0.107765260744665,2649273,848769.666666667,290374.333333333,0.236605140952544,52820,10158.3333333333,2483,0.206438716381381,0.153394299850921,3443074,918750,215202,0.268416621548531,3391863.66666667,287821.333333333,65956.6666666667,684993.666666667,13473105.6666667,114984.666666667,55452.3333333333,8746180,1800503.33333333,42661.6666666667,2524324,32165.6666666667,24674.3333333333,710,262801.333333333,137232.666666667,117872.666666667,2983.66666666667,535267.333333333,5000556,1136156,1634949.66666667,24641.6666666667,8029449.33333333,454047.666666667,285100.333333333,3769,499559,1281831,4534370.66666667,976782.666666667,21437.3333333333,6988569,90377,36335,38327,3554,42930,2466,93,26,6310,84067,"Florida",16.83177,"Florida",740.893068919401,0.296862475722392,0.0490324161291572,0.00118329793775586,0,FALSE
"GA",2006,11885,4924,3897,708.592343289861,1984,10476,4219,3523,594.126956853761,1620,33,15,13,398.272727272727,3,23688,9764,7973,645.908687943262,3773,13,8918632,2365559.66666667,515818.333333333,5316023,1231308.66666667,138918.333333333,0.143620195387135,2605957.66666667,812588.666666667,297158,0.206312764739044,18669.3333333333,4292.66666666667,975.666666666667,0.237750146401705,0.179675938169477,632226,212682.333333333,61868.6666666667,0.467062279733312,866297,94241.6666666667,21693,184606.333333333,6553072.33333333,61965.6666666667,24644,4084714.33333333,1793369,14376.6666666667,419543.666666667,34411.6666666667,1807,164,141656.333333333,151086.666666667,19282.6666666667,411.333333333333,323225.333333333,2652278,1129131,306382.333333333,7861,4251896.66666667,445420,54338,1756.33333333333,227965.666666667,750195.666666667,2095383.66666667,987942.666666667,7346.66666666667,3376583,52792,22391,18126,1845,28927,1603,598,24,3557,49235,"Georgia",12.73964,"Georgia",485.489254405833,0.372305100396451,0.0049659302351427,0,0,FALSE
"HI",2006,208,85,60,634.846153846154,15,436,220,175,517.463302752294,56,204,63,59,638.813725490196,13,4359,1673,1405,602.20692819454,275,15,1257011.33333333,301987,42689,293563,48533.3333333333,4247.33333333333,0.0575812978364206,23740.6666666667,6056.66666666667,136,0.0334570061773758,3210.33333333333,413,0,0.125599868697755,0.119378058035392,100153,39578.6666666667,7469,0.126667876065549,238437.333333333,23792.3333333333,3976.33333333333,44898,955024.333333333,18121.3333333333,3046.33333333333,245029.666666667,17684,2797.33333333333,60574.3333333333,276.666666666667,2047,46,6883,1216,3533.66666666667,77.3333333333333,29479.6666666667,163641,12970.6666666667,42314,1852.66666666667,615532.666666667,1728.66666666667,10277.6666666667,68.6666666666667,9032.33333333333,64823,117092,6981.66666666667,1269.66666666667,489436,5510,1465,1158,192,232,26,30,4,660,4850,"Hawaii",64.90034,"Hawaii",276.051608126577,0.00207086545620571,0.315425443036757,5.46191336672475e-05,0,FALSE
"IA",2006,2091,811,458,578.323290291726,304,10255,3827,3052,557.948805460751,1544,294,118,65,619.15306122449,38,14366,5630,4075,544.515522762077,2031,19,2893442.33333333,680989.333333333,101979.333333333,2644365.33333333,589284,71580,0.0966185026079031,65608.3333333333,23407.3333333333,12852.6666666667,0.182498597981473,9767.33333333333,2429,1018,0.215492298486678,0.107879678263681,108432,41167.6666666667,11648.6666666667,0.417888347473467,112518.333333333,15086.3333333333,3973,24325.6666666667,2212453,35259.3333333333,30020.3333333333,2055081.33333333,42201,7338.33333333333,67264.3333333333,2633,1692.66666666667,251.333333333333,71755.3333333333,5065.66666666667,4785,453.333333333333,84532,1407685.66666667,25524.3333333333,48779,4008,1512089,15589.3333333333,15096.3333333333,1106.33333333333,125195,164517.333333333,1060585,22257.3333333333,3524.66666666667,1139013.66666667,8838,6573,5948,752,2101,209,113,28,789,8049,"Iowa",65.65125,"Iowa",292.247054748053,0.00581192501363513,0.0698493080536534,0.000112490176994651,0,FALSE
"ID",2006,88,40,24,583.727272727273,12,2397,1133,905,468.26074259491,315,329,132,81,552.547112462006,36,3321,1552,1185,481.124059018368,403,16,1411755.66666667,381616.666666667,71094,1219545.66666667,309328,47269.3333333333,0.0964234811835153,5113.33333333333,1731.33333333333,406.333333333333,0.139396856113254,18748,5613.33333333333,2119.66666666667,0.202042400001609,0.129337637477071,133992.333333333,53206,18412.6666666667,0.531814114844051,91515,13208.6666666667,4989,27880.3333333333,1030139,16068.3333333333,13539.6666666667,910217.666666667,3382,13134.6666666667,80786.3333333333,5.33333333333333,1328.66666666667,614,32348.3333333333,241.333333333333,5126.66666666667,1623.66666666667,40339,592166.666666667,2326.66666666667,54894.6666666667,7813,671909,601.666666666667,13048.6666666667,2645.33333333333,59300.3333333333,79434,461370.666666667,1021.33333333333,7185,519733.666666667,6665,4141,4781,620,135,15,236,41,636,6029,"Idaho",12.46615,"Idaho",253.939125915792,0.00134754475879614,0.0755843853635949,0.00707960492726857,0,FALSE
"IL",2006,15231,2506,1489,1858.24343487395,1299,7664,2071,1216,986.572155532359,529,48,33,12,508.8125,14,24858,4975,2958,1555.40454545455,1969,17,12547394,3229368.33333333,572981.333333333,8237359.66666667,1821541.66666667,161273,0.0954088267265901,1832277.66666667,577294.333333333,239046,0.195286899877645,23417,5372,901,0.254001965551347,0.146699280137726,1811765,637764,146131.333333333,0.424494038337417,1762052,154749.333333333,32300.6666666667,423024.666666667,9318025.66666667,111507,53682,6415818,1254983.33333333,18045,1174001,39649.3333333333,14519,632.666666666667,259370,143388.666666667,77962,1433.33333333333,503938.333333333,4215771.66666667,670671.666666667,794059.666666667,10117,5992245,350506.333333333,162218.333333333,1225,315562.666666667,862918,3325394.33333333,703547.333333333,9432.66666666667,4819342,45106,40325,11753,1144,25809,1374,61,20,2720,42386,"Illinois",79.9688,"Illinois",316.312694094088,0.0436510896704775,0.164392783272729,3.70494303944677e-05,0,FALSE
"IN",2006,6311,2306,1372,701.442719061955,1051,10619,4547,3058,557.863169789999,1842,324,134,87,545.296296296296,36,18123,7379,4781,605.669370413287,3080,18,6150968,1594034,279711.333333333,5189568.66666667,1265486.66666667,171118,0.13743633580318,517961.666666667,167051.333333333,69108.6666666667,0.178304471654576,13003.6666666667,2460,544,0.257169295488087,0.150168555856145,279752.666666667,100001.333333333,26897.6666666667,0.406000260994639,272592.666666667,34392.3333333333,8200.33333333333,55465,4556934,66534,45444.3333333333,3924082,350910.333333333,10543.6666666667,179751.333333333,16465.6666666667,2766.66666666667,457.333333333333,163293.666666667,38451.3333333333,12609.3333333333,551.666666666667,218931.666666667,2561063.66666667,205776.666666667,123610,6109,2953548.33333333,102849,26691,791,284070.333333333,434345.333333333,2024785.66666667,191835.666666667,5269.33333333333,2349784.33333333,24901,17671,13459,1447,9291,658,43,6,2108,22793,"Indiana",16.35748,"Indiana",305.366569944763,0.0350735824288378,0.0435289209842896,0.000174384541828791,0,FALSE
"KS",2006,1901,605,280,900.531825355076,194,6344,2536,1409,621.993064312736,506,162,73,27,629.506172839506,12,9155,3506,1872,682.41856908793,792,20,2695742.66666667,683904.666666667,104302.333333333,2212544,517713,59800.6666666667,0.0857087196537028,147316,46891.3333333333,15227.6666666667,0.135716948775761,24501.6666666667,6651.33333333333,1338.66666666667,0.16297014568343,0.110058900492025,208151,78077,23893,0.40832217355818,163315.666666667,20215.3333333333,5533,38569.3333333333,2011838,29780.3333333333,20111.3333333333,1694831,100424.666666667,17850.3333333333,130074,5246.33333333333,1939.33333333333,590.333333333333,55369.6666666667,8678.33333333333,7319.66666666667,891,74854.6666666667,1170301,65023,92498.6666666667,12084.3333333333,1387056.33333333,24153.6666666667,23307.3333333333,2678.66666666667,108985,170501,870569,52225.6666666667,8747.33333333333,1028037,8833,5084,4498,382,2699,185,112,15,653,8180,"Kansas",45.81245,"Kansas",436.874043862743,0.0370760680538641,0.0423771980119046,0.00138586697622198,1,TRUE
"KY",2006,2939,1294,802,662.80571623001,827,9590,4604,3234,536.953284671533,2269,53,27,11,828.415094339623,12,13333,6357,4315,558.737718442961,3272,21,4100947.66666667,980006.333333333,235967.666666667,3644490.33333333,835913.333333333,183066.666666667,0.210884986611004,291406.333333333,86076,33827.3333333333,0.211803598682002,8887.66666666667,1615.66666666667,308.666666666667,0.245627395402485,0.212687950733978,74274,24628,9361.66666666667,0.379841115187885,123002.333333333,17610,4269,17758,3120941.33333333,40957.6666666667,33672.3333333333,2808577,205330.333333333,7272,49646,5565.66666666667,984.333333333333,40.6666666666667,118613.666666667,20155.6666666667,2397.33333333333,658,143616.666666667,1657594.66666667,120385.666666667,35054.3333333333,3671,1848626.66666667,53683.6666666667,7489,449.666666666667,205005.666666667,278950.666666667,1455966,112386.333333333,4089.33333333333,1618436.33333333,15589,14144,12156,1668,5519,383,7,2,1557,14032,"Kentucky",33.37837,"Kentucky",253.770612207276,0.089531819390877,0.00825382198237616,0,0,FALSE
"LA",2006,4343,1932,1223,777.403177527055,827,4065,1941,1231,543.345633456335,454,31,16,13,613.387096774194,3,8599,3965,2531,662.059541807187,1305,22,4352724.33333333,1126331.33333333,329202,2705849,611354.333333333,92974.3333333333,0.161281816399638,1402138.66666667,445057,219047,0.294063453715214,22436.6666666667,6070.66666666667,1713.33333333333,0.306505492949972,0.20333153667136,122026.666666667,31894,6887.66666666667,0.281910662388419,149192,13357.6666666667,2425.33333333333,26301,3226393,38850,18551.3333333333,2094494.66666667,957081.666666667,16366,90132.6666666667,18470.6666666667,974.333333333333,195,72944.6666666667,85094.3333333333,3903,1124.66666666667,166521,1278471.33333333,525916.666666667,60158.3333333333,9814,1916615.33333333,272051.666666667,8421.66666666667,2404,130345,422145,1080653,530978,7349,1698103.66666667,20815,15211,9282,1132,24627,1239,8,1,1145,19670,"Louisiana",78.02979,"Louisiana",630.294911853289,0.370303584391584,0.0179567112163252,0.0006063611645974,0,FALSE
"MA",2006,4102,1353,978,1004.49439297903,694,8984,3126,2205,866.853517364203,1555,108,28,31,874.240740740741,16,18246,6377,4492,894.974788994848,3001,25,6277374.33333333,1454758.66666667,201753.666666667,5005854,1063836.66666667,81964.3333333333,0.0964332900621762,380535,117407.333333333,38570.3333333333,0.17087602763872,15000.3333333333,2742.66666666667,804.666666666667,0.249365156617521,0.119668720571468,493587.666666667,165051,62665,0.337083278460586,929821,71321,11219.3333333333,182324,4822615.66666667,70007,37095.6666666667,3942017.33333333,263127.666666667,12257.6666666667,328536.666666667,10185.3333333333,18613.6666666667,1160.66666666667,147061,19902.6666666667,24555.3333333333,959.666666666667,207151.333333333,2611147.33333333,167667.333333333,209104.333333333,6599,3179724,67619.6666666667,88117,1120,201774.333333333,380095,2070237.33333333,143661,6090,2526273.66666667,10773,2709,4420,557,2812,149,58,3,842,9931,"Massachusetts",71.10326,"Massachusetts",508.269832349757,0.0116627722875016,0.253468849025441,3.74868585916936e-05,0,FALSE
"MD",2006,9191,2193,1131,1412.43629637689,1846,2933,998,525,838.489942038868,629,26,5,1,1201.5,8,12615,3361,1759,1250.94752279033,2558,24,5497938.66666667,1379725.33333333,161971.333333333,3246560.33333333,723654,48020.3333333333,0.103232592994969,1578556,453334.333333333,94721,0.15773851196026,12959.6666666667,2994,506,0.203278542852647,0.12997602426171,315777,99330.3333333333,11789.6666666667,0.34640376684369,693733.333333333,68734,8823.66666666667,95024.6666666667,4118213.33333333,47521,17284.3333333333,2522906.33333333,1125221.66666667,9965.66666666667,216446.666666667,27435.3333333333,1438.33333333333,131.333333333333,65069,82390.6666666667,12356.3333333333,862.666666666667,168994,1718401.66666667,756208.333333333,160202.333333333,6041.66666666667,2809640,226831.666666667,29647.6666666667,741.666666666667,129879.333333333,405824.333333333,1309217,625826.333333333,4985.66666666667,2171999.66666667,22662,10529,5084,369,16686,705,7,2,1068,21594,"Maryland",51.33082,"Maryland",693.13250493397,0.170567315737493,0.0590080714604611,0,0,FALSE
"ME",2006,144,41,17,1010.21527777778,9,2609,621,336,1194.05519356075,417,89,32,13,823.741573033708,13,3069,740,424,1149.71847507331,470,23,1294257.66666667,275386.666666667,49697,1237296,255392.666666667,43819.3333333333,0.110257137680121,10281.3333333333,4120.66666666667,1578.33333333333,0.154686025874649,6418.66666666667,1369.33333333333,719.666666666667,0.245828328768422,0.112213579236624,12707.3333333333,4142.66666666667,1173.66666666667,0.135922030249414,49661.6666666667,5305.66666666667,1731,7252.33333333333,1018871,25184.6666666667,23031.6666666667,981903.333333333,6160.66666666667,5049.33333333333,8564.66666666667,413,340.666666666667,373.666666666667,33528.3333333333,382.666666666667,407,449.666666666667,35608.6666666667,641571.666666667,4452.66666666667,5408,2985,665504.333333333,2587.66666666667,1600.66666666667,631.666666666667,77427,85110.6666666667,510196,2464,2757.66666666667,528697,2083,619,1739,131,122,4,41,3,145,1938,"Maine",78.52557,"Maine",117.828160441004,0.00178790625290296,0.129976469728805,0.000799778858549171,0,FALSE
"MI",2006,14270,3945,2221,939.633968609866,2042,12589,4362,2516,625.405383943461,1479,489,158,121,641.40899795501,66,28831,9005,5158,779.822103547526,3736,26,9937342.66666667,2496269,485304.333333333,7744070,1775679,225047.666666667,0.112392918476608,1393420,447348.666666667,192031.333333333,0.194973291255874,52180.3333333333,13002,3797.33333333333,0.171093718371179,0.129454060287816,378759.333333333,136605.666666667,40893,0.334450228412797,650687.333333333,73940,18386,112107,7441073.66666667,136855.666666667,75939.3333333333,5968391,946071.333333333,39178.3333333333,242153.666666667,50507,5770.33333333333,1015.66666666667,303809.666666667,110219.666666667,23340,5029,456961.666666667,3728931.66666667,496793,154968,22212.6666666667,4557311.33333333,279537.666666667,45192.6666666667,4533.33333333333,363627,723168,3056537.66666667,522253.333333333,19316.3333333333,3842802,51515,14718,22176,1121,25803,999,377,22,2163,49352,"Michigan",60.47941,"Michigan",569.870657574855,0.0372808596235298,0.180440285003057,0.0012685273224093,1,TRUE
"MN",2006,3762,2133,1473,516.569377990431,1246,7088,3859,2989,431.757195259594,2266,2068,1039,733,542.083172147002,465,14418,7997,5955,456.358787626578,4535,27,5031667,1241576.66666667,149535.333333333,4336150.66666667,984014.666666667,75482.3333333333,0.0755684842128322,211774.333333333,78357.6666666667,33848.6666666667,0.175780883501053,51559.3333333333,17029.6666666667,4947.33333333333,0.179250111680844,0.0927799060782892,186292.666666667,68101.6666666667,16196.3333333333,0.388230352449836,352648.333333333,44751.6666666667,12265.3333333333,64167.6666666667,3790090.33333333,73495.3333333333,49469.3333333333,3352136,133416.666666667,34529.6666666667,118191,11771,2071.33333333333,3262.66666666667,118003.666666667,17735.6666666667,8005.33333333333,4141.66666666667,155923,2377532.66666667,85706.6666666667,86183.3333333333,19714,2673134.66666667,42831.6666666667,20925,7860,185337.333333333,283487.666666667,1710218,66480,18444.3333333333,1927392,8814,7261,4291,332,2770,124,665,70,522,8292,"Minnesota",33.91196,"Minnesota",295.587923445649,0.00414130307726842,0.153620970982694,0.00432916396307982,3,TRUE
"MO",2006,4975,1595,1497,1035.81547738693,796,10973,3904,4415,676.949603572405,1331,93,33,34,695.602150537634,12,16589,5768,6160,780.064259449033,2195,29,5687740.66666667,1394909.33333333,269176.666666667,4716027.33333333,1078734.66666667,156158,0.136311638514302,636945.333333333,199997,84237.6666666667,0.194220762927751,20809,4175.66666666667,1262.66666666667,0.187253958700994,0.146081818077233,153484,53789.3333333333,14628.6666666667,0.300006061803679,222241.333333333,30496.6666666667,5630.66666666667,35104.6666666667,4292831.33333333,58998.6666666667,40906.3333333333,3637292.66666667,436948.333333333,16633.3333333333,99694.6666666667,14655,1150.66666666667,435.333333333333,136478.333333333,40251.6666666667,5565,1043.66666666667,187414,2361289,259622.666666667,70828,9423.66666666667,2766713,120609.666666667,16613,1908.66666666667,242825.333333333,403286.333333333,1879983.66666667,243112.333333333,9203,2233526,30116,19632,15500,1812,11419,718,96,12,2577,27539,"Missouri",18.48341,"Missouri",561.03120500923,0.0622663085991953,0.0431549091231557,0.00018276394201092,0,FALSE
"MS",2006,2691,1004,816,756.225938312895,572,2307,882,790,608.668400520156,524,24,9,7,577.583333333333,6,5144,1950,1669,682.036936236392,1127,28,2849330.66666667,752442.666666667,234677.333333333,1702194,385106,60738,0.170566556523722,1052616.33333333,338171.666666667,165869.333333333,0.312419926950056,10622.3333333333,3367.33333333333,907.333333333333,0.336853083926879,0.220671705858048,46400.3333333333,13339.3333333333,3956.66666666667,0.419136828421171,55676.3333333333,6223.33333333333,1258,10824.6666666667,2096888,29699,11782.6666666667,1317088,714444.666666667,7255,33061,17352.6666666667,360.666666666667,133.666666666667,47462,69910.6666666667,1920,465.333333333333,120858,793345.333333333,380701.333333333,23324.6666666667,3866,1217345.33333333,199642.333333333,4533,1383.66666666667,84836.3333333333,294049.333333333,680775,394808.666666667,3861.33333333333,1106462.33333333,16384,10053,5640,856,13451,916,22,2,1613,14771,"Mississippi",48.17268,"Mississippi",240.933777195861,0.505999974778186,0.00375076930760917,0.00115312657571015,0,FALSE
"MT",2006,85,24,17,710.082352941177,8,1724,606,465,709.94373549884,279,1190,422,343,742.616806722689,130,3218,1153,887,710.688004972032,439,30,915036,208183.666666667,39671.6666666667,815007,173024,25578.6666666667,0.0911350393158823,3109.33333333333,1112,303,0.104465445393191,56656,18760,9292.66666666667,0.218048226147837,0.097877790569189,19933,7237.66666666667,2721.33333333333,0.144589018736203,24718.3333333333,3375.66666666667,530.333333333333,2720,706852.333333333,9784.33333333333,6239,641983,1997.33333333333,37896,12695.3333333333,70.3333333333333,395.333333333333,2897.66666666667,19016.6666666667,10,449.666666666667,5871.66666666667,26539.6666666667,425396,1403,8485.66666666667,19028.3333333333,462588.666666667,384,3332,6709.33333333333,35325.3333333333,48161.3333333333,325039.333333333,771,19814,358786.666666667,2948,2359,2382,235,80,1,581,106,310,2638,"Montana",66.71979,"Montana",268.841881630887,0.00253380837906433,0.151164051899949,0.0257102533523684,1,TRUE
"NC",2006,7323,2648,1478,756.165232828076,830,7702,3018,1832,616.608413399117,958,370,192,99,445.889189189189,37,16692,6413,3706,663.672897196262,1910,37,8508106,2133227,477817,5805111,1281849.33333333,167267.333333333,0.147544774851105,1805714,534573.666666667,203798,0.220149813761695,100527.666666667,27755.6666666667,9361.66666666667,0.32152976531901,0.182959528044625,548684,196715.333333333,77012.6666666667,0.540835702089452,625947.333333333,82264,24608,160860.666666667,6374879,65174.6666666667,30419.6666666667,4523261.66666667,1271140.33333333,72772,351968.666666667,28775.6666666667,3170.66666666667,764.666666666667,167149,103852.333333333,19778.6666666667,3978.33333333333,305609.666666667,2884374.66666667,760231,260122,43657.6666666667,4047516.66666667,297764,67978,9450.66666666667,258938,662645.333333333,2345077.66666667,703695,37709,3314601.66666667,37725,10648,11640,1491,20660,1068,675,64,2721,35004,"North Carolina",75.48719,"North Carolina",488.616385362383,0.287364442368704,0.00287822940234942,0.00527170481078041,0,FALSE
"ND",2006,99,38,27,557.575757575758,19,1291,569,292,530.474825716499,363,684,280,136,620.820175438596,201,2212,948,471,555.606238698011,594,38,622207,140881.333333333,20024,561032,118804,13726.3333333333,0.118263899411511,5327.66666666667,2022.66666666667,381,0.050635638870933,33742,11407.6666666667,4285,0.199384536650718,0.122554163935747,9580.66666666667,3201.66666666667,785.333333333333,0.210324800944762,19805.6666666667,3712.66666666667,765.333333333333,1657.66666666667,481325.666666667,6959.66666666667,4492.33333333333,442228,3305,22334.3333333333,6379,67.6666666666667,270,2086.66666666667,10578.6666666667,82.3333333333333,123,2020,13009.3333333333,315032.666666667,2363.66666666667,5105.66666666667,13647.6666666667,341152.333333333,949,800.666666666667,4366.66666666667,21384,28837,223861.666666667,1796.66666666667,12074.3333333333,244986.333333333,1337,1102,825,111,73,1,247,51,158,1179,"North Dakota",28.82996,"North Dakota",129.056728709256,0.000644836493776012,0.158479884165958,0.0127895876763288,3,TRUE
"NE",2006,1585,604,387,736.919873817035,314,6065,2335,1680,626.02572135202,947,911,325,249,673.216245883644,149,9845,3799,2733,641.791467750127,1620,31,1727795,439778.333333333,66449,1466964.33333333,340559,34372,0.0778210151535826,72492,24975.6666666667,11148.3333333333,0.161417840935763,13454.6666666667,5150.66666666667,1454.66666666667,0.294651371171375,0.105028722476768,125478.333333333,50747,15181.6666666667,0.476099589469527,103160.333333333,15176,3908,29224.6666666667,1288016.66666667,22959.6666666667,14811.6666666667,1126405.33333333,47516.3333333333,8304,74731.3333333333,3997,2319.66666666667,649.333333333333,34370.3333333333,6476,5072,1075.33333333333,48248.3333333333,801058,27970.6666666667,53257.3333333333,4720.33333333333,909029.333333333,14844.6666666667,16559,1958,59577,99735,579772.666666667,24851.6666666667,3845.66666666667,661404.666666667,4399,1980,2250,272,1020,75,181,38,416,3983,"Nebraska",25.26997,"Nebraska",284.350863383677,0.0101763986133961,0.0878719599950622,0.00230204667036589,3,TRUE
"NH",2006,128,45,20,883.21875,33,1358,432,252,1020.05375552283,383,13,5,5,1471,3,1705,561,317,984.568914956012,475,33,1282920.66666667,299136.333333333,30087,1203146.66666667,273193.666666667,24767.3333333333,0.107074387242432,11657,3558,1711.33333333333,0.182488478514721,4281.33333333333,1020.33333333333,381,0.219459828009803,0.109195379397559,26599.3333333333,9021,1860.66666666667,0.215076416598356,80786.6666666667,8599,1460.33333333333,10225.6666666667,983784.333333333,14424.6666666667,12874,929953,8099,3261,17578.3333333333,363,283.666666666667,327,29310.3333333333,433.666666666667,1596.66666666667,45.3333333333333,31996.3333333333,653877.333333333,5994.66666666667,12248.6666666667,1942.33333333333,691174.666666667,1200.66666666667,3620.66666666667,496.666666666667,57911,65712.3333333333,478101,4242,1666,506013,2676,2676,2259,148,155,10,15,1,164,2512,"New Hampshire",44.81289,"New Hampshire",129.859939377909,0.00257402561953325,0.176786976384369,4.33364426227757e-05,0,FALSE
"NJ",2006,9312,2657,3389,1047.67537473233,1866,4671,1979,2172,644.290971330766,967,31,9,12,1043.25806451613,7,17509,6282,7245,843.81894340913,3493,34,8584240.66666667,2134230.66666667,269090.333333333,5407432,1205312,66884,0.100509320078709,1146510,340929.333333333,93095.3333333333,0.177808085805429,16068.3333333333,4170.33333333333,659.333333333333,0.309099610704212,0.138801215782301,1315870,395240,92841.3333333333,0.324697496805564,1726215.66666667,137085.666666667,24809.6666666667,309975.666666667,6450010,75643.6666666667,26137.3333333333,4202120,805580.666666667,11898,920630,29695.6666666667,15890.3333333333,369.666666666667,151652.666666667,67716.6666666667,53310.3333333333,854.666666666667,292940.333333333,2679334.33333333,494721.666666667,621407.666666667,7123.33333333333,4141424.33333333,185970.333333333,147721.666666667,1991.33333333333,174392,529380.666666667,2195881,448880,5756,3366436.33333333,25554,13998,5171,414,15997,808,8,0,1348,24206,"New Jersey",84.94143,"New Jersey",355.826463703526,0.052961313953019,0.210113532318642,4.49311961264829e-05,0,FALSE
