"STATEFIP","YEAR","tot","wht","wht.child","wht.child.pov","wht.lessHS","blk","blk.child","blk.child.pov","blk.lessHS","amind","amind.child","amind.child.pov","amind.lessHS","latino","latino.child","latino.child.pov","latino.lessHS","foreign","foreign.child","foreign.child.pov","foreign.lessHS","child","child.pov","adult","welf","wht.welf","blk.welf","latino.welf","amind.welf","wht.snap","blk.snap","latino.snap","amind.snap","wht.unemp","blk.unemp","latino.unemp","amind.unemp","wht.emp","blk.emp","latino.emp","amind.emp","blk.singpar","latino.singpar","amind.singpar","wht.singpar"
44,2009,1053907,825381,153717,14130,0.132437874075182,59479,18387,6464,0.24793309590435,3887,1202,201,0.23447401774398,123889,44224,16709,0.415542783129604,142951,10200,2895,43134,230180,39512,823727,12245,7236,1360,2629,85,47981,11132,35075,597,29419,3659,8348,499,430681,25967,50580,1579,10611,22247,528,34559
44,2010,1053846,811567,147488,14665,0.126090485063181,63598,18817,7406,0.261385782388391,4127,1375,231,0.273548387096774,128047,45154,16573,0.414753916583504,141324,9496,2760,43319,226941,40888,826905,12699,7976,1103,2575,112,60541,16147,41455,1048,34838,4559,10191,409,417751,26880,50411,1387,11503,23850,646,34922
44,2011,1052492,804862,142469,15808,0.121410465916027,64006,18648,7537,0.24464958888658,4489,1571,568,0.208838482596793,130720,45573,17573,0.404983658877142,143372,9636,2778,42355,222455,44453,830037,12494,7740,1228,2648,152,74860,18945,52371,1610,37644,4711,11151,522,410439,26303,51540,1234,11304,24049,970,34866
44,2012,1051236,797671,139027,16334,0.118521580452613,64501,18156,7874,0.24048562080248,3870,1090,533,0.217916666666667,134639,46346,18937,0.396685662867427,144839,10769,3308,41396,220272,46848,830964,13612,8228,1317,3120,143,81911,22158,58640,1777,38367,5139,10663,385,405511,27700,52210,1208,11394,23596,768,35251
44,2013,1050722,790458,134481,15807,0.110874905601313,65526,18816,7387,0.224841161788064,4371,916,396,0.169757937755423,139083,47377,20825,0.364727299206291,147419,11422,3523,39847,216473,46729,834249,13161,7635,1540,3202,152,86455,23378,64026,2038,35783,4773,11148,438,408796,29151,55544,1632,11918,24216,672,35468
44,2014,1053252,791586,135185,15783,0.113746355246941,66640,19608,7452,0.222809519814302,4758,878,475,0.183576316572449,139670,47531,19860,0.38158764842874,145126,10337,3147,40778,217263,45996,835989,13542,8174,1418,3102,200,86633,24932,62511,2611,35418,4661,10254,339,405245,28322,55998,2009,12486,24779,657,34546
45,2007,4330933,2824042,602250,76902,0.146286260000083,1241919,356421,139448,0.265495208554132,12609,2447,226,0.294383546163408,157974,54440,19526,0.422750895605227,215832,26798,7522,40402,1051064,243861,3279869,26870,11555,14187,411,194,173801,328413,17392,2304,71404,72786,5599,688,1362772,500574,74643,5338,205080,16929,1088,124988
45,2008,4403175,2870163,603503,74602,0.138851307992734,1249559,346068,134345,0.254173306352734,12537,2520,389,0.28099173553719,169210,63324,20716,0.41362524491609,218634,25511,5602,41214,1055227,238705,3347948,29159,13572,14426,462,237,189517,333718,19563,2241,74049,72528,5619,515,1395637,511148,76208,5863,201991,20895,1027,122641
45,2009,4496251,2918678,610125,80425,0.132107733243627,1262625,345399,138098,0.243945572402788,13365,3022,810,0.252195009242144,192467,74875,26627,0.426424864733284,236029,28768,6693,45928,1074519,255217,3421732,31631,16305,14146,642,233,219448,354891,30036,3019,98905,81581,8664,663,1392486,509273,80121,6075,204948,25164,1538,128925
45,2010,4585057,2944822,599423,85992,0.123092412716298,1284319,352048,145343,0.232195814546733,12729,2623,823,0.281201201201201,223877,76927,32019,0.417057229687672,256540,27435,7542,52926,1077159,275037,3507898,37214,18835,17028,940,166,270735,402059,44006,3257,126469,98200,13213,1072,1381077,499971,98139,5581,209510,25397,1430,130247
45,2011,4635405,2969224,597568,94492,0.121143949805331,1295323,350454,152778,0.22833037679935,14237,3114,1382,0.298975538365043,236052,81864,36156,0.406913992230884,257356,25852,8246,54089,1079420,294778,3555985,37067,18201,17171,1160,279,314630,434276,55966,4189,142816,112481,12998,1261,1360866,490233,101107,5590,212331,27601,2023,135553
45,2012,4677636,2990624,595015,99614,0.118329949778389,1299186,344425,151127,0.223720811420371,15029,3191,1100,0.31668208448967,242683,84461,37339,0.381175823443126,257340,23314,7765,53979,1079083,301740,3598553,36410,18084,16425,1199,290,360045,459817,63250,3995,138968,111853,11236,1495,1359672,491363,107115,5589,210092,28835,1534,137177
45,2013,4723923,3019181,593782,103721,0.115597297836559,1304911,339158,151154,0.213102791878173,15466,3678,1079,0.274205708131395,248438,87918,37104,0.377885166151687,261199,22197,6471,55693,1077355,307384,3646568,32963,16863,14272,1109,86,380968,463561,62926,3853,125625,105226,9535,1395,1380789,505322,111586,5954,206850,31655,1450,138718
45,2014,4727273,3021279,594814,99405,0.112621856511068,1305505,340046,150543,0.214332531949892,15179,3362,947,0.279428873611846,248828,87735,37540,0.387796397857665,263481,22798,6703,56663,1079449,302329,3647824,33412,17148,14522,1085,250,356527,464957,63678,4096,124270,103095,10458,1546,1388566,507024,110579,5756,204272,29850,1337,141181
46,2007,788217,680368,153802,15908,0.110302277065116,7593,2778,846,0.224489795918367,65211,25401,13859,0.226635893768488,16728,5199,1183,0.410990063450257,22036,4363,1535,3524,195581,34019,592636,8901,4438,129,36,4033,34311,2323,1804,26936,10296,298,430,7100,371599,3217,7639,18600,2057,2721,14221,28758
46,2008,795757,683908,150840,16565,0.104035685895794,7735,2801,751,0.0992504523132592,67537,27416,13726,0.21379781420765,19179,7251,2231,0.347404767208732,20743,2726,443,3748,195797,34986,599960,8865,4395,119,327,3870,39830,2402,3302,28797,9754,296,736,6885,379120,3130,8256,18940,1870,3978,15195,29927
46,2009,804651,689383,151460,17499,0.0938691423171687,8315,3338,612,0.155258245177349,67189,25990,13983,0.235026314939782,19917,7784,2561,0.272197161403895,22151,2468,338,3646,196887,36611,607764,8748,4020,114,311,4021,50324,1842,3512,30425,10906,218,629,6583,381890,3461,7968,19217,1923,3820,14922,33011
46,2010,807563,687017,152217,18317,0.0877762340989016,9980,3932,735,0.153299725022915,69269,27052,14748,0.238688342193102,21497,9201,2854,0.194385887052036,23637,3168,464,2994,200994,40099,606569,9431,5195,434,427,3072,54129,3260,5851,33395,13202,565,676,6913,372796,4068,8294,19504,2351,3328,13563,31705
46,2011,815914,690161,151669,16847,0.0827483734340866,9982,4040,1413,0.254901960784314,71278,28285,16610,0.219679843587707,22601,8661,2534,0.249006754072308,27067,4164,1392,5020,201953,39813,613961,8909,5053,375,355,3030,53536,3730,5470,38417,14462,919,802,7270,372114,4275,9361,17894,1914,2719,13404,30477
46,2012,824391,693881,151951,15901,0.0795613945054569,12267,5547,2280,0.298989898989899,73613,28494,16619,0.213566739606127,23576,8970,3600,0.282685146876293,27275,4745,1400,5250,203584,39934,620807,10613,6249,432,576,3174,53453,5672,6948,40771,13926,1131,1057,7517,375899,4417,10003,19218,3133,4367,14772,31657
46,2013,834236,697198,152391,15631,0.0736218740770174,13616,5627,2038,0.317227249445108,74022,28499,16536,0.212557357425827,26059,9743,3923,0.284588744588745,27951,4537,1683,6050,204951,39322,629285,11888,6764,195,610,4140,59970,4689,8247,42320,12195,626,896,6232,379260,5687,12056,20206,3138,4829,15238,33830
46,2014,834708,697400,152456,16216,0.0753969097362436,13665,5285,1610,0.238702388637831,73307,28612,16792,0.208595449467929,26739,10329,3941,0.270810019798571,28500,4692,1549,5491,206071,40836,628637,11417,6425,401,537,3501,59933,4686,8436,40655,12141,895,792,6715,380040,5957,11989,19619,2659,4196,15000,32743
47,2007,6073646,4702731,1024152,179171,0.179695475710266,1015780,304925,124776,0.221948199252854,16622,3299,1338,0.271637350135644,198220,73599,26904,0.446809833110607,274763,36193,10242,51350,1457508,343860,4616138,75791,43797,28308,1550,866,531825,298400,40871,4744,138914,64542,6778,504,2223957,415912,88732,7553,185779,21558,1824,233763
47,2008,6144104,4742978,1022608,172589,0.168154024305768,1015135,297780,123326,0.216099039574961,15457,3884,1734,0.239996067250025,219247,87152,34488,0.451492679943427,282157,35808,10765,56080,1466019,342982,4678085,71703,40894,27533,1550,659,543495,313569,50633,4496,137615,63352,8013,577,2272853,430840,94751,6858,183327,25974,1901,230783
47,2009,6236524,4785192,1028420,174012,0.160336894332856,1024034,296764,124145,0.208409281577343,13341,2457,762,0.220992694456382,244909,98381,40316,0.447477766111156,299803,35779,11361,59255,1487333,352202,4749191,70357,41185,26159,1414,309,599409,340813,69115,3060,167748,72096,10462,571,2264126,428350,102864,5869,183542,29303,807,231918
47,2010,6303437,4784760,1017767,183247,0.154003211815588,1046781,302497,124631,0.197190220301005,14355,2597,784,0.237419990152634,277733,103476,43240,0.427827791999627,322052,37849,12642,63715,1494440,368151,4808997,73158,44346,25095,1968,315,686125,374337,91632,3141,199507,80898,13065,717,2214739,422929,120797,6943,188618,34362,785,226973
47,2011,6355603,4806946,1011377,194936,0.150104556138534,1058945,301830,130430,0.188901439123687,14884,2773,681,0.271826923076923,291735,109420,45140,0.415201730159426,336272,39794,14470,67580,1493501,389731,4862102,84315,51939,27899,2338,212,766638,413228,99805,3448,226722,87488,14484,938,2172615,412944,123720,6790,189028,36499,573,230773
47,2012,6404240,4822301,1005066,200347,0.144149379932694,1072313,300375,130779,0.178166805402219,17714,3839,1066,0.279305110473942,300801,113440,50091,0.39828049890943,339290,39743,15734,68529,1493704,402808,4910536,91177,57196,28160,3814,328,816129,423421,103160,4547,217350,84293,12626,1342,2164942,424416,127155,7693,187278,42663,929,227881
47,2013,6449754,4838993,998216,199855,0.135676554852573,1084869,297966,131837,0.177365394091966,18562,4203,801,0.279555738379268,308659,118207,53589,0.400034340659341,344196,37035,13561,72027,1491249,406352,4958505,96887,61455,28484,4671,289,820406,428295,105219,4528,199112,79792,11897,1275,2185689,441735,130388,8065,183793,42618,826,227275
47,2014,6451365,4839347,998328,199462,0.137342697400218,1080977,296586,130955,0.17222511314001,18243,3783,843,0.247067216233354,309771,119032,54349,0.405081152564094,348798,37515,13796,72857,1491788,405919,4959577,93016,58022,28643,3885,341,811313,422641,107957,4495,197177,79855,12170,1176,2189547,438523,130122,7858,184276,40872,884,228747
48,2007,23385340,11293610,2451943,264061,0.0983943338910707,2694336,797788,278064,0.178663122052477,114120,26323,7003,0.237447727713312,8295316,2903527,1042340,0.447995298798592,3899995,406050,152724,1387513,6472983,1632062,16912357,151905,54460,35692,55968,1188,631339,591383,1665244,15491,303762,158098,290769,6690,5622524,1112485,3457082,52217,430884,846606,7458,491864
48,2008,23845989,11408131,2463550,250386,0.0924926705537438,2742163,799570,272082,0.170085395790677,115857,26908,7512,0.233132546319951,8544456,2999180,1024803,0.438644667785149,3986321,390894,137033,1420674,6597541,1591790,17248448,143900,51241,34076,52437,915,623836,585019,1675484,16499,273410,141678,258014,5359,5752898,1174193,3653382,55602,430431,895614,9178,503334
48,2009,24308102,11460657,2466845,248826,0.0869902417448897,2794208,804895,269733,0.161410497401367,120988,31125,9875,0.241113490364026,8856689,3147276,1092565,0.433661176076169,4105338,388101,134622,1463319,6772577,1656059,17535525,149934,52348,32794,57323,816,674926,609764,1842696,19879,302358,146718,290668,6660,5759774,1208615,3754630,55520,439525,970739,11099,503838
48,2010,24789312,11348115,2334336,246920,0.0830197163782764,2917136,839249,280952,0.148658868742783,127299,34410,9906,0.264751644156218,9229876,3244360,1129021,0.419067163769109,4263724,389304,135309,1488863,6785975,1701990,18003337,175328,61927,35475,69751,1119,777424,692380,2161069,22775,350572,167536,351413,7077,5710816,1252780,3875145,57311,458342,1018396,11511,481438
48,2011,25243311,11417970,2323461,258080,0.0788838872554883,2967878,840301,284964,0.143336410833028,128041,35925,11419,0.262364230728672,9516816,3327533,1213478,0.410051279583041,4368459,387148,140714,1525225,6874402,1807172,18368909,187711,68845,37339,72556,1386,905413,772326,2478546,26106,404466,196181,404779,7330,5655702,1248746,3913181,55093,463073,1066928,10748,479636
48,2012,25644550,11487500,2310822,265143,0.0760964880280458,3029348,846759,295603,0.134934965638528,125412,33871,11348,0.270034022507197,9739432,3376591,1237233,0.399609837037695,4443805,374054,135707,1536199,6927116,1850888,18717434,194184,73768,39200,72153,1737,971058,842186,2724563,28104,402931,203770,403012,5947,5659602,1269697,4014457,55713,462995,1090499,9962,479798
48,2013,26049971,11559976,2312056,262875,0.0724690086666117,3085123,844807,298435,0.130459334681485,120543,31133,10220,0.247309522214032,9943923,3411591,1234304,0.393127250339027,4537904,368999,132018,1550452,6983319,1851481,19066652,196586,74688,42411,69981,1539,993956,888664,2842381,27464,369773,200845,384378,5786,5702361,1311467,4149353,53617,459296,1098722,9028,475099
48,2014,26092033,11565666,2316267,263153,0.0726866564516093,3090816,847952,294549,0.129935744114328,123245,32329,9607,0.24290763833226,9961355,3410247,1223172,0.392512905061548,4563536,370591,129944,1558858,6989852,1837819,19102181,191259,71801,39274,70462,1481,973056,860622,2757206,26331,364030,190616,379102,5746,5717555,1327015,4171705,54842,459111,1106946,9348,477720
49,2007,2576626,2130339,625315,52391,0.0645314601401524,27104,11293,2004,0.132350296709225,30300,10324,2621,0.234179821551132,288082,114080,35152,0.355622446785637,223394,28656,8550,45931,799661,97134,1776965,19432,15671,165,2293,873,105789,4497,36694,6592,43586,793,7741,1497,1042292,11944,124945,12511,2564,29803,3210,84440
49,2008,2663500,2186648,637329,53535,0.0608262515611672,29310,11878,2074,0.145799935876884,31179,10548,2932,0.213603586045605,308906,124227,33279,0.366517400558366,238690,30001,8434,50169,825880,97618,1837620,16436,13055,319,1767,836,106860,5467,35767,6404,39824,1238,7546,1710,1077631,12035,134602,11893,2988,32380,3296,85242
49,2009,2725237,2224865,648086,57673,0.0600939332895572,29443,12535,1886,0.163495537969355,31149,10049,3135,0.21511266027636,324837,133396,33975,0.36572354787747,237405,27674,6736,51718,849103,101783,1876134,18605,14550,247,2495,562,124278,4474,41470,7322,55268,1105,11223,1574,1083373,11627,136833,11625,4216,35295,2512,82825
49,2010,2720974,2196520,650554,66089,0.0580270301196394,29990,11572,3278,0.165413533834586,30621,9567,3483,0.204354514258668,345694,138993,40068,0.369251756186494,243792,27256,7928,56622,854923,119063,1866051,21604,15976,499,2802,746,154174,7460,55968,7967,69854,1636,17403,1853,1037054,11311,145568,10436,4091,36721,2805,86854
49,2011,2772041,2226852,656248,74503,0.0561265735073334,30333,12779,3795,0.187919463087248,31569,10413,3828,0.210720551757517,359175,143872,48158,0.372188401545157,247095,26550,8272,59950,868601,138405,1903440,24950,18911,548,2921,721,193448,7559,74024,9496,84624,1574,21844,2315,1031627,10770,146034,10254,4530,38204,3336,91365
49,2012,2814910,2254001,662260,77440,0.0532728212787959,30417,12018,3211,0.166559806226402,31795,10435,4080,0.195192534845263,369706,147142,52742,0.357276967585759,254764,27590,9072,60448,880241,147485,1934669,24978,19243,480,2554,622,218952,7173,82750,9469,81182,1994,21509,2418,1043219,11987,152463,10635,3827,41116,3893,95229
49,2013,2856839,2280082,666564,74683,0.0504676907557205,31319,12199,2865,0.149901648239843,31697,9411,3713,0.18532367375555,378393,149443,50852,0.343931116321465,259262,26000,8702,60944,888844,142956,1967995,23819,18931,397,2746,431,228227,7408,78430,9390,70226,1833,18133,2201,1061740,12524,158600,12356,2969,42912,3683,92379
49,2014,2858111,2280226,667030,73481,0.0502549431245956,30797,11652,3410,0.158849407783418,31823,9602,3643,0.18826895565093,379179,149287,51297,0.348768001094603,260787,26700,8955,60330,888985,142320,1969126,23643,17794,512,2891,648,207226,7721,81210,9828,69791,1727,18510,2313,1062001,12494,159537,11614,3465,43265,3441,91949
50,2007,620589,592009,124099,17186,0.0946182416431937,3928,1403,299,0.0511041009463722,1922,338,39,0.220494053064959,7767,2561,645,0.0489576013117826,25737,2824,319,2906,133506,19232,487083,8623,8211,0,74,0,48906,534,1075,385,17369,46,275,117,320793,1716,3644,1023,610,594,42,33742
50,2008,620738,591227,120353,15561,0.0890672488866284,4658,1497,355,0.101113967437875,1953,300,59,0.33761329305136,7831,2619,908,0.0637935232529827,27740,3056,370,2838,129704,18003,491034,7873,7650,0,42,20,51336,1066,1485,706,17303,113,113,131,324590,1954,4226,914,680,667,127,34442
50,2009,621089,590095,118677,16057,0.0945418518073736,4644,1537,286,0.1140625,1758,190,32,0.405907172995781,8523,2239,443,0.104232469993683,27196,2423,404,3373,128368,17964,492721,8615,7976,0,40,67,57141,1356,1158,613,18618,159,171,66,322155,1824,4476,1051,957,673,190,35681
50,2010,624976,590411,119434,17385,0.0890752022469688,5646,1799,589,0.0914855072463768,1315,173,26,0.315217391304348,9294,2800,658,0.0719914802981896,31767,3365,388,3196,130717,19954,494259,10996,10196,201,107,90,65252,1799,1293,434,21826,145,418,18,316398,2137,4437,762,842,815,173,35066
50,2011,625717,589305,116614,17070,0.0859680826443839,5849,1880,775,0.102229701304165,1938,269,187,0.164429530201342,9801,3031,555,0.0841736982918296,30240,2804,303,3527,128052,19893,497665,11139,10173,120,128,28,72656,2180,985,413,22616,212,462,102,313651,2559,4464,1144,949,725,181,31451
50,2012,626172,589243,114822,16465,0.0787780640412219,6149,1736,684,0.0824679291386683,2153,302,177,0.105934907466496,10144,3012,748,0.124031007751938,31265,3075,554,3197,126242,19575,499930,12398,11312,261,228,11,81733,1939,1489,497,22243,346,524,127,312126,2815,4628,1124,760,842,195,31321
50,2013,626303,588425,112586,16484,0.0780915630554971,6103,2221,345,0.285460362602204,2754,549,431,0.150514347590688,9694,2505,558,0.13718975962478,31585,3250,469,3274,124479,19384,501824,13331,12614,121,176,12,88717,2138,1387,898,18229,280,329,194,310213,2414,5209,1283,496,1237,417,31179
50,2014,626358,587827,112856,16971,0.0780467128748288,6507,1986,529,0.160958904109589,2295,446,325,0.153284671532847,10367,3080,538,0.116201337003539,31610,3554,496,3303,124834,19756,501524,12519,11717,230,180,5,84417,2164,1677,556,20517,221,380,109,309652,3005,4863,968,702,1135,348,31808
51,2007,7636644,5159556,1111447,94379,0.121022113577563,1494291,406546,110217,0.214190697284144,22317,4783,272,0.237403167203674,476110,154573,25863,0.323609558551498,862055,90532,12022,127984,1823626,248622,5813018,60235,29513,26955,1471,409,236485,249388,29016,1404,101828,66494,13276,579,2669427,695142,242857,11402,207267,44396,1580,202831
51,2008,7698738,5172110,1103616,95755,0.114102562645347,1509698,399511,111754,0.213422476470213,22248,5371,577,0.276314860571832,500325,167563,29424,0.333148709137767,877889,87733,11474,136801,1824671,253809,5874067,58554,28016,26337,1455,255,250194,254083,28332,2222,103240,64855,14266,1015,2698474,719137,254661,9948,209284,49068,2161,206026
51,2009,7799258,5187112,1091363,101154,0.109579891737157,1527800,399935,114277,0.20844904046024,24688,6941,980,0.236152970330186,543254,186374,34526,0.327767261982975,900122,88525,12342,137849,1841202,268029,5958056,61922,31108,25674,2265,165,284420,274226,37836,2601,124911,70780,19825,1009,2688810,720099,271607,11372,207951,50858,2653,208223
51,2010,7928022,5167416,1060557,105731,0.106792890751929,1554258,405872,121936,0.20117212720872,26049,6614,880,0.237199180747568,603908,195459,39203,0.332402936245298,974657,89451,12098,152904,1846527,286821,6081495,67463,32992,27635,2805,165,321947,321108,53836,2958,149233,80855,26568,1163,2655898,719283,311160,13023,213727,56406,2067,206597
51,2011,8015502,5192604,1049837,106350,0.102327453986661,1561094,404183,118252,0.18755029446556,26097,4648,696,0.176459764474975,629706,203118,44678,0.316076669249432,992981,90848,14077,147140,1849683,291838,6165819,72988,37589,27459,3768,361,370807,358836,77904,3491,166789,94764,28337,1162,2625693,700882,319884,13480,212296,61789,1321,201373
51,2012,8105120,5215872,1043033,110201,0.0966225848155386,1571828,397092,120993,0.18140394279888,25003,3645,533,0.201879676003215,659294,213867,47640,0.312670617790369,1025736,90662,15186,152922,1855591,303398,6249529,73807,36616,28966,3961,578,403519,390956,90420,3683,162722,100813,27784,1100,2638373,704128,335350,12847,210734,69403,1098,200422
51,2013,8184299,5232449,1038843,107876,0.0919567678021196,1581114,390617,122632,0.172358131089686,23645,3872,699,0.184322449780802,684503,220314,49239,0.294004365832709,1042706,89210,15631,151294,1859808,305547,6324491,78335,40551,29475,4339,548,422285,414162,109040,4569,151371,99550,24849,1110,2654891,715535,348999,10863,209728,69973,1494,198878
51,2014,8185131,5228790,1039572,107592,0.0924965826758522,1577755,390745,122019,0.172570727973113,23653,3713,664,0.186229886531188,687686,221578,47882,0.307219728987844,1059777,92513,15935,159296,1861927,301820,6323204,75338,38391,28758,3751,429,412367,400031,102574,3817,152916,95300,25468,999,2653919,715977,350219,12002,207474,68702,1125,199443
53,2007,6371390,4847968,1022346,116745,0.0776506754338207,216493,65264,22127,0.146762173968907,89677,24964,10368,0.215671864137452,588418,229303,75688,0.424739639145486,861136,99121,26453,171699,1529725,251763,4841665,104210,73543,7375,9913,4450,379935,49948,118954,25790,148215,11470,25258,7378,2434811,94929,249772,34437,30513,76805,12251,233632
53,2008,6453083,4876980,1013660,113222,0.072807187672157,218470,63859,23590,0.138565799091111,92691,26109,9915,0.197424312635156,617348,246084,77494,0.420864118491859,877136,95206,24386,175286,1539986,251266,4913097,101732,70896,7331,9870,3692,371145,55186,123469,27185,136254,11137,23621,6585,2488833,99346,263276,36607,30761,82238,11805,235478
53,2009,6565082,4919782,1007137,116324,0.0697921046746024,223453,63148,21120,0.138319147946607,90812,24863,8344,0.204540167493797,657107,264887,84202,0.413748771836334,889736,94022,24612,172766,1560000,256825,5005082,111010,77180,7412,12034,3822,435200,59479,143892,27673,168683,12493,25920,6487,2485701,101746,276080,35806,31293,89651,11793,230359
53,2010,6658052,4860377,968090,118032,0.0670844215435424,235558,65983,23207,0.126736987922252,94745,28267,9168,0.184538419741058,729775,288982,97541,0.41010579305933,941703,94213,25354,185995,1572766,277360,5085286,127023,83707,9515,15481,4211,523949,70829,196037,28983,203169,16254,34903,6774,2413787,102767,300903,36162,32469,99126,13702,222743
53,2011,6746806,4889969,957711,123902,0.0652059448378518,238125,65137,24204,0.130256897517532,94503,27808,9229,0.178166066565533,759229,299630,109045,0.404879408013421,969160,92115,27704,193599,1578426,297143,5168380,138841,91486,10989,17301,4335,627741,77124,244409,32386,242973,18707,45316,7441,2375704,100436,299976,33745,31291,102549,13481,220233
53,2012,6821303,4908815,949186,125819,0.0618343404488074,243474,63743,22610,0.116160345870693,92935,25729,8582,0.180793507664563,784194,307351,115513,0.396932902766785,1001381,90354,26779,199393,1581726,308249,5239577,137952,89632,10980,16861,4326,687071,82926,269570,33484,233459,18220,46455,6921,2378592,105390,311874,32751,30787,108815,11892,220492
53,2013,6896071,4925850,942931,127534,0.0606300225874026,249826,64346,22958,0.118649488304094,91471,24384,7741,0.166960907944515,809449,315910,113979,0.388086805537119,1019524,85710,25155,202952,1587857,310314,5308214,133771,89253,9831,15518,4017,722374,87638,289879,33834,211514,15860,44794,5803,2399536,110364,330388,32919,29949,112216,10818,218626
53,2014,6899123,4922048,942864,124469,0.0609106162499595,248316,63871,23081,0.118853868953107,93036,25287,8920,0.172635495114771,810215,316140,112544,0.38830614552423,1015312,86727,24977,200276,1589312,308967,5309811,133476,87572,9728,15448,4176,694494,86721,277421,33370,209557,16435,41684,6213,2398463,110257,330797,34059,30249,112531,11451,214390
54,2007,1808787,1694822,355941,91091,0.193197035064586,62077,16448,7839,0.142838266384778,2950,680,158,0.232063334982682,17249,6178,2109,0.263700683535196,29426,3292,514,2495,392308,106042,1416479,18041,15743,1823,160,158,239665,16561,3137,475,49287,2648,490,36,710458,21861,6444,863,10368,1788,367,89554
54,2008,1810358,1692644,351612,82712,0.188292146610245,63666,15118,6592,0.148100172711572,3043,561,85,0.200467289719626,18762,6929,2330,0.241630276564774,29064,3876,1041,2344,387292,95933,1423066,17248,15285,1453,160,188,234495,16267,3290,575,44460,1875,599,71,726888,24869,6880,1155,10043,1593,214,87196
54,2009,1815283,1693522,349275,80892,0.183786762350227,59691,15494,6808,0.137670578985792,3336,344,71,0.18559876780901,21791,7756,2349,0.211850571401133,29591,3594,897,2632,387134,94462,1428149,19074,17237,1255,173,77,254427,15779,4417,1417,48680,2068,560,156,724919,21620,8398,1331,9727,1701,35,85239
54,2010,1847352,1721672,351872,85657,0.175849862139409,58468,12213,5633,0.150119776417354,3042,241,52,0.132152588555858,21601,7381,2112,0.201468265031131,29124,2877,1094,3435,388470,98425,1458882,20299,18170,1237,332,85,277613,15546,4430,1519,56885,2168,618,224,725649,21438,7804,1095,6496,2020,18,88785
54,2011,1852506,1723767,348576,88266,0.169064601555656,57568,11821,5097,0.158206200119442,3342,468,51,0.0790349417637271,22714,6871,1663,0.187044036213413,30234,2896,788,3744,385400,101108,1467106,21144,18730,1225,352,45,310495,17026,5180,1201,65484,2523,744,270,713116,19714,8377,990,6664,1903,42,89014
54,2012,1854775,1723686,346870,85999,0.163996026253331,60269,12867,5801,0.160007365126128,2745,400,17,0.0494752623688156,21926,7049,2156,0.22192125374867,31474,2706,770,4383,385318,99998,1469457,19440,16909,1340,401,41,310897,19625,5315,547,64125,3044,793,175,708865,20799,7854,764,7620,2775,8,94152
54,2013,1855392,1720971,344452,84257,0.160340188552446,61266,12982,5994,0.13151410296739,3056,511,9,0.101260321599305,23625,7978,2583,0.235257270693512,34501,3295,613,3732,383987,99319,1471405,19350,16653,1603,266,98,314197,18128,6607,688,61635,3674,768,153,712134,20669,8672,695,8088,3153,9,100120
54,2014,1853881,1718880,344341,84824,0.158470850197039,61150,12926,5793,0.139620424531917,3013,532,72,0.103837471783296,23525,7493,2800,0.226479959751803,34205,3303,1030,4211,383666,99813,1470215,19871,17085,1647,417,67,312810,18026,5608,679,59928,3081,893,99,710109,21557,8686,706,7531,2732,149,97223
55,2007,5571593,4771083,1038148,94320,0.0963777311551883,333257,120621,59645,0.238035279032426,46056,13815,5363,0.170716064287331,259170,98095,27785,0.382503007425229,250756,31187,9081,56132,1334289,201537,4237304,42149,30520,7259,1649,1168,205026,110651,45122,9072,131523,25778,10806,3492,2543298,110335,108401,18845,84540,35074,6887,214963
55,2008,5598453,4767943,1015905,96322,0.0903605828599654,332669,113556,51652,0.229962826521911,46408,14238,5965,0.184545958356425,276636,107957,28820,0.372342795682403,263841,31068,7737,60657,1323380,196931,4275073,41250,30472,6485,1514,1291,225009,105626,48782,11709,127556,22408,10079,3374,2577715,120279,118851,18300,79513,36581,7886,209336
55,2009,5627987,4767323,997548,104856,0.0847948799920926,335103,112304,53083,0.218984184570036,48382,14265,5787,0.163175303197354,287400,113315,31892,0.403744599135862,273852,29543,6874,62185,1314179,213311,4313808,42949,31695,7153,1547,1247,274294,115008,58904,12986,148136,24250,12275,3446,2570517,120050,120070,19870,80481,38438,7300,213732
55,2010,5667100,4737694,993691,112021,0.0795691454533717,350845,119059,58913,0.204616569191199,50679,14711,5587,0.156311478341739,325350,131038,40637,0.410837697748502,283406,31959,6940,65730,1340698,235948,4326402,48998,35372,7564,3138,976,343565,132171,81256,13127,169518,27558,16113,4020,2516297,126795,133835,20632,84977,42737,7197,211377
55,2011,5690898,4742086,981750,123452,0.0769806608402818,354566,118076,62017,0.206368469097353,49522,14430,5237,0.136196961760084,336966,135561,47708,0.40205271570664,290611,32367,6610,65712,1333403,259535,4357495,54016,37129,8931,3687,971,433466,155773,106604,13555,193952,32497,18288,4484,2474040,123566,135416,19326,83038,50510,6314,222679
55,2012,5708612,4739683,970362,120231,0.0731446061543909,355275,115906,61496,0.209302945488471,50014,13806,4613,0.13638360423073,345782,138913,48478,0.371612984477819,290463,32445,6858,62032,1325615,257387,4382997,58243,38742,10543,4186,1294,487594,168798,119461,14512,187642,31005,18620,4127,2460151,118032,140446,19336,81744,53715,6292,219950
