"stname","year","cl.blk","ent.blk","lifelos.blk","grp.inst.blk","cl.white","ent.white","lifelos.white","grp.inst.white","cl.nat.am","ent.nat.am","lifelos.nat.am","grp.inst.nat.am","state","tot","wht","wht.child","wht.child.pov","wht.lessHS","blk","blk.child","blk.child.pov","blk.lessHS","amind","amind.child","amind.child.pov","amind.lessHS","latino.child.pov","foreign","foreign.child","foreign.child.pov","foreign.lessHS","child","child.pov","adult","w.adult","b.adult","a.adult","wht.unemp","blk.unemp","amind.unemp","wht.emp","blk.emp","amind.emp","blk.singpar","latino.singpar","amind.singpar","wht.singpar","wht.f","blk.f","amind.f","incartot","new.incar","WHITEM","WHITEF","BLACKM","BLACKF","AIANM","AIANF","TOTRACEM","TOTRACEF","statename","inst6014_nom","v.crime.rt","pctblk1930","pctami1930","pctimm1930","pctblk1960","pctami1960","pctimm1960","boarding.n","board"
"UT",2014,297,110,697.013986013986,0,3390,1653,491.124771758977,291,213,76,654.106598984772,20,49,2858111,2280226,667030,73481,0.0502549431245956,30797,11652,3410,0.158849407783418,31823,9602,3643,0.18826895565093,51297,260787,26700,8955,60330,888985,142320,1969126,1613196,19145,22221,69791,1727,2313,1062001,12494,11614,3465,43265,3441,91949,814436,7489,11694,5307,2931,4176,501,424,19,303,38,6364,662,"Utah",6.316856,215.6,0.00258372219561786,0.00551273645119654,0.09767691914233,0.00608633158154786,0.00709697704711854,0.0411894174190361,1,TRUE
"VA",2014,2973,1220,694.297520661157,0,3633,1472,590.504215851602,0,23,6,863.304347826087,2,51,8185131,5228790,1039572,107592,0.0924965826758522,1577755,390745,122019,0.172570727973113,23653,3713,664,0.186229886531188,47882,1059777,92513,15935,159296,1861927,301820,6323204,4189218,1187010,19940,152916,95300,999,2653919,715977,12002,207474,68702,1125,199443,2140550,633031,9377,30050,12237,12845,1862,20652,1113,21,2,34529,3015,"Virginia",51.35262,196.2,0.279419273535332,0.00048034474239203,0.00962492186897002,0.206753275672721,0.000526334434924314,0.0150157141194273,0,FALSE
"VT",2014,52,23,586,13,1604,730,562.877524429967,205,2,1,466,1,50,626358,587827,112856,16971,0.0780467128748288,6507,1986,529,0.160958904109589,2295,446,325,0.153284671532847,538,31610,3554,496,3303,124834,19756,501524,474971,4521,1849,20517,221,109,309652,3005,968,702,1135,348,31808,243677,2158,997,1979,1717,1546,148,196,3,12,2,1823,156,"Vermont",90.08125,99.3,0.0017444919223594,0,0.128307066621787,0.00153917192550408,0.000153917192550408,0.0623877687137653,0,FALSE
"WA",2014,2619,979,718.634028892456,0,8541,3157,659.972992612329,0,1970,665,795.322754168908,0,53,6899123,4922048,942864,124469,0.0609106162499595,248316,63871,23081,0.118853868953107,93036,25287,8920,0.172635495114771,112544,1015312,86727,24977,200276,1589312,308967,5309811,3979184,184445,67749,209557,16435,6213,2398463,110257,34059,30249,112531,11451,214390,2013286,82486,35053,17180,20833,10103,963,3080,155,662,98,16666,1454,"Washington",74.91856,285.2,0.00444508695016626,0.0075624787338454,0.171641680086608,0.0169241986595249,0.00748057993774363,0.0676617403740991,1,TRUE
"WI",2014,3976,1525,746.946834090302,586,5021,2301,581.263539445629,0,739,333,539.554585152838,75,55,5724692,4733742,955655,117985,0.0705691954179462,356806,114213,58671,0.203129098941227,49786,14108,5606,0.154681788678987,50062,295543,32158,7164,63478,1315222,255397,4409470,3778087,242593,35678,165451,30048,2977,2471416,121241,19613,81484,57060,7314,215810,1922754,126102,18335,22572,6151,9540,917,8817,324,625,79,21219,1378,"Wisconsin",6.107903,290.3,0.00411171790752704,0.00381808138023746,0.130796454760402,0.0188628633897482,0.00388189327071018,0.043728237104219,4,TRUE
"WV",2014,887,402,490.427738927739,0,6983,3315,479.77824456114,0,12,3,1285.5,8,54,1853881,1718880,344341,84824,0.158470850197039,61150,12926,5793,0.139620424531917,3013,532,72,0.103837471783296,2800,34205,3303,1030,4211,383666,99813,1470215,1374539,48224,2481,59928,3081,99,710109,21557,706,7531,2732,149,97223,706881,21568,874,5867,3558,5174,799,771,31,11,1,6065,831,"West Virginia",72.81754,302,0.0686647654845887,1.1492857992737e-05,0.0320006860316562,0.04801907872121,0.000161137848057752,0.0137074596081128,0,FALSE
"WY",2014,86,41,530.525,12,1435,740,444.633564280216,0,56,32,476.392156862745,12,56,575251,488084,107033,13851,0.0607384789783064,5610,1397,168,0.0899182561307902,12405,4390,1727,0.156240463838877,5530,23288,3113,733,4115,137048,21894,438203,381051,4213,8015,13019,158,1062,255981,2460,4411,435,6114,1799,24917,188010,1497,4125,2369,948,1609,231,115,5,106,23,2106,277,"Wyoming",5.145569,195.5,0.00435686976743154,0.0115467655432108,0.0934231565493506,0.00484466783746139,0.0135650699448919,0.0297947072003876,0,FALSE
"AK",2013,227,98,609.479452054794,11,727,254,678.366433566434,27,1648,559,720.430356027483,93,2,720316,457679,97533,9244,0.0459806169338279,25950,7033,573,0.110741741117806,101764,32824,9760,0.186393754268101,2729,58917,6312,966,8542,187264,28158,533052,360146,18917,68940,16108,1652,9585,250932,13653,34345,2511,4664,13122,22621,168411,8101,34754,5081,3906,NA,NA,NA,NA,NA,NA,NA,NA,"Alaska",35.44347,638.7,0.00303090224513527,0.439735425382507,0.17968472137768,0.0318809776833156,0.0604852993269571,0.0434821112291888,2,TRUE
"AL",2013,3075,1215,895.480736447324,0,3839,1608,642.27906350915,0,31,10,1401.76666666667,7,1,4799277,3206409,666646,112631,0.145718251722917,1262698,340621,156673,0.210735676588643,25884,6118,1779,0.242786187322611,30421,200078,20729,6335,42843,1123002,311980,3676275,2539763,922077,19766,131477,94809,1608,1411151,471666,10704,212070,21775,1319,144217,1313799,507251,10189,26825,11913,11986,1844,17594,868,1,0,29660,2721,"Alabama",19.0589,431,0.351879028652581,9.15894079085531e-05,0.00621917820438949,0.30052978104425,0.00033685499923442,0.0056346654417394,0,FALSE
"AR",2013,2080,1014,549.517866129844,331,4736,2478,432.645231846019,845,106,42,704.515151515152,17,5,2933369,2176990,461552,97666,0.136723243279435,454640,133858,62779,0.209723597661774,18430,4275,1115,0.164256457410349,30297,149120,17287,5678,44047,709452,201128,2223917,1715438,320782,14155,79477,32164,970,965098,165007,8245,83769,23598,1221,114018,883775,172079,7411,14295,9088,8168,992,7148,311,36,5,15904,1331,"Arkansas",48.89912,463.2,0.257666825748038,0.000172936811256834,0.00587543984683316,0.217383516557329,0.000526162595436939,0.00542955018695565,0,FALSE
"AZ",2013,3404,1512,514.9375,0,8781,3889,476.078667780828,0,1683,752,467.824299065421,0,4,6479703,3717116,670778,97967,0.0659311718170938,268086,77775,24785,0.113460261235333,285551,91146,43427,0.26375065824118,254669,938000,72760,28818,283554,1620247,429750,4859456,3046338,190311,194405,153404,18109,24253,1690405,107926,86790,40878,258486,43361,167972,1552908,89784,100279,41031,13602,14123,2022,5070,345,1747,314,37262,3769,"Arizona",4.510719,415.6,0.0262381312525237,0.0959802310806154,0.158205115904187,0.0343006295102103,0.0624136342699217,0.0582834331337325,4,TRUE
"CA",2013,20908,7323,1120.98946490039,2912,18537,7326,714.238685714286,2018,2675,960,866.272277227723,220,6,37659181,14942047,2504253,281262,0.0616357118465485,2254905,547641,190275,0.121093394724875,281868,70316,24257,0.250260336205614,1492576,10583510,603455,195592,3252614,9237947,2156865,28421234,12437794,1707264,211552,773125,190916,23488,7199258,870604,108763,310274,1525062,27027,539052,6281486,874476,106985,134339,38295,28158,2005,37402,1697,1364,104,129302,6198,"California",87.42805,402.6,0.0141793126799314,0.00349378357460497,0.195705971495203,0.0561417793666747,0.00264627676492665,0.0901922367399906,5,TRUE
"CO",2013,1806,795,716.074481865285,0,4780,2211,611.93088956339,0,219,92,549,0,8,5119330,3566974,708346,70837,0.0452476159821519,205621,55043,21823,0.119140593221718,48201,12137,4519,0.188572596022882,122973,562342,55057,15802,142426,1227756,227422,3891574,2858628,150578,36064,145648,15171,3425,1891332,87650,19838,27865,128178,5332,145502,1443475,69743,17464,20184,10145,8181,945,3571,277,505,65,18556,1815,"Colorado",73.45787,305.4,0.0100360192257353,0.000654332105116704,0.0976729068989461,0.0222774534841299,0.0027248267055819,0.0398463152134258,2,TRUE
"CT",2013,2178,612,1182.77433414044,0,1929,619,960.289318303811,0,21,5,1645.1,0,9,3583561,2526258,483036,30193,0.0717259405598605,363767,97767,30073,0.165161021461811,8324,2097,599,0.231289727291368,55261,514284,40168,5750,90329,803659,119265,2779902,2043222,266000,6227,113168,32762,703,1301087,161305,3652,57182,80562,1003,89448,1063267,142564,2715,17319,5699,4980,650,6907,363,29,1,16328,1235,"Connecticut",82.98675,262.2,0.0188816274027584,9.01171324799398e-05,0.239623073501224,0.0416945971309827,0.000583582407356293,0.110352278731576,0,FALSE
"DE",2013,651,187,801.327476038339,72,426,160,613.683574879227,47,0,0,0,0,10,908446,589078,107492,11160,0.0964213860708018,195450,53678,15266,0.147947875432287,3063,475,88,0.239429695181908,9682,83521,6458,1395,14446,204900,38847,703546,481586,141772,2588,23457,11802,395,286832,84000,1479,29740,10149,181,24613,251023,77052,1284,6798,3159,2391,390,3729,196,0,0,6405,599,"Delaware",76.57413,500.7,0.128865733246258,0,0.0754136772423766,0.137878516394911,0.00273248521770292,0.0342680523203727,0,FALSE
"FL",2013,12536,5389,609.372677688768,1762,15792,6673,500.305372733378,1395,170,76,470.936305732484,9,12,19091156,10928382,1804052,278881,0.0896978550784947,3062883,855981,346419,0.209517967574607,60019,13812,4851,0.238248919889647,338268,3912110,258460,75397,776592,4006037,999838,15085119,9124330,2206902,46207,531582,263457,4827,4780969,1202969,24755,482395,390687,5357,457178,4692814,1171303,22160,100940,33641,44408,4898,47294,2187,76,6,95757,7271,"Florida",11.33699,469.3,0.296862475722392,0.00118329793775586,0.0490324161291572,0.178035120871844,0.000831788870987931,0.0583463552707554,0,FALSE
"GA",2013,6678,2842,540.808103015075,0,5857,2682,481.093243002318,0,33,11,500.548387096774,5,13,9810417,5438562,1159106,169252,0.116926590100074,3012121,849054,317134,0.16602023432253,23992,5973,2054,0.190870261612387,138060,1039808,95254,30137,226408,2487771,652762,7322646,4279456,2163067,18019,237085,239705,1893,2526117,1209954,10251,473545,96299,1555,234312,2197292,1179971,8656,53701,19478,16288,1921,31751,1562,22,4,50445,3559,"Georgia",3.120583,375.4,0.372305100396451,0,0.0049659302351427,0.284152562139358,0.000243385492196453,0.00809763814661948,0,FALSE
"HI",2013,153,92,429.236111111111,0,263,161,370.493927125506,0,101,58,548.554347826087,19,15,1376298,314153,40893,5532,0.037492244512069,24605,5226,668,0.0399379057296077,3400,386,43,0.129057798891528,10281,270874,21182,4322,44744,304837,48167,1071461,273260,19379,3014,10839,1271,98,174074,14771,1728,938,15816,289,8153,123239,7295,1420,5173,1414,1048,173,242,23,29,2,4972,660,"Hawaii",84.90182,254.4,0.00207086545620571,5.46191336672475e-05,0.315425443036757,0.00838077166350411,0.000822264389626819,0.110025300442758,0,FALSE
"IA",2013,1776,681,656.292827504446,274,6867,2920,576.146574287914,868,308,129,583.759322033898,25,19,3062553,2701302,586555,81433,0.0726030726623248,90577,30343,14116,0.163714558070452,9602,2506,1032,0.198858405450193,22365,151122,18218,4956,33903,724649,128113,2337904,2114747,60234,7096,77025,5695,544,1405864,34596,3796,18674,26225,1256,136043,1085680,28687,3692,8707,5416,5126,548,2120,130,140,14,7983,714,"Iowa",35.06821,273,0.00581192501363513,0.000112490176994651,0.0698493080536534,0.00926221422768945,0.000819600789137751,0.0212951143089242,0,FALSE
"ID",2013,68,18,664.375,7,1792,900,448.270429159318,134,214,109,516.221105527638,20,16,1583364,1325201,327158,54537,0.0768333846886467,9032,3254,672,0.187246238356819,20443,5947,2311,0.189690370874447,25452,107541,11494,4432,32453,427169,86379,1156195,998043,5778,14496,52873,746,1545,600615,3264,7123,1249,21646,2912,66141,505982,2110,7504,7219,3722,4846,783,186,17,235,67,6523,1026,"Idaho",8.784706,215.2,0.00134754475879614,0.00707960492726857,0.0755843853635949,0.0026141041435053,0.00600943481265587,0.0297767494967098,0,FALSE
"IL",2013,11090,2200,1535.0179020979,0,9088,2345,938.485876967735,0,23,1,1394.21739130435,0,17,12848554,8127829,1626984,187385,0.0741024190245365,1850984,504113,221024,0.166933466914954,26232,6214,1603,0.184417441029307,202120,1855470,123196,30814,451875,3086148,644713,9762406,6500845,1346871,20018,363763,180205,2461,4092634,662686,10863,330498,216343,1543,321554,3353996,734652,10003,48653,31021,12721,1416,26954,1237,54,21,45737,2916,"Illinois",83.17535,403.1,0.0436510896704775,3.70494303944677e-05,0.164392783272729,0.103570549809904,0.00054369825937185,0.069339386771861,0,FALSE
"IN",2013,5792,2115,718.077753779698,0,11574,5178,537.118437669132,0,104,52,634.622448979592,8,18,6514861,5287357,1174584,196278,0.111969048677562,591313,173843,78462,0.164212790718177,14172,2881,633,0.244990704399917,60595,334394,37695,11199,73177,1596895,361058,4917966,4112773,417470,11291,233143,50233,960,2507720,220454,6025,111097,55257,1002,289369,2118332,222477,5391,32933,19202,15829,2251,9769,500,57,5,27078,2835,"Indiana",10.24458,359.6,0.0350735824288378,0.000174384541828791,0.0435289209842896,0.0579241487860632,0.000437454699850322,0.0216154086984865,0,FALSE
"KS",2013,1948,647,788.048243314106,0,6490,2720,599.125693453796,0,233,81,623.69298245614,6,20,2868107,2231497,494715,65435,0.0705824674393963,164844,47653,19310,0.128666866515353,24796,7024,2558,0.11381823378108,42571,211937,22624,6507,57708,723884,141813,2144223,1736782,117191,17772,69086,13007,1414,1141477,66500,10610,26683,41447,3138,109206,890622,57637,8558,9610,5277,4971,479,2909,173,141,19,9026,737,"Kansas",5.382538,342.8,0.0370760680538641,0.00138586697622198,0.0423771980119046,0.0410815573544799,0.0027901683279182,0.0177230757934541,1,TRUE
"KY",2013,2085,907,590.334860050891,386,9011,4061,551.044538706257,1471,22,9,482.85,4,21,4361336,3752800,821126,197904,0.168484740621274,344304,93865,44471,0.162330467814853,8696,1870,913,0.216728690412901,21445,170035,24183,8087,29920,1020281,280732,3341055,2931674,250439,6826,164459,25242,636,1633601,135377,3251,58266,20486,733,218387,1514244,129002,3377,12141,15915,13555,2028,4723,243,15,3,18717,2313,"Kentucky",63.00174,210.9,0.089531819390877,0,0.00825382198237616,0.0704947601242825,8.55758597082521e-05,0.00714229290641951,0,FALSE
"LA",2013,3496,1676,612.908674404398,294,3626,1663,537.214427157001,187,34,23,420.40625,3,22,4567968,2742658,583377,86023,0.133555756785628,1465102,421415,198585,0.242412727214432,27475,7259,2013,0.332858161083393,15955,195059,14770,3585,39155,1115690,313898,3452278,2159281,1043687,20216,88712,92127,1340,1293157,558583,11560,265050,21570,2659,141688,1108006,560961,9863,18794,16878,11132,1195,25788,1028,17,2,37071,2228,"Louisiana",14.6926,521.2,0.370303584391584,0.0006063611645974,0.0179567112163252,0.319175726306738,0.00117314661261593,0.010754867637123,0,FALSE
"MA",2013,3036,1140,774.442734430923,0,6378,2501,699.668166666667,0,197,48,754.473684210526,12,25,6605058,5001806,938463,82944,0.0756891704421982,456831,123933,38842,0.184347315132887,13645,2987,1170,0.239711447492904,86180,1052876,73724,16725,198105,1407612,224909,5197446,4063343,332898,10658,224120,37674,1717,2606989,202651,5410,69911,119154,1757,185030,2125889,176344,5478,10622,2588,4273,564,2923,118,68,3,10143,807,"Massachusetts",91.44836,406.4,0.0116627722875016,3.74868585916936e-05,0.253468849025441,0.0217076363184408,0.000551526991808659,0.113187321093577,0,FALSE
"MD",2013,4437,1350,1201.3430709802,0,2055,701,775.265881147541,0,6,3,335.2,1,24,5834299,3157563,617768,45873,0.077800689015765,1719751,438110,101431,0.123416264499906,17241,3865,583,0.250764242704956,27167,873641,74217,11578,143034,1348349,191204,4485950,2539795,1281641,13376,109342,114331,1057,1662741,815490,8578,230881,50029,1145,112345,1312091,703521,6874,21705,9259,5503,449,14685,467,51,4,20410,925,"Maryland",85.86098,475.4,0.170567315737493,0,0.0590080714604611,0.16765104133084,0.000593203946095815,0.0331871816364691,0,FALSE
"ME",2013,158,57,639.361842105263,10,1521,586,753.957632817754,0,80,21,707.438356164384,3,23,1328320,1252311,241613,42959,0.0859094729447831,14825,5954,2992,0.22475461653635,8176,1866,710,0.141475211608222,2905,57240,7120,2452,7346,269323,53221,1058997,1010698,8871,6310,49292,719,694,619199,4738,3095,2625,3337,1089,71791,523072,3535,3197,2073,951,1733,139,149,5,59,9,2013,160,"Maine",66.85028,132.5,0.00178790625290296,0.000799778858549171,0.129976469728805,0.00359311113864453,0.00216825672159584,0.0666171065130302,0,FALSE
"MI",2013,9961,3144,853.080450273676,0,10504,3889,579.082847707848,0,554,209,584.520599250936,0,26,9886095,7549238,1575369,269312,0.0923698587384258,1385636,378114,188269,0.167735108013188,53233,13502,4044,0.153354729320576,62049,657955,68140,20268,114946,2301924,564516,7584171,5973869,1007522,39731,416089,148489,3320,3432386,453006,20813,251184,62850,5895,355780,3063135,543608,20323,43704,14419,17947,1181,22528,825,385,33,41645,2059,"Michigan",11.17324,452.2,0.0372808596235298,0.0012685273224093,0.180440285003057,0.0913802802495653,0.00114043162524292,0.0699064130101258,1,TRUE
"MN",2013,3047,1742,472.883899676375,949,4548,2510,447.36963036963,1306,2425,1138,573.316419339397,370,27,5347740,4417997,931813,81206,0.05739086374147,278595,94466,45162,0.204684022065228,58104,18052,8975,0.1963125,31233,421393,49312,16244,80606,1279187,197358,4068553,3486184,184129,40052,153944,25318,4940,2381066,106218,19596,52223,39781,9488,182051,1777986,89771,21654,9391,7700,4359,422,3445,128,806,136,9566,723,"Minnesota",78.16688,234.4,0.00414130307726842,0.00432916396307982,0.153620970982694,0.00616140416700864,0.00478373529998007,0.0432939769489618,3,TRUE
"MO",2013,3670,1363,727.634948096886,0,11552,4595,586.759864006442,0,74,33,468.25,6,29,6007182,4847622,1047903,189486,0.111386659306105,691590,192957,83351,0.172049423532352,22883,4684,1286,0.167160976841042,29717,267774,29002,7902,43547,1412423,326621,4594759,3799719,498633,18199,188884,59215,1191,2325699,269396,9652,124664,27478,1510,254948,1957118,269401,9936,31499,18995,16820,2143,11241,548,86,29,28755,2782,"Missouri",47.5989,433.7,0.0622663085991953,0.00018276394201092,0.0431549091231557,0.0904317386231038,0.000370432109055213,0.0197116186031005,0,FALSE
"MS",2013,2987,1128,726.396825396825,0,2849,1256,521.946071428571,0,11,5,667.9,0,28,2976872,1719787,370199,66955,0.143310084600347,1108141,326626,164841,0.25289417877381,13851,4211,1814,0.262466177039041,11117,79395,7663,2203,19088,747345,250295,2229527,1349588,781515,9640,63676,80641,836,755301,392273,5421,201537,9037,2228,85833,695091,425356,4917,15591,8112,6353,892,13769,710,33,5,20352,1617,"Mississippi",28.42221,277.5,0.505999974778186,0.00115312657571015,0.00375076930760917,0.421998311492861,0.00157838710861506,0.00472598465660904,0,FALSE
"MT",2013,125,60,564.40350877193,17,1741,764,538.041616405308,170,1322,524,693.531516183986,112,30,998554,873114,178123,31713,0.0676915078046995,3694,1385,318,0.0878661087866109,65173,21757,9979,0.184902434710841,4615,27518,3244,789,2999,223722,49084,774832,694991,2309,43416,29885,25,6535,432733,1531,21822,548,4597,10257,41589,347945,896,22368,3125,2384,2463,263,85,6,670,141,3230,412,"Montana",46.15166,288.1,0.00253380837906433,0.0257102533523684,0.151164051899949,0.00222156398104265,0.0331161137440758,0.0527547393364929,1,TRUE
"NC",2013,5387,2066,676.341928251121,0,6506,2601,593.416975881262,0,455,191,478.08185840708,0,37,9651380,6262913,1247711,186485,0.111740166252464,2064362,540204,215401,0.186153175822661,113387,30265,11632,0.299922390944634,138779,808216,83300,25868,200574,2280415,582428,7370965,5015202,1524158,83122,289030,169531,6628,2956041,832279,41356,317134,116777,13393,278602,2599045,832283,43902,37176,14080,12138,1537,19366,815,796,74,34430,2492,"North Carolina",6.652,341,0.287364442368704,0.00527170481078041,0.00287822940234942,0.245639375353965,0.00860490743139123,0.00625172866443934,0,FALSE
"ND",2013,120,67,425.646017699115,29,1071,505,501.772502472799,230,673,298,641.437802907916,115,38,689781,608818,124433,10237,0.0859006445589886,8949,2598,1751,0.18583850931677,36363,13163,6145,0.162401518201162,1122,23207,3704,1456,2449,153132,20270,536649,484385,6351,23200,9525,421,1450,341630,4886,12464,1170,1864,6554,22612,239919,2478,12160,1576,1228,986,107,81,4,262,41,1396,157,"North Dakota",26.91266,273.4,0.000644836493776012,0.0127895876763288,0.158479884165958,0.00129672971092416,0.0180909608450882,0.0502561831867923,3,TRUE
"NE",2013,1626,471,840.678020565553,234,4077,1441,684.695386184043,490,856,310,753.388040712468,87,31,1841625,1503726,331069,39282,0.0589803748980286,85245,27941,13143,0.167270625375158,16389,5683,2721,0.215652572476223,22707,126388,14325,4964,42294,459866,82291,1381759,1172657,57304,10706,39881,6260,1181,814329,35652,6003,16069,25574,2655,66203,600619,28481,5840,5012,2963,2568,242,1290,53,175,35,4656,370,"Nebraska",15.68043,264.8,0.0101763986133961,0.00230204667036589,0.0878719599950622,0.0213860544217687,0.00474773242630386,0.0319019274376417,3,TRUE
