"stname","year","cl.blk","ent.blk","lifelos.blk","grp.inst.blk","cl.white","ent.white","lifelos.white","grp.inst.white","cl.nat.am","ent.nat.am","lifelos.nat.am","grp.inst.nat.am","state","tot","wht","wht.child","wht.child.pov","wht.lessHS","blk","blk.child","blk.child.pov","blk.lessHS","amind","amind.child","amind.child.pov","amind.lessHS","latino.child.pov","foreign","foreign.child","foreign.child.pov","foreign.lessHS","child","child.pov","adult","w.adult","b.adult","a.adult","wht.unemp","blk.unemp","amind.unemp","wht.emp","blk.emp","amind.emp","blk.singpar","latino.singpar","amind.singpar","wht.singpar","wht.f","blk.f","amind.f","incartot","new.incar","WHITEM","WHITEF","BLACKM","BLACKF","AIANM","AIANF","TOTRACEM","TOTRACEF","statename","inst6014_nom","v.crime.rt","pctblk1930","pctami1930","pctimm1930","pctblk1960","pctami1960","pctimm1960","boarding.n","board"
"CO",2007,2234,962,705.291487068965,0,6663,2935,628.892731122089,0,367,152,632.82554517134,0,8,4767161,3408920,718257,64340,0.0599789711872596,181611,53590,17402,0.129699779499067,44599,11182,3096,0.195211521152115,98605,537079,66000,17884,140152,1172439,191587,3594722,2690663,128021,33417,96669,9461,2357,1856553,80913,20787,28782,103610,4043,146265,1360302,60562,17206,22666,11466,9235,1247,4066,404,445,62,20506,2335,"Colorado",38.54357,347.8,0.0100360192257353,0.000654332105116704,0.0976729068989461,0.0222774534841299,0.0027248267055819,0.0398463152134258,2,TRUE
"CT",2007,3360,966,1063.93586550436,0,2946,894,891.305894663411,0,39,8,1006.64102564103,0,9,3494851,2605425,547265,27989,0.091792918929549,323148,95478,23160,0.193180182437584,8283,2129,377,0.271900336167688,40702,459049,40210,6119,79777,822543,96995,2672308,2058160,227670,6154,70078,20025,488,1348334,146719,3067,52107,64032,819,88574,1074422,123188,3010,19438,7228,5611,672,8427,517,38,5,19428,1496,"Connecticut",57.6591,256,0.0188816274027584,9.01171324799398e-05,0.239623073501224,0.0416945971309827,0.000583582407356293,0.110352278731576,0,FALSE
"DE",2007,1247,665,581.507834101383,0,680,343,467.246056782334,188,7,4,233.428571428571,2,10,852689,589745,122376,8874,0.117280305490763,174936,49988,15796,0.179883027046284,1963,340,52,0.275496688741722,6290,68688,6929,995,11814,204158,32748,648531,467369,124948,1623,15532,7766,25,292279,77765,1153,28293,5823,119,23969,243986,67505,771,7110,1911,2226,294,4080,254,3,0,6682,575,"Delaware",67.4395,689.2,0.128865733246258,0,0.0754136772423766,0.137878516394911,0.00273248521770292,0.0342680523203727,0,FALSE
"FL",2007,19478,7519,595.013938091643,0,22961,9519,506.123035152901,0,142,77,451.685039370079,0,12,18014927,11015030,2023719,223205,0.106586195699428,2758460,841713,281666,0.237346871206269,56571,11412,2509,0.228651844966044,217954,3548910,277028,61706,732319,4007167,751033,14007760,8991311,1916747,45159,265326,130862,2621,5093116,1172687,24937,451123,293498,3849,490218,4648155,1019369,22226,95187,33595,35356,3807,45940,2602,97,20,91365,6854,"Florida",15.95045,722.6,0.296862475722392,0.00118329793775586,0.0490324161291572,0.178035120871844,0.000831788870987931,0.0583463552707554,0,FALSE
"GA",2007,10956,4436,720.299745977985,0,9532,3897,615.039744422785,0,37,17,480.65625,1,13,9331515,5504403,1275035,144106,0.140452856523647,2757362,829973,291502,0.207511504019247,22436,4701,854,0.29252803675179,74959,921828,102018,22973,192558,2469140,528972,6862375,4229368,1927389,17735,139215,158434,911,2702555,1172109,9606,458092,65972,1597,237117,2177575,1051657,8381,54256,21171,18824,1935,31552,1589,58,4,50711,3545,"Georgia",7.83709,493.2,0.372305100396451,0,0.0049659302351427,0.284152562139358,0.000243385492196453,0.00809763814661948,0,FALSE
"HI",2007,197,75,639.252808988764,0,456,240,545.925407925408,0,157,45,801.986206896552,0,15,1276534,314488,50873,4488,0.052217635086688,28741,7804,101,0.0300038966099493,3875,561,0,0.131795072350411,6770,238688,21864,3478,42025,285039,35701,991495,263615,20937,3314,7248,1097,89,175549,16781,2165,2347,9898,162,9495,120145,7479,1488,5457,1525,1142,193,226,21,34,6,5232,746,"Hawaii",66.89676,272.8,0.00207086545620571,5.46191336672475e-05,0.315425443036757,0.00838077166350411,0.000822264389626819,0.110025300442758,0,FALSE
"IA",2007,2197,800,646.965600775194,283,9464,3466,630.868418098125,1318,311,119,663.725423728814,36,19,2972022,2699513,603408,72353,0.096335206272303,71835,25509,13492,0.199926746118953,8650,2991,1649,0.243852459016393,15072,125185,17095,4138,27979,706814,110557,2265208,2096105,46326,5659,67656,4246,284,1426369,27287,2886,15443,15007,1312,130129,1083064,23038,3251,8692,5732,5262,522,2026,153,127,16,8015,717,"Iowa",77.91838,294.7,0.00581192501363513,0.000112490176994651,0.0698493080536534,0.00926221422768945,0.000819600789137751,0.0212951143089242,0,FALSE
"ID",2007,98,40,647.065217391304,5,2422,1157,514.318082788671,295,359,155,592.679640718563,29,16,1463059,1253890,317149,45649,0.095947332786496,8359,3840,1342,0.122425629290618,18729,5902,1890,0.222253600677775,19443,92032,13060,5285,28015,400272,72037,1062787,936741,4519,12827,31716,261,1130,605155,3050,7669,1513,15987,2192,59923,470697,2024,6725,7055,4063,4844,649,142,9,224,38,6519,800,"Idaho",14.09106,239.4,0.00134754475879614,0.00707960492726857,0.0755843853635949,0.0026141041435053,0.00600943481265587,0.0297767494967098,0,FALSE
"IL",2007,14142,2334,1919.45045641932,0,7722,2244,989.938357076288,519,61,16,600.033898305085,13,17,12783049,8339533,1796121,159791,0.0963585868964161,1881210,568915,232358,0.195787979001068,23202,5721,1208,0.254820115285232,150410,1808025,151347,35239,434685,3216757,567936,9566292,6543412,1312295,17481,254393,146168,1096,4252941,689160,10194,348052,170147,1503,322712,3382964,719373,9434,45215,36028,11691,1135,25284,1503,55,17,42391,2824,"Illinois",83.37193,533.2,0.0436510896704775,3.70494303944677e-05,0.164392783272729,0.103570549809904,0.00054369825937185,0.069339386771861,0,FALSE
"IN",2007,6482,2345,751.35217035217,0,11137,4885,587.465551460164,0,322,130,584.078947368421,40,18,6301687,5283443,1244680,175098,0.13256327135767,545038,170185,67539,0.188931882989344,13429,2439,755,0.249713869524503,33195,283594,32198,9028,61093,1589500,290578,4712187,4038763,374853,10990,161845,36515,942,2590885,213102,6175,104211,34651,919,289285,2082763,200073,5052,25137,17654,11690,1394,8612,640,37,8,21319,2108,"Indiana",23.32938,333.6,0.0350735824288378,0.000174384541828791,0.0435289209842896,0.0579241487860632,0.000437454699850322,0.0216154086984865,0,FALSE
"KS",2007,2165,785,856.849411764706,0,6974,2822,628.211261393708,0,167,66,597.276073619632,19,20,2757827,2235098,514695,60059,0.08506665297671,158862,48319,16691,0.139518900343643,22439,5295,1406,0.182359508745813,30094,180004,21393,5921,46497,694649,113186,2063178,1720403,110543,17144,52996,10224,811,1170127,66642,10915,25275,26703,2066,110991,884858,54423,8544,8721,4865,4385,368,2678,191,120,12,8071,625,"Kansas",45.85308,452.7,0.0370760680538641,0.00138586697622198,0.0423771980119046,0.0410815573544799,0.0027901683279182,0.0177230757934541,1,TRUE
"KY",2007,2707,1077,657.934965570008,437,9184,4348,536.134188229906,1468,44,9,1061.83720930233,7,21,4205648,3709697,844746,180144,0.202782802203197,316398,92531,38410,0.208566334835616,7699,1488,341,0.220316622691293,10757,134989,20087,4418,19577,1003483,239986,3202165,2864951,223867,6211,116651,19724,452,1680730,128037,3017,56948,10262,512,205590,1488103,118178,3352,15364,15494,13498,1971,6192,446,15,1,20016,2441,"Kentucky",37.51729,295,0.089531819390877,0,0.00825382198237616,0.0704947601242825,8.55758597082521e-05,0.00714229290641951,0,FALSE
"LA",2007,4287,1762,776.63464795548,0,4112,1724,576.982094006466,0,28,12,627.428571428571,3,22,4344053,2691663,597472,89580,0.166290057863693,1394612,427604,204890,0.295077780658543,21249,5414,1813,0.370656666156437,7974,155387,14988,2822,30964,1102206,314948,3241847,2094191,967008,15835,64128,83942,634,1269453,513778,8188,256426,10276,2186,127746,1082743,522835,7680,20461,15723,9904,1233,25097,1219,9,2,35082,2458,"Louisiana",73.40047,729.5,0.370303584391584,0.0006063611645974,0.0179567112163252,0.319175726306738,0.00117314661261593,0.010754867637123,0,FALSE
"MA",2007,3603,1319,897.321804511278,0,8196,3153,771.49793708097,0,86,29,940.333333333333,12,25,6437759,5118603,1056215,83946,0.0971510476011591,387851,115949,35142,0.181696357108555,14013,2310,687,0.179298582240699,66390,960818,75460,13443,190163,1450676,202903,4987083,4062388,271902,11703,148778,20589,992,2655257,168216,5858,64343,91090,1084,201957,2138844,143285,6220,11071,2704,4441,522,3073,126,71,1,10646,790,"Massachusetts",92.21394,431.5,0.0116627722875016,3.74868585916936e-05,0.253468849025441,0.0217076363184408,0.000551526991808659,0.113187321093577,0,FALSE
"MD",2007,8467,1739,1578.49034845826,0,2682,755,911.0663507109,0,35,12,1153.33333333333,0,24,5597843,3278679,711163,45032,0.101750752969967,1611982,442806,90484,0.163106362673843,14194,2973,480,0.193486793253421,13411,728670,71313,10160,102783,1367327,156525,4230516,2567516,1169176,11221,68139,80507,851,1733791,763855,6928,218327,33098,685,129534,1331786,644011,5282,23184,10888,4977,388,16446,728,8,2,22249,1184,"Maryland",86.61701,641.9,0.170567315737493,0,0.0590080714604611,0.16765104133084,0.000593203946095815,0.0331871816364691,0,FALSE
"ME",2007,172,65,864.410714285714,19,2439,686,1138.46526315789,0,95,34,722.204301075269,0,23,1314780,1245307,253640,43665,0.108755035483823,14741,6533,2956,0.0993071593533487,7464,1683,828,0.247279059643013,1303,52811,7126,2802,7586,279811,52022,1034969,991667,8208,5781,34743,610,511,632917,5468,3343,4082,2119,965,72761,517210,2928,3056,2148,1150,1774,122,122,5,39,4,2009,139,"Maine",80.44141,118,0.00178790625290296,0.000799778858549171,0.129976469728805,0.00359311113864453,0.00216825672159584,0.0666171065130302,0,FALSE
"MI",2007,14538,3979,978.150197628458,2224,12883,4442,646.9645609853,1361,478,168,654.5,56,26,10094027,7835627,1751085,230121,0.109752312218196,1420519,438224,194805,0.201449243608283,51217,12271,3289,0.199463740869726,48691,666624,76154,19382,119414,2478146,501429,7615881,6084542,982295,38946,313829,113751,3935,3739983,484953,20843,275360,48555,4419,363200,3113039,531300,18998,50233,13375,21666,1089,25143,943,372,19,48153,2080,"Michigan",70.03728,536,0.0372808596235298,0.0012685273224093,0.180440285003057,0.0913802802495653,0.00114043162524292,0.0699064130101258,1,TRUE
"MN",2007,3771,2028,641.456658917303,1205,6712,3606,514.863211704566,2201,2071,1012,680.588699878493,484,27,5155388,4430249,992234,78428,0.0747330720914365,223126,78553,34316,0.191645822469308,54553,16628,5744,0.180550248376003,18790,363557,51906,13663,67691,1260740,158691,3894648,3438015,144573,37925,118448,17965,5159,2410113,90259,20022,44622,27956,8366,188960,1752255,70156,19486,9192,7859,4354,354,2966,132,698,75,8866,602,"Minnesota",50.0127,288.7,0.00414130307726842,0.00432916396307982,0.153620970982694,0.00616140416700864,0.00478373529998007,0.0432939769489618,3,TRUE
"MO",2007,4480,1314,1201.05659911023,0,10223,3639,814.829350835812,0,61,31,460.813559322034,7,29,5834644,4811724,1093665,164411,0.138606425172446,654882,202239,87119,0.20895922093731,22844,4960,1578,0.193895870736086,16356,231750,33988,7681,39756,1427416,285520,4407228,3718059,452643,17884,139854,42696,947,2374026,257061,10178,126219,17451,2236,243498,1927741,248655,9266,29823,19333,15362,1775,11356,696,96,13,27355,2522,"Missouri",20.15558,504.9,0.0622663085991953,0.00018276394201092,0.0431549091231557,0.0904317386231038,0.000370432109055213,0.0197116186031005,0,FALSE
"MS",2007,2821,1117,741.165765765766,0,2417,1103,585.992487479132,0,21,6,835.190476190476,6,28,2906118,1719302,388152,59847,0.174050409811453,1072709,338099,160603,0.301886760060431,12932,4034,1179,0.305384840503366,5462,64775,7408,1757,13013,765120,231266,2140998,1331150,734610,8898,45444,72393,433,783289,383659,5022,203477,5802,1777,81794,690013,399328,4284,17478,9835,5922,956,14308,992,18,3,20469,1961,"Mississippi",42.08277,291.3,0.505999974778186,0.00115312657571015,0.00375076930760917,0.421998311492861,0.00157838710861506,0.00472598465660904,0,FALSE
"MT",2007,80,25,766.972222222222,10,1564,552,832.507092198582,271,1108,410,897.79594017094,129,30,946812,838885,183304,27805,0.0942149373153933,6135,2601,753,0.265106382978723,54211,18612,9149,0.223346828609987,3033,24651,3534,461,2875,222351,41826,724461,655581,3534,35599,19271,394,4887,424927,2160,18102,1259,4561,7337,37721,331700,1528,18098,2909,2130,2299,194,87,1,591,88,3133,298,"Montana",63.33374,287.5,0.00253380837906433,0.0257102533523684,0.151164051899949,0.00222156398104265,0.0331161137440758,0.0527547393364929,1,TRUE
"NC",2007,7290,2416,760.336270999725,0,7599,2913,627.641601691555,0,378,139,485.074468085106,0,37,8869861,6009210,1282150,159255,0.142855479192986,1890268,533987,194977,0.220516778011585,106494,28457,9808,0.341234560305179,83449,657350,84272,24122,160614,2164366,469469,6705495,4727060,1356281,78037,160784,111562,4693,2984916,789070,43855,299006,71518,10648,261687,2457853,742360,40234,38240,10875,11828,1446,20850,1051,699,60,35363,2626,"North Carolina",77.02988,466.4,0.287364442368704,0.00527170481078041,0.00287822940234942,0.245639375353965,0.00860490743139123,0.00625172866443934,0,FALSE
"ND",2007,102,58,512.82,10,1225,525,584.533972125436,0,688,269,757.079207920792,0,38,637736,569734,119859,12361,0.117189638974634,5587,2189,553,0.0354838709677419,36101,13174,5430,0.194055741875795,863,20129,3166,442,1443,145457,20254,492279,449875,3398,22927,9639,366,1928,318313,2263,13645,857,1271,5591,21470,224428,1355,11962,1392,1037,838,87,84,1,268,54,1267,147,"North Dakota",33.06259,142.4,0.000644836493776012,0.0127895876763288,0.158479884165958,0.00129672971092416,0.0180909608450882,0.0502561831867923,3,TRUE
"NE",2007,1565,547,773.471096345515,304,5862,2159,655.13782784721,0,879,336,728.209511568123,145,31,1764131,1489312,344455,37120,0.0761593440766676,75800,26170,12534,0.181472966340317,14799,6050,2499,0.30230675839741,17771,111996,15349,4627,31929,451017,73973,1313114,1144857,49630,8749,33395,6188,1092,807141,30041,4873,16722,19334,2444,63676,588694,25626,4272,4402,2108,2291,248,1074,75,183,32,4106,389,"Nebraska",21.84241,302.4,0.0101763986133961,0.00230204667036589,0.0878719599950622,0.0213860544217687,0.00474773242630386,0.0319019274376417,3,TRUE
"NH",2007,129,47,914.982300884956,38,1240,433,1091.52741020794,302,16,7,1183,3,33,1310254,1223792,269914,25055,0.101098646203062,12543,4166,1530,0.159330543933054,3667,779,375,0.174966945791097,1988,81117,7957,1778,10145,299444,29972,1010810,953878,8377,2888,29670,805,27,661399,5963,1947,1040,4629,391,57928,491640,3724,1631,2759,1509,2323,177,166,11,11,1,2741,202,"New Hampshire",78.82299,137.3,0.00257402561953325,4.33364426227757e-05,0.176786976384369,0.00382031352917929,0.000329337373205111,0.0774601501778422,0,FALSE
"NJ",2007,8221,2429,1117.04519044545,0,4334,1692,660.144364508393,0,29,9,1114.28571428571,10,34,8669815,5420111,1163161,65900,0.0982130077794813,1180155,334203,87160,0.183570269605369,18344,4401,426,0.238284352660842,92881,1768814,128747,22509,319636,2079900,258625,6589915,4256950,845952,13943,144609,64564,1068,2702565,509368,8571,183111,151463,1239,174257,2221723,461468,6778,25354,13814,4847,461,15705,763,10,0,25417,1410,"New Jersey",84.62198,329.3,0.052961313953019,4.49311961264829e-05,0.210113532318642,0.0849611789723555,0.000458269455846232,0.103357895257406,0,FALSE
"NM",2007,312,135,590.524916943522,24,1192,602,508.496028243601,96,563,301,414.769662921348,111,35,1942847,818832,144644,19258,0.0724757528145637,41724,14116,4057,0.149171764075546,178116,54953,23426,0.285504985559795,89249,199841,23431,10715,72676,494931,137284,1447916,674188,27608,123163,21367,1424,7671,409271,17144,64058,6895,100802,23209,32268,347692,12339,63882,6429,4153,1416,175,519,45,428,45,5890,576,"New Mexico",82.35806,664.2,0.00709350576941856,0.0704229681493487,0.0569295007878273,0.0181209748705645,0.0594351138611778,0.0263290819547923,14,TRUE
"NV",2007,2511,1083,664.004635482512,0,3916,1593,640.229087965461,0,158,64,641.102040816327,19,32,2488917,1466826,293704,29090,0.0927578013136226,181771,56295,16315,0.133824603205104,30060,8441,2515,0.186372404402587,51061,487752,45075,11259,138704,642684,105101,1846233,1173122,125476,21619,40136,9445,1713,753495,77516,12317,30337,65347,3685,73149,579921,62743,12172,13311,6517,6117,769,3378,263,190,20,12219,1179,"Nevada",38.51247,750.6,0.00494195061872431,0.0476970466173647,0.166356703041664,0.0464170523068293,0.0209648015706072,0.0476791473846585,0,FALSE
"NY",2007,20219,5805,1306.06175709229,0,8371,2934,854.132870662461,0,150,61,832,48,36,19280753,11639528,2382914,282879,0.102276314571073,3005204,836122,264428,0.210866750009811,67162,16517,4547,0.245478924568521,311681,4265491,282934,71378,927106,4480240,921448,14800513,9256614,2169082,50645,309046,151696,3658,5713126,1223463,27665,481121,417672,6835,430021,4820434,1197048,26284,62738,26918,12188,846,30826,1260,279,5,59848,2754,"New York",75.59387,414.1,0.0327254784399775,0.000628304299782389,0.26090113387108,0.0840025221973631,0.00123725938702022,0.138726814796097,0,FALSE
"OH",2007,11267,4457,764.375139636438,1540,13947,5952,586.093698886206,1685,102,30,750.411764705882,9,39,11463403,9490806,2143582,301721,0.125006895147424,1345194,400258,176236,0.210959111702442,22453,4545,1439,0.19773713985002,33847,458389,49884,10060,62649,2769904,541085,8693499,7347224,944936,17908,304894,94131,1845,4660434,515964,9064,254977,39466,1617,490946,3811192,509330,9108,49894,30831,22617,2529,22871,1246,53,4,46909,3822,"Ohio",57.56168,343.2,0.0442433212060607,4.3160825843374e-05,0.0980404833076472,0.0806922482616534,0.000282255987638424,0.0425217615245944,0,FALSE
"OK",2007,4756,1657,783.389584706658,0,7347,2799,646.70314040276,0,4518,1572,713.168092485549,0,40,3576929,2582228,555921,107098,0.13391206365267,262184,79181,37058,0.183131679363398,245046,77039,24932,0.195025614373747,37691,201283,23508,7430,50044,888957,224532,2687972,2026307,183003,168007,63403,13993,10536,1241321,103671,99241,46885,28806,25013,135180,1045132,94123,87172,23778,8815,11849,1411,6805,632,1873,301,22141,2462,"Oklahoma",47.81147,499.6,0.0684716119456233,0.0380720341630134,0.0129687961326205,0.0671910286023407,0.0271855331060717,0.0109394722606239,43,TRUE
"OR",2007,2072,705,989.478680203046,127,8833,2645,902.5567695962,596,885,151,1013.64760793466,32,41,3689498,2979836,607848,85568,0.0912418537938546,64393,20970,8707,0.152272663149282,64352,19498,7099,0.378795219638243,51925,388760,44299,13670,100053,855646,161418,2833852,2371988,43423,44854,99120,3239,3781,1464490,25330,27826,12527,49825,8029,142500,1222101,19063,21499,13373,5343,9675,878,1265,89,252,40,12888,1060,"Oregon",81.13828,287.6,0.00242112003264832,0.00411978481845742,0.120504694218476,0.0107576751657202,0.00452478450713785,0.0432116920431664,3,TRUE
"PA",2007,15815,6399,856.963379448102,5103,14219,6127,659.650344879861,3800,72,27,980.225806451613,18,42,12400959,10158381,2104257,239631,0.120897526071897,1273907,376422,158017,0.206921972027554,16927,3476,997,0.172468493875033,80041,701342,71980,14108,115077,2814447,506826,9586512,8054124,897485,13451,269230,81965,1518,4985132,460454,6408,241421,91118,1090,438150,4201668,486803,6496,45530,18280,16180,1375,22157,853,52,7,43506,2463,"Pennsylvania",60.96003,416.5,0.0448140016603335,1.46404291746377e-05,0.130520329565677,0.0751562406158477,0.000353285733968777,0.0543795066011439,1,TRUE
"RI",2007,1174,438,742.314725697786,363,2047,806,748.384870237438,0,69,25,770.067796610169,19,44,1062065,842075,163819,14422,0.147654739291887,55235,17299,6999,0.236500857632933,4644,1529,393,0.221838286109191,17338,138418,10124,2875,41220,237823,41743,824242,678256,37936,3115,23043,2387,234,435378,23490,1961,10368,20485,772,36232,357878,18796,1926,3745,1162,1795,194,1075,44,18,6,3736,282,"Rhode Island",71.63043,227.3,0.0150367508126797,0.000883588647164159,0.251241902213794,0.0216986403427081,0.00114080834419817,0.103091823430806,0,FALSE
"SC",2007,4369,1782,832.879952550415,925,3851,1781,587.387365591398,986,29,14,512,6,45,4330933,2824042,602250,76902,0.146286260000083,1241919,356421,139448,0.265495208554132,12609,2447,226,0.294383546163408,19526,215832,26798,7522,40402,1051064,243861,3279869,2221792,885498,10162,71404,72786,688,1362772,500574,5338,205080,16929,1088,124988,1147235,483958,5148,23578,9927,7048,848,15078,730,48,5,22635,1604,"South Carolina",11.8405,788.3,0.453026893948058,0.000416644941541889,0.00363686642230522,0.349309313346553,0.000680603636608073,0.00597418747689309,0,FALSE
"SD",2007,195,94,456.419889502762,40,902,394,604.803716608595,195,1737,834,578.471256684492,304,46,788217,680368,153802,15908,0.110302277065116,7593,2778,846,0.224489795918367,65211,25401,13859,0.226635893768488,1183,22036,4363,1535,3524,195581,34019,592636,526566,4815,39810,10296,298,7100,371599,3217,18600,2057,2721,14221,28758,266623,1382,21485,3276,3235,1887,215,178,6,768,141,2942,369,"South Dakota",23.35961,169.2,0.00118257006755081,0.0345340575472967,0.0967755995336592,0.00196711685261304,0.0361127422196124,0.0288021139166177,6,TRUE
"TN",2007,4709,1855,724.010795329368,759,9073,4103,518.906849315068,1053,31,13,430.833333333333,0,47,6073646,4702731,1024152,179171,0.179695475710266,1015780,304925,124776,0.221948199252854,16622,3299,1338,0.271637350135644,26904,274763,36193,10242,51350,1457508,343860,4616138,3678579,710855,13323,138914,64542,504,2223957,415912,7553,185779,21558,1824,233763,1909818,386113,6420,19268,14566,11858,1290,11955,604,44,8,24344,1923,"Tennessee",61.81205,753.3,0.183810548916498,3.86647189943595e-05,0.00523052037341136,0.164726530520697,0.000269151835279077,0.00530453408695847,0,FALSE
"TX",2007,12788,4049,824.226836293807,0,14532,4715,701.458069508935,0,257,91,717.18253968254,0,48,23385340,11293610,2451943,264061,0.0983943338910707,2694336,797788,278064,0.178663122052477,114120,26323,7003,0.237447727713312,1042340,3899995,406050,152724,1387513,6472983,1632062,16912357,8841667,1896548,87797,303762,158098,6690,5622524,1112485,52217,430884,846606,7458,491864,4535892,1003197,43155,158576,72531,48475,6200,58925,4851,53,22,157859,13931,"Texas",13.00839,510.6,0.144891223174954,0.000216751792953316,0.0631082980873482,0.123538618861782,0.000598952355114051,0.0343719348039318,0,FALSE
"UT",2007,300,128,543.938356164384,57,2814,1276,546.509973654498,438,307,148,601.324626865672,48,49,2576626,2130339,625315,52391,0.0645314601401524,27104,11293,2004,0.132350296709225,30300,10324,2621,0.234179821551132,35152,223394,28656,8550,45931,799661,97134,1776965,1505024,15811,19976,43586,793,1497,1042292,11944,12511,2564,29803,3210,84440,761287,6250,10620,5165,3468,3872,429,427,29,265,37,5878,631,"Utah",16.04604,234.8,0.00258372219561786,0.00551273645119654,0.09767691914233,0.00608633158154786,0.00709697704711854,0.0411894174190361,1,TRUE
"VA",2007,5148,1542,959.603773584906,0,5159,1772,742.9902200489,0,23,9,618.363636363636,8,51,7636644,5159556,1111447,94379,0.121022113577563,1494291,406546,110217,0.214190697284144,22317,4783,272,0.237403167203674,25863,862055,90532,12022,127984,1823626,248622,5813018,4048109,1087745,17534,101828,66494,579,2669427,695142,11402,207267,44396,1580,202831,2086046,581502,9020,32977,13973,12192,1532,22127,1375,9,1,35055,2929,"Virginia",52.26863,269.7,0.279419273535332,0.00048034474239203,0.00962492186897002,0.206753275672721,0.000526334434924314,0.0150157141194273,0,FALSE
"VT",2007,60,18,772.254901960784,10,1856,581,779.691567628749,284,0,0,0,0,50,620589,592009,124099,17186,0.0946182416431937,3928,1403,299,0.0511041009463722,1922,338,39,0.220494053064959,645,25737,2824,319,2906,133506,19232,487083,467910,2525,1584,17369,46,117,320793,1716,1023,610,594,42,33742,239558,1198,1047,2116,2375,1695,146,205,8,14,1,1987,158,"Vermont",73.50819,124.3,0.0017444919223594,0,0.128307066621787,0.00153917192550408,0.000153917192550408,0.0623877687137653,0,FALSE
"WA",2007,2618,852,932.213721413721,276,9523,3856,643.47465437788,813,2318,873,751.323255813953,138,53,6371390,4847968,1022346,116745,0.0776506754338207,216493,65264,22127,0.146762173968907,89677,24964,10368,0.215671864137452,75688,861136,99121,26453,171699,1529725,251763,4841665,3825622,151229,64713,148215,11470,7378,2434811,94929,34437,30513,76805,12251,233632,1947066,68156,31221,16911,16526,9987,1025,3280,242,675,79,16258,1514,"Washington",84.87643,333.1,0.00444508695016626,0.0075624787338454,0.171641680086608,0.0169241986595249,0.00748057993774363,0.0676617403740991,1,TRUE
"WI",2007,4623,1730,1022.28618654073,732,5965,2772,602.409405760117,1251,637,288,639.805324459235,118,55,5571593,4771083,1038148,94320,0.0963777311551883,333257,120621,59645,0.238035279032426,46056,13815,5363,0.170716064287331,27785,250756,31187,9081,56132,1334289,201537,4237304,3732935,212636,32241,131523,25778,3492,2543298,110335,18845,84540,35074,6887,214963,1905010,111548,16700,22839,8592,11147,903,10125,547,664,63,22216,1527,"Wisconsin",68.30959,290.9,0.00411171790752704,0.00381808138023746,0.130796454760402,0.0188628633897482,0.00388189327071018,0.043728237104219,4,TRUE
"WV",2007,849,335,711.339045287638,0,5942,2676,622.843493449782,0,15,9,571.142857142857,3,54,1808787,1694822,355941,91091,0.193197035064586,62077,16448,7839,0.142838266384778,2950,680,158,0.232063334982682,2109,29426,3292,514,2495,392308,106042,1416479,1338881,45629,2270,49287,2648,36,710458,21861,863,10368,1788,367,89554,695616,21536,1071,4907,3333,4458,556,772,58,13,1,5422,634,"West Virginia",81.24577,275.2,0.0686647654845887,1.1492857992737e-05,0.0320006860316562,0.04801907872121,0.000161137848057752,0.0137074596081128,0,FALSE
"WY",2007,97,47,560.068181818182,0,1698,772,560.363044892648,0,53,29,503,20,56,514044,448291,99919,10762,0.0804289634961405,4780,1668,163,0.22304347826087,10633,3761,1109,0.155670867309118,2742,17841,2079,491,3392,123936,15655,390108,348372,3112,6872,10105,112,471,241482,2200,4167,932,3988,1395,23193,173378,1228,3879,1927,762,1394,208,90,8,100,15,1838,246,"Wyoming",51.82603,239.3,0.00435686976743154,0.0115467655432108,0.0934231565493506,0.00484466783746139,0.0135650699448919,0.0297947072003876,0,FALSE
"AK",2006,270,100,661.628820960699,21,703,220,684.1824,64,1512,522,647.555124223602,145,2,654672.666666667,438766.666666667,106063,8701.66666666667,0.0584527992520694,22972.6666666667,7701.66666666667,2026,0.0890469609346555,86678,30256.6666666667,8855.33333333333,0.201456242241559,2196,49854,7144,960.333333333333,6443.66666666667,185580,26550,469092.666666667,332703.666666667,15271,56421.3333333333,15792.6666666667,1456.33333333333,8354.33333333333,235825.333333333,10790.6666666667,30252,3624,3359.33333333333,10167,23098,159832.666666667,8177.33333333333,30200.6666666667,5052,NA,2184,282,477,37,1649,178,4551,518,"Alaska",35.98511,690.726867065373,0.00303090224513527,0.439735425382507,0.17968472137768,0.0318809776833156,0.0604852993269571,0.0434821112291888,2,TRUE
"AL",2006,4870,1646,1141.84894921191,0,5444,1989,779.939370683039,0,17,2,1161.82352941176,4,1,4487221.33333333,3110397,682910.333333333,98999.6666666667,0.180021041694455,1175415.33333333,348066.333333333,150054,0.253935920306456,22333.6666666667,4978.33333333333,1311.33333333333,0.207235302367733,13991,141885.333333333,19425.3333333333,5753,22478.3333333333,1096705.33333333,271662.333333333,3390516,2427486.66666667,827349,17355.3333333333,79505.6666666667,66013.6666666667,677.666666666667,1458862.66666667,455618.666666667,10815.6666666667,201162,12255,1186.66666666667,138108.333333333,1257405,462081,8740,24103,10223,10255,1255,15889,793,2,1,26191,2050,"Alabama",46.09972,342.216237160577,0.351879028652581,9.15894079085531e-05,0.00621917820438949,0.30052978104425,0.00033685499923442,0.0056346654417394,0,FALSE
